	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	5.04643924303	6.71532873033	6.60190778106	8.63417261188	8.19718076377	7.35956175299	5.45894361363	7.65414195877	6.80722488198	8.45854650364	8.49495212866	7.22059093277
sample2	5.04643924303	0.0	6.68712292609	6.4208109319	8.6845122739	8.05008475882	7.31209150327	5.30867552335	7.84805119751	7.45071778711	8.85221743295	8.73054828389	8.37521101903
sample3	6.71532873033	6.68712292609	0.0	6.37851732918	7.58857729138	6.27655782253	6.9290158371	8.01020103322	8.32037804103	8.12346477052	8.29786862225	8.64834995617	7.87185320367
sample4	6.60190778106	6.4208109319	6.37851732918	0.0	7.03755105443	6.61054688083	7.0499288425	7.37753882915	7.12825966837	7.13656215174	8.04240266963	8.7019929066	8.1500425751
sample5	8.63417261188	8.6845122739	7.58857729138	7.03755105443	0.0	6.97716350031	7.65073529412	8.83465340973	9.36010025699	8.61534264869	7.68639935846	8.61653780592	8.23366097049
sample6	8.19718076377	8.05008475882	6.27655782253	6.61054688083	6.97716350031	0.0	6.85371624378	8.36176718237	7.92669344722	7.72045905741	8.54816203549	5.6683670876	8.87685151838
sample7	7.35956175299	7.31209150327	6.9290158371	7.0499288425	7.65073529412	6.85371624378	0.0	6.99662546178	7.00218682289	5.73651960784	5.77746450304	8.94872189714	7.89365995017
sample8	5.45894361363	5.30867552335	8.01020103322	7.37753882915	8.83465340973	8.36176718237	6.99662546178	0.0	6.50075023122	5.26689129758	6.53628741185	8.09891156807	7.04415441144
sample9	7.65414195877	7.84805119751	8.32037804103	7.12825966837	9.36010025699	7.92669344722	7.00218682289	6.50075023122	0.0	4.64646649929	6.86351601825	7.66866424291	8.14981194365
sample10	6.80722488198	7.45071778711	8.12346477052	7.13656215174	8.61534264869	7.72045905741	5.73651960784	5.26689129758	4.64646649929	0.0	4.99864387134	7.41366389488	7.91834966031
sample11	8.45854650364	8.85221743295	8.29786862225	8.04240266963	7.68639935846	8.54816203549	5.77746450304	6.53628741185	6.86351601825	4.99864387134	0.0	8.56755371006	6.25100400076
sample12	8.49495212866	8.73054828389	8.64834995617	8.7019929066	8.61653780592	5.6683670876	8.94872189714	8.09891156807	7.66866424291	7.41366389488	8.56755371006	0.0	9.50235746724
sample13	7.22059093277	8.37521101903	7.87185320367	8.1500425751	8.23366097049	8.87685151838	7.89365995017	7.04415441144	8.14981194365	7.91834966031	6.25100400076	9.50235746724	0.0
