	sample9	sample2	sample3	sample4	sample6	sample7	sample8	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17
sample9	0.0	0.933333333333	0.938271604938	0.954022988506	0.938461538462	0.952941176471	0.884615384615	0.898876404494	0.884615384615	0.935064935065	0.961538461538	0.775862068966	0.879310344828	0.913580246914	0.934426229508
sample2	0.933333333333	0.0	0.679611650485	0.72972972973	0.81	0.879032258065	0.707547169811	0.642201834862	0.587628865979	0.777777777778	0.715447154472	0.90990990991	0.838383838384	0.722222222222	0.883495145631
sample3	0.938271604938	0.679611650485	0.0	0.707865168539	0.822784810127	0.771739130435	0.867346938776	0.729166666667	0.831578947368	0.872340425532	0.788990825688	0.882352941176	0.873417721519	0.88	0.828947368421
sample4	0.954022988506	0.72972972973	0.707865168539	0.0	0.775	0.82	0.791666666667	0.824074074074	0.84	0.90099009901	0.82905982906	0.863636363636	0.853658536585	0.906542056075	0.880952380952
sample6	0.938461538462	0.81	0.822784810127	0.775	0.0	0.843373493976	0.746666666667	0.820224719101	0.763157894737	0.844155844156	0.722222222222	0.78125	0.588235294118	0.920454545455	0.690909090909
sample7	0.952941176471	0.879032258065	0.771739130435	0.82	0.843373493976	0.0	0.893203883495	0.842592592593	0.871287128713	0.887755102041	0.836206896552	0.80487804878	0.85	0.894230769231	0.878048780488
sample8	0.884615384615	0.707547169811	0.867346938776	0.791666666667	0.746666666667	0.893203883495	0.0	0.782178217822	0.650602409639	0.86170212766	0.696078431373	0.843373493976	0.732394366197	0.771739130435	0.815789473684
sample10	0.898876404494	0.642201834862	0.729166666667	0.824074074074	0.820224719101	0.842592592593	0.782178217822	0.0	0.677419354839	0.703296703297	0.838709677419	0.885416666667	0.811764705882	0.862385321101	0.797619047619
sample11	0.884615384615	0.587628865979	0.831578947368	0.84	0.763157894737	0.871287128713	0.650602409639	0.677419354839	0.0	0.755813953488	0.656565656566	0.870588235294	0.695652173913	0.654761904762	0.831168831169
sample12	0.935064935065	0.777777777778	0.872340425532	0.90099009901	0.844155844156	0.887755102041	0.86170212766	0.703296703297	0.755813953488	0.0	0.857142857143	0.8625	0.802816901408	0.92	0.896103896104
sample13	0.961538461538	0.715447154472	0.788990825688	0.82905982906	0.722222222222	0.836206896552	0.696078431373	0.838709677419	0.656565656566	0.857142857143	0.0	0.896226415094	0.752808988764	0.72380952381	0.79347826087
sample14	0.775862068966	0.90990990991	0.882352941176	0.863636363636	0.78125	0.80487804878	0.843373493976	0.885416666667	0.870588235294	0.8625	0.896226415094	0.0	0.84375	0.845238095238	0.806451612903
sample15	0.879310344828	0.838383838384	0.873417721519	0.853658536585	0.588235294118	0.85	0.732394366197	0.811764705882	0.695652173913	0.802816901408	0.752808988764	0.84375	0.0	0.8625	0.716981132075
sample16	0.913580246914	0.722222222222	0.88	0.906542056075	0.920454545455	0.894230769231	0.771739130435	0.862385321101	0.654761904762	0.92	0.72380952381	0.845238095238	0.8625	0.0	0.818181818182
sample17	0.934426229508	0.883495145631	0.828947368421	0.880952380952	0.690909090909	0.878048780488	0.815789473684	0.797619047619	0.831168831169	0.896103896104	0.79347826087	0.806451612903	0.716981132075	0.818181818182	0.0
