	sample1	sample2	sample3	sample6	sample7	sample9	sample11	sample12	sample14
sample1	0.0	0.606837606838	0.848739495798	0.810810810811	0.892857142857	0.723214285714	0.645454545455	0.7109375	0.811023622047
sample2	0.606837606838	0.0	0.808988764045	0.705128205128	0.822784810127	0.564102564103	0.578313253012	0.646464646465	0.775510204082
sample3	0.848739495798	0.808988764045	0.0	0.75	0.735849056604	0.716417910448	0.773333333333	0.875	0.867469879518
sample6	0.810810810811	0.705128205128	0.75	0.0	0.68085106383	0.693548387097	0.640625	0.788235294118	0.671641791045
sample7	0.892857142857	0.822784810127	0.735849056604	0.68085106383	0.0	0.803278688525	0.784615384615	0.895348837209	0.842857142857
sample9	0.723214285714	0.564102564103	0.716417910448	0.693548387097	0.803278688525	0.0	0.492307692308	0.609756097561	0.717948717949
sample11	0.645454545455	0.578313253012	0.773333333333	0.640625	0.784615384615	0.492307692308	0.0	0.55421686747	0.691358024691
sample12	0.7109375	0.646464646465	0.875	0.788235294118	0.895348837209	0.609756097561	0.55421686747	0.0	0.688172043011
sample14	0.811023622047	0.775510204082	0.867469879518	0.671641791045	0.842857142857	0.717948717949	0.691358024691	0.688172043011	0.0
