	sample1	sample2	sample3	sample6	sample7	sample9	sample11	sample12	sample14
sample1	0.0	6.14623139353	8.62211226566	8.20265780731	8.6976744186	6.94114269308	6.62638764126	7.62017941592	7.85675766768
sample2	6.14623139353	0.0	7.15117370892	6.1222892913	7.10563380282	4.72404799165	5.45721251688	6.67486048366	7.67156562564
sample3	8.62211226566	7.15117370892	0.0	7.41587301587	7.65	6.07260309955	6.89164459867	9.90622240064	8.60425531915
sample6	8.20265780731	6.1222892913	7.41587301587	0.0	6.02964519141	5.85714285714	6.41903399414	8.18194070081	6.78364389234
sample7	8.6976744186	7.10563380282	7.65	6.02964519141	0.0	7.0931372549	7.21945215855	9.28301886792	7.96526001705
sample9	6.94114269308	4.72404799165	6.07260309955	5.85714285714	7.0931372549	0.0	5.50686165422	7.27486606103	6.93531937735
sample11	6.62638764126	5.45721251688	6.89164459867	6.41903399414	7.21945215855	5.50686165422	0.0	6.89169163495	6.40243826585
sample12	7.62017941592	6.67486048366	9.90622240064	8.18194070081	9.28301886792	7.27486606103	6.89169163495	0.0	7.13084495488
sample14	7.85675766768	7.67156562564	8.60425531915	6.78364389234	7.96526001705	6.93531937735	6.40243826585	7.13084495488	0.0
