	MCT.f.0308	MCT.f.0310	MCT.f.0311	MCT.f.0312	MCT.f.0313	MCT.f.0314	MCT.f.0315	MCT.f.0316	MCT.f.0318	MCT.f.0319	MCT.f.0320	MCT.f.0321	MCT.f.0322	MCT.f.0323
MCT.f.0308	0.0	9.79913601313	8.80844173627	7.09552238806	7.23750724734	8.46502383275	8.05895522388	8.85518917043	7.48550916305	6.82467076383	8.31369588837	7.22720296821	6.90149253731	8.807473581
MCT.f.0310	9.79913601313	0.0	4.64760219865	8.62590448625	9.58963749878	9.55288088351	6.8678937797	5.81855080268	9.29847405155	8.24633239692	7.51385908589	7.79935081394	8.01980381327	7.55860859645
MCT.f.0311	8.80844173627	4.64760219865	0.0	4.48163168878	7.55372470955	7.80838866956	6.06040431923	6.68484104971	8.35214841482	7.14123043713	6.7430313895	6.87553257658	6.73472252108	7.95357262439
MCT.f.0312	7.09552238806	8.62590448625	4.48163168878	0.0	3.75687719415	6.11437953462	5.98434236014	8.12439365206	7.37074482534	6.00936632164	5.19365925049	4.39640891346	6.42581238504	9.01533473262
MCT.f.0313	7.23750724734	9.58963749878	7.55372470955	3.75687719415	0.0	2.92564639098	6.8240180527	9.16486849237	7.28235013136	7.24916759156	6.47017362573	4.67344381948	6.91252789485	9.48356489545
MCT.f.0314	8.46502383275	9.55288088351	7.80838866956	6.11437953462	2.92564639098	0.0	6.17032124658	9.42342213174	7.8248731836	8.54436062958	7.88812591238	6.16405497851	8.34442723848	9.97390623453
MCT.f.0315	8.05895522388	6.8678937797	6.06040431923	5.98434236014	6.8240180527	6.17032124658	0.0	3.78100432188	7.04567603898	7.42950720111	6.43806157393	5.96288935553	6.60116138649	7.11636522188
MCT.f.0316	8.85518917043	5.81855080268	6.68484104971	8.12439365206	9.16486849237	9.42342213174	3.78100432188	0.0	7.44556962025	7.41367989056	8.24121892542	8.23774799632	7.31539643973	6.24564590053
MCT.f.0318	7.48550916305	9.29847405155	8.35214841482	7.37074482534	7.28235013136	7.8248731836	7.04567603898	7.44556962025	0.0	5.86798212956	7.81354090887	6.58122005292	7.6224501363	9.53558163171
MCT.f.0319	6.82467076383	8.24633239692	7.14123043713	6.00936632164	7.24916759156	8.54436062958	7.42950720111	7.41367989056	5.86798212956	0.0	3.32244759973	6.27537387836	7.16769513776	8.68640332045
MCT.f.0320	8.31369588837	7.51385908589	6.7430313895	5.19365925049	6.47017362573	7.88812591238	6.43806157393	8.24121892542	7.81354090887	3.32244759973	0.0	4.26221832587	7.53764020619	8.91075313925
MCT.f.0321	7.22720296821	7.79935081394	6.87553257658	4.39640891346	4.67344381948	6.16405497851	5.96288935553	8.23774799632	6.58122005292	6.27537387836	4.26221832587	0.0	4.62751135364	9.10498577261
MCT.f.0322	6.90149253731	8.01980381327	6.73472252108	6.42581238504	6.91252789485	8.34442723848	6.60116138649	7.31539643973	7.6224501363	7.16769513776	7.53764020619	4.62751135364	0.0	4.8637511089
MCT.f.0323	8.807473581	7.55860859645	7.95357262439	9.01533473262	9.48356489545	9.97390623453	7.11636522188	6.24564590053	9.53558163171	8.68640332045	8.91075313925	9.10498577261	4.8637511089	0.0
