	sample1	sample2	sample4	sample5	sample6	sample7	sample8	sample10	sample11	sample12	sample13
sample1	0.0	6.63854983429	6.98692340245	8.0870632835	5.28595006348	7.53233153122	7.1743984123	7.25092750911	6.98563420557	8.29771927139	9.16038597693
sample2	6.63854983429	0.0	3.85036351619	8.06479176479	7.0929279577	5.08234159963	7.07458349477	4.2764397642	7.17293446284	6.17517332058	8.53673978955
sample4	6.98692340245	3.85036351619	0.0	8.01497005988	6.2	5.85969369997	7.91987829615	5.09541018201	7.81516051215	6.45050062578	8.00317460317
sample5	8.0870632835	8.06479176479	8.01497005988	0.0	8.47055301162	7.78368706374	8.61015899236	8.35412582906	7.711970381	8.51411007772	9.4380287045
sample6	5.28595006348	7.0929279577	6.2	8.47055301162	0.0	6.15767490428	4.43367139959	5.54476391453	5.9113750232	6.69974968711	8.43716153128
sample7	7.53233153122	5.08234159963	5.85969369997	7.78368706374	6.15767490428	0.0	6.27680065293	3.78679650808	6.53551229164	4.52228377187	8.27542969851
sample8	7.1743984123	7.07458349477	7.91987829615	8.61015899236	4.43367139959	6.27680065293	0.0	5.73570434514	5.42060263244	5.59977989729	7.5275862069
sample10	7.25092750911	4.2764397642	5.09541018201	8.35412582906	5.54476391453	3.78679650808	5.73570434514	0.0	5.70468659377	4.52957733041	8.53082069898
sample11	6.98563420557	7.17293446284	7.81516051215	7.711970381	5.9113750232	6.53551229164	5.42060263244	5.70468659377	0.0	5.8482616283	7.67310099644
sample12	8.29771927139	6.17517332058	6.45050062578	8.51411007772	6.69974968711	4.52228377187	5.59977989729	4.52957733041	5.8482616283	0.0	7.56957109085
sample13	9.16038597693	8.53673978955	8.00317460317	9.4380287045	8.43716153128	8.27542969851	7.5275862069	8.53082069898	7.67310099644	7.56957109085	0.0
