	MCT.f.0141	MCT.f.0142	MCT.f.0143	MCT.f.0144	MCT.f.0145	MCT.f.0146	MCT.f.0147	MCT.f.0148	MCT.f.0149	MCT.f.0150	MCT.f.0151	MCT.f.0152	MCT.f.0153
MCT.f.0141	0.0	2.30448098107	3.37966174813	3.98481814246	4.59655175678	5.82318074764	5.79926978573	5.62573955072	6.3560940353	6.5982043995	6.44946847507	5.54865150714	5.78670202461
MCT.f.0142	2.30448098107	0.0	1.79834540796	3.13050935911	3.84777588861	4.7325559081	5.43897526694	5.5813702854	6.00232963465	6.18660586853	5.77215591159	5.81678992877	5.73586473913
MCT.f.0143	3.37966174813	1.79834540796	0.0	1.9052733898	2.83893023351	4.01295122366	4.97674605513	5.64978018078	5.82546139903	6.11239295314	5.76413515348	5.74328697877	5.76950203479
MCT.f.0144	3.98481814246	3.13050935911	1.9052733898	0.0	1.4509247881	3.27503102489	4.30731055771	5.00360820317	5.77695116289	6.21302965614	5.88584896377	5.38503709435	5.30698819625
MCT.f.0145	4.59655175678	3.84777588861	2.83893023351	1.4509247881	0.0	2.27027138807	3.52173161669	4.27422132494	5.4910034104	6.18779342723	6.24004997728	5.57311132794	5.42856236518
MCT.f.0146	5.82318074764	4.7325559081	4.01295122366	3.27503102489	2.27027138807	0.0	1.57377521708	2.72639408296	4.00605173821	4.81167585623	5.39371873498	5.25117685905	5.22644801769
MCT.f.0147	5.79926978573	5.43897526694	4.97674605513	4.30731055771	3.52173161669	1.57377521708	0.0	1.44373025775	2.89812846605	3.87960298185	4.74545094723	5.16374655183	5.3047481391
MCT.f.0148	5.62573955072	5.5813702854	5.64978018078	5.00360820317	4.27422132494	2.72639408296	1.44373025775	0.0	1.85185165467	2.96600823385	3.85815851665	4.20235271507	4.61199348333
MCT.f.0149	6.3560940353	6.00232963465	5.82546139903	5.77695116289	5.4910034104	4.00605173821	2.89812846605	1.85185165467	0.0	1.39520368292	2.68768190118	3.26913420572	4.21790304455
MCT.f.0150	6.5982043995	6.18660586853	6.11239295314	6.21302965614	6.18779342723	4.81167585623	3.87960298185	2.96600823385	1.39520368292	0.0	2.00884127314	2.70368008403	3.59685543667
MCT.f.0151	6.44946847507	5.77215591159	5.76413515348	5.88584896377	6.24004997728	5.39371873498	4.74545094723	3.85815851665	2.68768190118	2.00884127314	0.0	2.03240228835	2.79876474715
MCT.f.0152	5.54865150714	5.81678992877	5.74328697877	5.38503709435	5.57311132794	5.25117685905	5.16374655183	4.20235271507	3.26913420572	2.70368008403	2.03240228835	0.0	1.73269461953
MCT.f.0153	5.78670202461	5.73586473913	5.76950203479	5.30698819625	5.42856236518	5.22644801769	5.3047481391	4.61199348333	4.21790304455	3.59685543667	2.79876474715	1.73269461953	0.0
