	MCT.f.0241	MCT.f.0242	MCT.f.0243	MCT.f.0244	MCT.f.0245	MCT.f.0247	MCT.f.0249	MCT.f.0250	MCT.f.0252	MCT.f.0254	MCT.f.0255
MCT.f.0241	0.0	0.183823529412	0.386363636364	0.531707317073	0.620087336245	0.672489082969	0.716216216216	0.730434782609	0.777327935223	0.743697478992	0.734513274336
MCT.f.0242	0.183823529412	0.0	0.247126436782	0.429268292683	0.528384279476	0.657024793388	0.719665271967	0.722448979592	0.776515151515	0.75	0.736625514403
MCT.f.0243	0.386363636364	0.247126436782	0.0	0.248780487805	0.415254237288	0.569169960474	0.705660377358	0.703703703704	0.758620689655	0.715827338129	0.721189591078
MCT.f.0244	0.531707317073	0.429268292683	0.248780487805	0.0	0.2466367713	0.471774193548	0.709677419355	0.679856115108	0.672535211268	0.673758865248	0.706093189964
MCT.f.0245	0.620087336245	0.528384279476	0.415254237288	0.2466367713	0.0	0.337552742616	0.626373626374	0.620938628159	0.624561403509	0.644599303136	0.689895470383
MCT.f.0247	0.672489082969	0.657024793388	0.569169960474	0.471774193548	0.337552742616	0.0	0.448717948718	0.508064516129	0.587360594796	0.613970588235	0.646840148699
MCT.f.0249	0.716216216216	0.719665271967	0.705660377358	0.709677419355	0.626373626374	0.448717948718	0.0	0.218274111675	0.502074688797	0.607003891051	0.68320610687
MCT.f.0250	0.730434782609	0.722448979592	0.703703703704	0.679856115108	0.620938628159	0.508064516129	0.218274111675	0.0	0.460251046025	0.622641509434	0.686567164179
MCT.f.0252	0.777327935223	0.776515151515	0.758620689655	0.672535211268	0.624561403509	0.587360594796	0.502074688797	0.460251046025	0.0	0.333333333333	0.491666666667
MCT.f.0254	0.743697478992	0.75	0.715827338129	0.673758865248	0.644599303136	0.613970588235	0.607003891051	0.622641509434	0.333333333333	0.0	0.240196078431
MCT.f.0255	0.734513274336	0.736625514403	0.721189591078	0.706093189964	0.689895470383	0.646840148699	0.68320610687	0.686567164179	0.491666666667	0.240196078431	0.0
