	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample10	sample11	sample12	sample13	sample14
sample1	0.0	7.67792911431	8.72218293697	9.81151999272	8.59863736751	7.34516103253	8.68137609211	7.66382103014	7.89640020281	6.93367697595	8.59330462697	8.99135524055
sample2	7.67792911431	0.0	7.40329565118	10.232738757	9.03617032838	10.3878986778	9.17528124186	8.07073390082	6.89745123848	8.11423844282	8.54835186614	8.44574969586
sample3	8.72218293697	7.40329565118	0.0	10.3741921088	7.3314670656	9.16067314061	8.85385056017	9.70899837597	8.58398926831	8.22267148014	8.68704678125	8.00265117329
sample4	9.81151999272	10.232738757	10.3741921088	0.0	7.1384264813	10.4303780139	10.8884110033	9.10247506278	9.66739043897	8.72014128035	10.5138629051	10.3468543046
sample5	8.59863736751	9.03617032838	7.3314670656	7.1384264813	0.0	7.67527779381	10.2924377135	10.4607990217	9.49795929436	7.99020347395	8.89129621427	8.07953370554
sample6	7.34516103253	10.3878986778	9.16067314061	10.4303780139	7.67527779381	0.0	8.65261210752	9.82782849485	10.6170203753	9.46019638243	9.12013936471	8.25258397933
sample7	8.68137609211	9.17528124186	8.85385056017	10.8884110033	10.2924377135	8.65261210752	0.0	8.8097146301	8.96293831791	9.21334317343	7.65252259108	8.47753305658
sample10	7.66382103014	8.07073390082	9.70899837597	9.10247506278	10.4607990217	9.82782849485	8.8097146301	0.0	7.30826561448	8.14908882521	9.74411663927	10.4686156877
sample11	7.89640020281	6.89745123848	8.58398926831	9.66739043897	9.49795929436	10.6170203753	8.96293831791	7.30826561448	0.0	6.38695081967	7.24972772301	9.11637636612
sample12	6.93367697595	8.11423844282	8.22267148014	8.72014128035	7.99020347395	9.46019638243	9.21334317343	8.14908882521	6.38695081967	0.0	8.79035701906	8.485125
sample13	8.59330462697	8.54835186614	8.68704678125	10.5138629051	8.89129621427	9.12013936471	7.65252259108	9.74411663927	7.24972772301	8.79035701906	0.0	5.9620252022
sample14	8.99135524055	8.44574969586	8.00265117329	10.3468543046	8.07953370554	8.25258397933	8.47753305658	10.4686156877	9.11637636612	8.485125	5.9620252022	0.0
