	MCT.f.0106	MCT.f.0107	MCT.f.0108	MCT.f.0109	MCT.f.0110	MCT.f.0111	MCT.f.0112	MCT.f.0113	MCT.f.0114	MCT.f.0115	MCT.f.0116	MCT.f.0117	MCT.f.0118	MCT.f.0119
MCT.f.0106	0.0	3.41192165053	4.32418353957	5.60255166379	5.00232155502	5.62058298829	6.03341588587	6.74187873874	7.08058212427	7.23110921544	7.68986096172	7.41492467807	7.41457465347	7.13268360334
MCT.f.0107	3.41192165053	0.0	2.16345711404	3.69702556746	5.43991745009	6.62037198097	6.97299152467	6.848701275	6.77644143116	6.68297661652	7.2968673995	7.0312030499	7.38602786446	7.48329411539
MCT.f.0108	4.32418353957	2.16345711404	0.0	1.99342656475	4.28372302363	6.50159462454	6.84892562338	6.66699017978	5.8432301778	6.11261540602	6.65340367014	7.27058021885	7.40805494296	7.79874359538
MCT.f.0109	5.60255166379	3.69702556746	1.99342656475	0.0	3.03158899059	5.70933097649	6.92384388099	6.39550973708	5.25636189494	5.56540616246	6.86871623649	7.20607587433	6.82381720655	6.84504001136
MCT.f.0110	5.00232155502	5.43991745009	4.28372302363	3.03158899059	0.0	3.04892704577	4.32986418406	5.08953207107	4.33850391238	5.02074205276	6.37358612225	6.78094223532	6.21388862675	5.86396088655
MCT.f.0111	5.62058298829	6.62037198097	6.50159462454	5.70933097649	3.04892704577	0.0	1.76270238947	2.93259578251	4.83919383723	5.65950285626	6.99720887371	7.07353818843	6.455934076	5.74616499504
MCT.f.0112	6.03341588587	6.97299152467	6.84892562338	6.92384388099	4.32986418406	1.76270238947	0.0	2.09652149698	4.22136657967	5.6303412274	7.08940286973	7.2882495175	6.60762015382	5.95900949613
MCT.f.0113	6.74187873874	6.848701275	6.66699017978	6.39550973708	5.08953207107	2.93259578251	2.09652149698	0.0	2.63733364175	4.39858662	6.74915449589	7.1690254185	6.58204013739	5.96745156546
MCT.f.0114	7.08058212427	6.77644143116	5.8432301778	5.25636189494	4.33850391238	4.83919383723	4.22136657967	2.63733364175	0.0	2.39783393502	4.97889015715	6.91572044879	6.15452671999	5.66529437878
MCT.f.0115	7.23110921544	6.68297661652	6.11261540602	5.56540616246	5.02074205276	5.65950285626	5.6303412274	4.39858662	2.39783393502	0.0	3.83339460784	5.47896021479	6.45553408222	6.08310813885
MCT.f.0116	7.68986096172	7.2968673995	6.65340367014	6.86871623649	6.37358612225	6.99720887371	7.08940286973	6.74915449589	4.97889015715	3.83339460784	0.0	2.97593513546	4.19487747614	6.78401375051
MCT.f.0117	7.41492467807	7.0312030499	7.27058021885	7.20607587433	6.78094223532	7.07353818843	7.2882495175	7.1690254185	6.91572044879	5.47896021479	2.97593513546	0.0	2.2755608476	5.84037893156
MCT.f.0118	7.41457465347	7.38602786446	7.40805494296	6.82381720655	6.21388862675	6.455934076	6.60762015382	6.58204013739	6.15452671999	6.45553408222	4.19487747614	2.2755608476	0.0	4.14223166601
MCT.f.0119	7.13268360334	7.48329411539	7.79874359538	6.84504001136	5.86396088655	5.74616499504	5.95900949613	5.96745156546	5.66529437878	6.08310813885	6.78401375051	5.84037893156	4.14223166601	0.0
