	MCT.f.0222	MCT.f.0223	MCT.f.0224	MCT.f.0225	MCT.f.0226	MCT.f.0227	MCT.f.0228	MCT.f.0229	MCT.f.0230	MCT.f.0231	MCT.f.0232	MCT.f.0233	MCT.f.0234	MCT.f.0235	MCT.f.0236	MCT.f.0238
MCT.f.0222	0.0	0.340277777778	0.488235294118	0.513812154696	0.608695652174	0.635193133047	0.668161434978	0.696428571429	0.700421940928	0.72265625	0.709803921569	0.704119850187	0.729824561404	0.734848484848	0.690082644628	0.702380952381
MCT.f.0223	0.340277777778	0.0	0.252873563218	0.354166666667	0.497757847534	0.534136546185	0.645669291339	0.69111969112	0.709090909091	0.723549488055	0.698961937716	0.685618729097	0.684887459807	0.672473867596	0.666666666667	0.664285714286
MCT.f.0224	0.488235294118	0.252873563218	0.0	0.223404255319	0.380733944954	0.468	0.618320610687	0.6875	0.709342560554	0.706270627063	0.703947368421	0.682692307692	0.673913043478	0.674418604651	0.640569395018	0.693333333333
MCT.f.0225	0.513812154696	0.354166666667	0.223404255319	0.0	0.245192307692	0.326271186441	0.497991967871	0.612781954887	0.663194444444	0.662251655629	0.694533762058	0.682242990654	0.669696969697	0.695238095238	0.641379310345	0.679738562092
MCT.f.0226	0.608695652174	0.497757847534	0.380733944954	0.245192307692	0.0	0.16	0.389344262295	0.513409961686	0.582456140351	0.60396039604	0.684210526316	0.692307692308	0.687679083095	0.720238095238	0.672025723473	0.694444444444
MCT.f.0227	0.635193133047	0.534136546185	0.468	0.326271186441	0.16	0.0	0.244813278008	0.3861003861	0.466431095406	0.514754098361	0.608562691131	0.651428571429	0.625352112676	0.662790697674	0.636923076923	0.64776119403
MCT.f.0228	0.668161434978	0.645669291339	0.618320610687	0.497991967871	0.389344262295	0.244813278008	0.0	0.187214611872	0.321138211382	0.423357664234	0.562913907285	0.64156626506	0.638483965015	0.65749235474	0.651757188498	0.686930091185
MCT.f.0229	0.696428571429	0.69111969112	0.6875	0.612781954887	0.513409961686	0.3861003861	0.187214611872	0.0	0.233766233766	0.357692307692	0.515570934256	0.623456790123	0.629080118694	0.672782874618	0.692789968652	0.70996978852
MCT.f.0230	0.700421940928	0.709090909091	0.709342560554	0.663194444444	0.582456140351	0.466431095406	0.321138211382	0.233766233766	0.0	0.249011857708	0.38768115942	0.533333333333	0.560240963855	0.61963190184	0.651090342679	0.704678362573
MCT.f.0231	0.72265625	0.723549488055	0.706270627063	0.662251655629	0.60396039604	0.514754098361	0.423357664234	0.357692307692	0.249011857708	0.0	0.249056603774	0.438311688312	0.498489425982	0.547987616099	0.56050955414	0.68
MCT.f.0232	0.709803921569	0.698961937716	0.703947368421	0.694533762058	0.684210526316	0.608562691131	0.562913907285	0.515570934256	0.38768115942	0.249056603774	0.0	0.287234042553	0.390322580645	0.465798045603	0.554140127389	0.658959537572
MCT.f.0233	0.704119850187	0.685618729097	0.682692307692	0.682242990654	0.692307692308	0.651428571429	0.64156626506	0.623456790123	0.533333333333	0.438311688312	0.287234042553	0.0	0.163701067616	0.275618374558	0.43	0.637393767705
MCT.f.0234	0.729824561404	0.684887459807	0.673913043478	0.669696969697	0.687679083095	0.625352112676	0.638483965015	0.629080118694	0.560240963855	0.498489425982	0.390322580645	0.163701067616	0.0	0.180505415162	0.35472972973	0.55523255814
MCT.f.0235	0.734848484848	0.672473867596	0.674418604651	0.695238095238	0.720238095238	0.662790697674	0.65749235474	0.672782874618	0.61963190184	0.547987616099	0.465798045603	0.275618374558	0.180505415162	0.0	0.267924528302	0.525157232704
MCT.f.0236	0.690082644628	0.666666666667	0.640569395018	0.641379310345	0.672025723473	0.636923076923	0.651757188498	0.692789968652	0.651090342679	0.56050955414	0.554140127389	0.43	0.35472972973	0.267924528302	0.0	0.446735395189
MCT.f.0238	0.702380952381	0.664285714286	0.693333333333	0.679738562092	0.694444444444	0.64776119403	0.686930091185	0.70996978852	0.704678362573	0.68	0.658959537572	0.637393767705	0.55523255814	0.525157232704	0.446735395189	0.0
