	MCT.f.0222	MCT.f.0223	MCT.f.0224	MCT.f.0225	MCT.f.0226	MCT.f.0227	MCT.f.0228	MCT.f.0229	MCT.f.0230	MCT.f.0231	MCT.f.0232	MCT.f.0233	MCT.f.0234	MCT.f.0235	MCT.f.0236	MCT.f.0238
MCT.f.0222	0.0	5.23376623377	5.5800841449	6.61881674255	7.47844739759	8.00886239484	8.43286573146	7.49936617421	7.27741122607	7.35039711689	7.95686397671	7.83177214157	8.17614019655	9.16221281849	6.82938962812	7.97496227022
MCT.f.0223	5.23376623377	0.0	3.65261638946	5.00701717637	6.99098527171	8.06321115433	7.76017619655	6.8899577167	6.70964449522	7.52739905409	7.61517089875	7.10674619498	7.71246416962	8.86323051948	7.29206662902	7.46256212923
MCT.f.0224	5.5800841449	3.65261638946	0.0	3.10259519767	6.17871867751	7.25096624811	6.96645337459	6.26843465252	6.24651430214	6.79679923415	7.01640918216	6.41359053743	7.26246926399	8.44862155388	6.85349242672	7.20251245397
MCT.f.0225	6.61881674255	5.00701717637	3.10259519767	0.0	5.1021840057	6.87105975189	6.69869385468	6.14515057336	5.69567368741	6.62152396259	6.67086227847	6.09709392442	6.95546072532	8.37065572197	7.3251853336	6.95515920426
MCT.f.0226	7.47844739759	6.99098527171	6.17871867751	5.1021840057	0.0	4.92935938519	6.26371402022	6.40775626868	6.65021862149	7.02788524623	6.93879763195	6.78940316995	7.07319055721	7.86299630886	7.22165006882	6.88759914477
MCT.f.0227	8.00886239484	8.06321115433	7.25096624811	6.87105975189	4.92935938519	0.0	3.98359154858	4.96845708889	6.3667062864	7.18539179026	7.63594211683	7.38247008292	6.38581684578	5.93337563452	7.16879906675	8.0017505379
MCT.f.0228	8.43286573146	7.76017619655	6.96645337459	6.69869385468	6.26371402022	3.98359154858	0.0	3.33266533066	5.43795741548	6.64987864222	7.20558529995	6.95132799536	6.74978069579	6.38526159462	7.3213756706	7.46789051354
MCT.f.0229	7.49936617421	6.8899577167	6.26843465252	6.14515057336	6.40775626868	4.96845708889	3.33266533066	0.0	3.73846986973	6.00544015007	6.671225269	6.62832789645	7.03305135778	7.07324543189	7.26095623285	7.3106708776
MCT.f.0230	7.27741122607	6.70964449522	6.24651430214	5.69567368741	6.65021862149	6.3667062864	5.43795741548	3.73846986973	0.0	4.29002254316	5.42959845018	5.77231272646	7.16225955212	8.07922807707	7.29561628352	7.26886855232
MCT.f.0231	7.35039711689	7.52739905409	6.79679923415	6.62152396259	7.02788524623	7.18539179026	6.64987864222	6.00544015007	4.29002254316	0.0	3.50317805988	5.41458269593	6.0874891944	7.74401319692	7.42404014058	7.45268221959
MCT.f.0232	7.95686397671	7.61517089875	7.01640918216	6.67086227847	6.93879763195	7.63594211683	7.20558529995	6.671225269	5.42959845018	3.50317805988	0.0	4.49707345625	6.01430271577	7.75500843994	7.50077253484	7.32384374424
MCT.f.0233	7.83177214157	7.10674619498	6.41359053743	6.09709392442	6.78940316995	7.38247008292	6.95132799536	6.62832789645	5.77231272646	5.41458269593	4.49707345625	0.0	4.37993706446	7.04895563995	6.56832766551	7.24461389494
MCT.f.0234	8.17614019655	7.71246416962	7.26246926399	6.95546072532	7.07319055721	6.38581684578	6.74978069579	7.03305135778	7.16225955212	6.0874891944	6.01430271577	4.37993706446	0.0	5.13144871851	6.61401842676	6.55551242433
MCT.f.0235	9.16221281849	8.86323051948	8.44862155388	8.37065572197	7.86299630886	5.93337563452	6.38526159462	7.07324543189	8.07922807707	7.74401319692	7.75500843994	7.04895563995	5.13144871851	0.0	5.44972826087	7.8165601117
MCT.f.0236	6.82938962812	7.29206662902	6.85349242672	7.3251853336	7.22165006882	7.16879906675	7.3213756706	7.26095623285	7.29561628352	7.42404014058	7.50077253484	6.56832766551	6.61401842676	5.44972826087	0.0	5.74268333206
MCT.f.0238	7.97496227022	7.46256212923	7.20251245397	6.95515920426	6.88759914477	8.0017505379	7.46789051354	7.3106708776	7.26886855232	7.45268221959	7.32384374424	7.24461389494	6.55551242433	7.8165601117	5.74268333206	0.0
