	MCT.f.0137	MCT.f.0138	MCT.f.0139	MCT.f.0141	MCT.f.0142	MCT.f.0143	MCT.f.0144	MCT.f.0145	MCT.f.0146	MCT.f.0147	MCT.f.0148	MCT.f.0149	MCT.f.0150	MCT.f.0151	MCT.f.0152	MCT.f.0153
MCT.f.0137	0.0	0.493150684932	0.648936170213	0.709523809524	0.717948717949	0.757201646091	0.721238938053	0.763485477178	0.772532188841	0.781659388646	0.732142857143	0.777292576419	0.79185520362	0.793248945148	0.787610619469	0.790909090909
MCT.f.0138	0.493150684932	0.0	0.273224043716	0.443925233645	0.516393442623	0.583657587549	0.584677419355	0.599221789883	0.619047619048	0.625	0.599190283401	0.642857142857	0.662601626016	0.656370656371	0.645161290323	0.616033755274
MCT.f.0139	0.648936170213	0.273224043716	0.0	0.268867924528	0.403225806452	0.492424242424	0.579335793358	0.518796992481	0.585185185185	0.574144486692	0.576779026217	0.602230483271	0.650557620818	0.620938628159	0.614232209738	0.574803149606
MCT.f.0141	0.709523809524	0.443925233645	0.268867924528	0.0	0.235042735043	0.37890625	0.465648854962	0.449056603774	0.488636363636	0.553505535055	0.5770609319	0.601423487544	0.63309352518	0.624137931034	0.617857142857	0.575187969925
MCT.f.0142	0.717948717949	0.516393442623	0.403225806452	0.235042735043	0.0	0.19512195122	0.276	0.339622641509	0.460431654676	0.496428571429	0.55593220339	0.602649006623	0.636666666667	0.645569620253	0.63606557377	0.593103448276
MCT.f.0143	0.757201646091	0.583657587549	0.492424242424	0.37890625	0.19512195122	0.0	0.172995780591	0.280155642023	0.407407407407	0.5	0.554054054054	0.591362126246	0.652459016393	0.643533123028	0.638436482085	0.586206896552
MCT.f.0144	0.721238938053	0.584677419355	0.579335793358	0.465648854962	0.276	0.172995780591	0.0	0.197478991597	0.364705882353	0.464419475655	0.528368794326	0.597269624573	0.655405405405	0.646103896104	0.640939597315	0.60701754386
MCT.f.0145	0.763485477178	0.599221789883	0.518796992481	0.449056603774	0.339622641509	0.280155642023	0.197478991597	0.0	0.225	0.350393700787	0.435424354244	0.521126760563	0.625	0.57525083612	0.591836734694	0.560283687943
MCT.f.0146	0.772532188841	0.619047619048	0.585185185185	0.488636363636	0.460431654676	0.407407407407	0.364705882353	0.225	0.0	0.245689655172	0.371541501976	0.418604651163	0.558394160584	0.557491289199	0.574468085106	0.551470588235
MCT.f.0147	0.781659388646	0.625	0.574144486692	0.553505535055	0.496428571429	0.5	0.464419475655	0.350393700787	0.245689655172	0.0	0.254310344828	0.308016877637	0.448	0.475655430712	0.515037593985	0.550561797753
MCT.f.0148	0.732142857143	0.599190283401	0.576779026217	0.5770609319	0.55593220339	0.554054054054	0.528368794326	0.435424354244	0.371541501976	0.254310344828	0.0	0.146118721461	0.334745762712	0.371541501976	0.425196850394	0.509505703422
MCT.f.0149	0.777292576419	0.642857142857	0.602230483271	0.601423487544	0.602649006623	0.591362126246	0.597269624573	0.521126760563	0.418604651163	0.308016877637	0.146118721461	0.0	0.247747747748	0.327868852459	0.383673469388	0.478431372549
MCT.f.0150	0.79185520362	0.662601626016	0.650557620818	0.63309352518	0.636666666667	0.652459016393	0.655405405405	0.625	0.558394160584	0.448	0.334745762712	0.247747747748	0.0	0.244444444444	0.312775330396	0.417721518987
MCT.f.0151	0.793248945148	0.656370656371	0.620938628159	0.624137931034	0.645569620253	0.643533123028	0.646103896104	0.57525083612	0.557491289199	0.475655430712	0.371541501976	0.327868852459	0.244444444444	0.0	0.112676056338	0.271929824561
MCT.f.0152	0.787610619469	0.645161290323	0.614232209738	0.617857142857	0.63606557377	0.638436482085	0.640939597315	0.591836734694	0.574468085106	0.515037593985	0.425196850394	0.383673469388	0.312775330396	0.112676056338	0.0	0.223255813953
MCT.f.0153	0.790909090909	0.616033755274	0.574803149606	0.575187969925	0.593103448276	0.586206896552	0.60701754386	0.560283687943	0.551470588235	0.550561797753	0.509505703422	0.478431372549	0.417721518987	0.271929824561	0.223255813953	0.0
