	MCT.f.0137	MCT.f.0138	MCT.f.0139	MCT.f.0141	MCT.f.0142	MCT.f.0143	MCT.f.0144	MCT.f.0145	MCT.f.0146	MCT.f.0147	MCT.f.0148	MCT.f.0149	MCT.f.0150	MCT.f.0151	MCT.f.0152	MCT.f.0153
MCT.f.0137	0.0	5.92942505704	7.01269089142	7.06563137849	8.04591764682	7.68179702701	6.90013904625	7.34189718094	7.99024592132	8.72256874442	8.54013504698	8.09556668348	9.11460534899	8.44294376183	7.38146794615	8.08873318462
MCT.f.0138	5.92942505704	0.0	3.89525948694	5.77058481982	6.85717104382	7.05918939051	5.23293460925	5.99646536489	6.46154134446	6.79301040296	6.62575973102	7.31388082725	7.71416267943	7.49365963344	5.86936838262	6.20807262913
MCT.f.0139	7.01269089142	3.89525948694	0.0	4.28497919576	6.31102880201	7.13356757744	5.9432858805	5.9424489509	6.54508415188	6.91575750671	6.57234737989	7.49670445098	7.96146944083	6.57022106632	6.2299497078	6.56193524724
MCT.f.0141	7.06563137849	5.77058481982	4.28497919576	0.0	4.77802587613	6.43019555544	5.01860295901	6.00457196828	7.47316239728	7.36911839095	6.9512738545	6.77137317116	7.73351766513	6.50713907985	6.36320396795	6.57052624795
MCT.f.0142	8.04591764682	6.85717104382	6.31102880201	4.77802587613	0.0	3.8539272738	5.19998837299	5.47339091669	7.41435915972	7.02938833988	7.09579535353	7.30376704587	7.09668630339	6.66537901285	6.97763188246	6.1509727386
MCT.f.0143	7.68179702701	7.05918939051	7.13356757744	6.43019555544	3.8539272738	0.0	4.76341426632	4.94484240688	6.54134528343	6.44067209723	6.20234561209	6.89832563979	7.28265520535	7.59150265395	6.56794973591	6.50452508332
MCT.f.0144	6.90013904625	5.23293460925	5.9432858805	5.01860295901	5.19998837299	4.76341426632	0.0	2.80721906117	5.39332829463	6.14534107171	6.10727833096	6.34073652836	7.38912280702	7.23619499569	5.77127457197	5.82403386088
MCT.f.0145	7.34189718094	5.99646536489	5.9424489509	6.00457196828	5.47339091669	4.94484240688	2.80721906117	0.0	4.14287982499	5.1543235078	5.66779279279	6.73716115519	7.18851351351	7.171134249	6.08840768479	5.81083443583
MCT.f.0146	7.99024592132	6.46154134446	6.54508415188	7.47316239728	7.41435915972	6.54134528343	5.39332829463	4.14287982499	0.0	3.56645342463	3.78949184171	5.52379247684	5.96630983464	5.60749903694	5.10268331813	6.2863359443
MCT.f.0147	8.72256874442	6.79301040296	6.91575750671	7.36911839095	7.02938833988	6.44067209723	6.14534107171	5.1543235078	3.56645342463	0.0	3.61125173512	5.96486733513	6.2003121853	5.75872088224	5.46388090125	5.80823104388
MCT.f.0148	8.54013504698	6.62575973102	6.57234737989	6.9512738545	7.09579535353	6.20234561209	6.10727833096	5.66779279279	3.78949184171	3.61125173512	0.0	3.43053038135	4.45960960961	4.99094176143	4.64636202468	5.647997648
MCT.f.0149	8.09556668348	7.31388082725	7.49670445098	6.77137317116	7.30376704587	6.89832563979	6.34073652836	6.73716115519	5.52379247684	5.96486733513	3.43053038135	0.0	3.36496274218	5.63015399901	4.86336882553	5.28877679697
MCT.f.0150	9.11460534899	7.71416267943	7.96146944083	7.73351766513	7.09668630339	7.28265520535	7.38912280702	7.18851351351	5.96630983464	6.2003121853	4.45960960961	3.36496274218	0.0	4.99918032787	5.20923694779	5.20531468531
MCT.f.0151	8.44294376183	7.49365963344	6.57022106632	6.50713907985	6.66537901285	7.59150265395	7.23619499569	7.171134249	5.60749903694	5.75872088224	4.99094176143	5.63015399901	4.99918032787	0.0	4.02901441833	5.27956742711
MCT.f.0152	7.38146794615	5.86936838262	6.2299497078	6.36320396795	6.97763188246	6.56794973591	5.77127457197	6.08840768479	5.10268331813	5.46388090125	4.64636202468	4.86336882553	5.20923694779	4.02901441833	0.0	3.7864352515
MCT.f.0153	8.08873318462	6.20807262913	6.56193524724	6.57052624795	6.1509727386	6.50452508332	5.82403386088	5.81083443583	6.2863359443	5.80823104388	5.647997648	5.28877679697	5.20531468531	5.27956742711	3.7864352515	0.0
