	MCT.f.0206	MCT.f.0209	MCT.f.0211	MCT.f.0213	MCT.f.0214	MCT.f.0215	MCT.f.0216	MCT.f.0218	MCT.f.0219	MCT.f.0220	MCT.f.0221
MCT.f.0206	0.0	0.742857142857	0.751152073733	0.75	0.755980861244	0.771739130435	0.78021978022	0.766355140187	0.774869109948	0.81976744186	0.712820512821
MCT.f.0209	0.742857142857	0.0	0.789473684211	0.773279352227	0.774468085106	0.796208530806	0.798076923077	0.798353909465	0.840707964602	0.867647058824	0.786956521739
MCT.f.0211	0.751152073733	0.789473684211	0.0	0.721153846154	0.76354679803	0.794444444444	0.796610169492	0.718592964824	0.743016759777	0.858823529412	0.698924731183
MCT.f.0213	0.75	0.773279352227	0.721153846154	0.0	0.425925925926	0.758426966292	0.839572192513	0.806451612903	0.843434343434	0.868571428571	0.776119402985
MCT.f.0214	0.755980861244	0.774468085106	0.76354679803	0.425925925926	0.0	0.485294117647	0.811764705882	0.78	0.817679558011	0.841772151899	0.716666666667
MCT.f.0215	0.771739130435	0.796208530806	0.794444444444	0.758426966292	0.485294117647	0.0	0.622950819672	0.764705882353	0.758620689655	0.788617886179	0.729032258065
MCT.f.0216	0.78021978022	0.798076923077	0.796610169492	0.839572192513	0.811764705882	0.622950819672	0.0	0.72049689441	0.777777777778	0.811475409836	0.704697986577
MCT.f.0218	0.766355140187	0.798353909465	0.718592964824	0.806451612903	0.78	0.764705882353	0.72049689441	0.0	0.536912751678	0.816455696203	0.633720930233
MCT.f.0219	0.774869109948	0.840707964602	0.743016759777	0.843434343434	0.817679558011	0.758620689655	0.777777777778	0.536912751678	0.0	0.47572815534	0.726708074534
MCT.f.0220	0.81976744186	0.867647058824	0.858823529412	0.868571428571	0.841772151899	0.788617886179	0.811475409836	0.816455696203	0.47572815534	0.0	0.691729323308
MCT.f.0221	0.712820512821	0.786956521739	0.698924731183	0.776119402985	0.716666666667	0.729032258065	0.704697986577	0.633720930233	0.726708074534	0.691729323308	0.0
