	sample1	sample2	sample3	sample5	sample6	sample7	sample8	sample9	sample11	sample12	sample13	sample14	sample16	sample17
sample1	0.0	3.82521154803	4.53048780488	8.34680922152	10.2222222222	9.91304347826	11.3378378378	11.6124031008	9.57257945307	9.64667106131	11.2256637168	10.8441814596	10.8571428571	11.2853525257
sample2	3.82521154803	0.0	4.09795918367	8.49315068493	10.0344671202	9.70947809954	11.1500827358	11.4246479987	10.303030303	10.1698841699	11.203539823	10.6406472648	10.7224489796	10.6155235865
sample3	4.53048780488	4.09795918367	0.0	8.67397260274	10.3601532567	9.91304347826	11.3378378378	11.6124031008	10.0666666667	9.67567567568	11.6504424779	11.0650887574	11.2244897959	11.6120218579
sample5	8.34680922152	8.49315068493	8.67397260274	0.0	9.17247677531	8.89214359196	10.2190392447	10.4893844466	8.21552511416	8.34824139208	10.1571463208	9.99530950258	10.5669555493	7.5763006213
sample6	10.2222222222	10.0344671202	10.3601532567	9.17247677531	0.0	6.72156346069	7.93777829554	7.99429742493	9.38850574713	9.59210935073	10.4981181975	9.4692239679	10.1092657753	10.3157464983
sample7	9.91304347826	9.70947809954	9.91304347826	8.89214359196	6.72156346069	0.0	7.96920734964	8.13121099774	8.77285902503	9.38019442367	9.63171149743	9.72744423915	8.92861176091	10.0348171667
sample8	11.3378378378	11.1500827358	11.3378378378	10.2190392447	7.93777829554	7.96920734964	0.0	3.12149067672	5.23069205569	5.45135135135	9.15552499402	9.98226851111	10.3752344181	9.53437453847
sample9	11.6124031008	11.4246479987	11.6124031008	10.4893844466	7.99429742493	8.13121099774	3.12149067672	0.0	5.90335917313	5.66095397723	9.40264343372	10.1395654634	9.99596055476	9.51378828314
sample11	9.57257945307	10.303030303	10.0666666667	8.21552511416	9.38850574713	8.77285902503	5.23069205569	5.90335917313	0.0	1.83095823096	8.74432823813	10.3442711135	10.5875077304	8.76691505216
sample12	9.64667106131	10.1698841699	9.67567567568	8.34824139208	9.59210935073	9.38019442367	5.45135135135	5.66095397723	1.83095823096	0.0	8.97235111217	10.3942427635	9.85438499724	8.29050361837
sample13	11.2256637168	11.203539823	11.6504424779	10.1571463208	10.4981181975	9.63171149743	9.15552499402	9.40264343372	8.74432823813	8.97235111217	0.0	6.47836483915	11.0480585154	10.42782533
sample14	10.8441814596	10.6406472648	11.0650887574	9.99530950258	9.4692239679	9.72744423915	9.98226851111	10.1395654634	10.3442711135	10.3942427635	6.47836483915	0.0	10.8075111701	9.53826753322
sample16	10.8571428571	10.7224489796	11.2244897959	10.5669555493	10.1092657753	8.92861176091	10.3752344181	9.99596055476	10.5875077304	9.85438499724	11.0480585154	10.8075111701	0.0	7.93520686963
sample17	11.2853525257	10.6155235865	11.6120218579	7.5763006213	10.3157464983	10.0348171667	9.53437453847	9.51378828314	8.76691505216	8.29050361837	10.42782533	9.53826753322	7.93520686963	0.0
