	sample1	sample2	sample3	sample5	sample6	sample7	sample8	sample9	sample11	sample12	sample13	sample14	sample16	sample17
sample1	0.0	0.540540540541	0.677419354839	0.907894736842	0.914285714286	0.957264957265	0.980392156863	0.978723404255	0.918367346939	0.913978494624	0.963414634146	0.948148148148	0.97619047619	0.963636363636
sample2	0.540540540541	0.0	0.566666666667	0.9375	0.901408450704	0.912280701754	0.970873786408	0.968421052632	0.897959183673	0.948979591837	0.898734177215	0.909090909091	0.964705882353	0.925925925926
sample3	0.677419354839	0.566666666667	0.0	0.941176470588	0.916666666667	0.952830188679	0.978021978022	0.975903614458	0.920454545455	0.915662650602	0.986301369863	0.960317460317	0.986486486486	0.990196078431
sample5	0.907894736842	0.9375	0.941176470588	0.0	0.797752808989	0.776	0.805309734513	0.790476190476	0.743119266055	0.730769230769	0.752688172043	0.876623376623	0.936363636364	0.669724770642
sample6	0.914285714286	0.901408450704	0.916666666667	0.797752808989	0.0	0.730434782609	0.780952380952	0.775510204082	0.869565217391	0.873873873874	0.852631578947	0.885906040268	0.888888888889	0.896
sample7	0.957264957265	0.912280701754	0.952830188679	0.776	0.730434782609	0.0	0.596774193548	0.490909090909	0.569105691057	0.653543307087	0.564814814815	0.847826086957	0.809160305344	0.789473684211
sample8	0.980392156863	0.970873786408	0.978021978022	0.805309734513	0.780952380952	0.596774193548	0.0	0.298850574713	0.563636363636	0.556603773585	0.557894736842	0.916201117318	0.93023255814	0.797101449275
sample9	0.978723404255	0.968421052632	0.975903614458	0.790476190476	0.775510204082	0.490909090909	0.298850574713	0.0	0.514851485149	0.473684210526	0.5	0.872727272727	0.849557522124	0.755905511811
sample11	0.918367346939	0.897959183673	0.920454545455	0.743119266055	0.869565217391	0.569105691057	0.563636363636	0.514851485149	0.0	0.197674418605	0.472527472527	0.886363636364	0.923076923077	0.773722627737
sample12	0.913978494624	0.948979591837	0.915662650602	0.730769230769	0.873873873874	0.653543307087	0.556603773585	0.473684210526	0.197674418605	0.0	0.54347826087	0.895953757225	0.893442622951	0.774436090226
sample13	0.963414634146	0.898734177215	0.986301369863	0.752688172043	0.852631578947	0.564814814815	0.557894736842	0.5	0.472527472527	0.54347826087	0.0	0.825503355705	0.918181818182	0.785123966942
sample14	0.948148148148	0.909090909091	0.960317460317	0.876623376623	0.885906040268	0.847826086957	0.916201117318	0.872727272727	0.886363636364	0.895953757225	0.825503355705	0.0	0.906832298137	0.778443113772
sample16	0.97619047619	0.964705882353	0.986486486486	0.936363636364	0.888888888889	0.809160305344	0.93023255814	0.849557522124	0.923076923077	0.893442622951	0.918181818182	0.906832298137	0.0	0.786885245902
sample17	0.963636363636	0.925925925926	0.990196078431	0.669724770642	0.896	0.789473684211	0.797101449275	0.755905511811	0.773722627737	0.774436090226	0.785123966942	0.778443113772	0.786885245902	0.0
