	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample11	sample12
sample1	0.0	9.36001868559	8.68521197826	8.30106414251	10.7123424332	6.92596307979	10.9896296584	9.71989419038	10.6747813035	8.67203493247	9.76594523881
sample2	9.36001868559	0.0	6.73943458403	8.65954710651	9.54444828779	9.90010654864	9.99378212824	7.51978588949	8.2266458496	8.71991736733	8.51631561716
sample3	8.68521197826	6.73943458403	0.0	9.32318677481	10.1661167852	7.71735554114	10.404753054	7.99325748846	8.09735960825	8.19668933321	9.75576797806
sample4	8.30106414251	8.65954710651	9.32318677481	0.0	10.0310259047	6.63456015844	9.33078782619	9.14405703302	9.47982134391	9.61715905779	9.50917881474
sample5	10.7123424332	9.54444828779	10.1661167852	10.0310259047	0.0	10.4544473293	7.37010945186	9.92163651142	8.49458623868	10.3298129926	8.00880475457
sample6	6.92596307979	9.90010654864	7.71735554114	6.63456015844	10.4544473293	0.0	9.98504061495	8.93531639881	9.4238900959	8.28191372841	9.52155144643
sample7	10.9896296584	9.99378212824	10.404753054	9.33078782619	7.37010945186	9.98504061495	0.0	10.4779019956	9.10487187729	10.0558390296	9.20320855615
sample8	9.71989419038	7.51978588949	7.99325748846	9.14405703302	9.92163651142	8.93531639881	10.4779019956	0.0	6.1086166678	8.65469249771	9.21113971182
sample9	10.6747813035	8.2266458496	8.09735960825	9.47982134391	8.49458623868	9.4238900959	9.10487187729	6.1086166678	0.0	8.22356808405	8.25902223781
sample11	8.67203493247	8.71991736733	8.19668933321	9.61715905779	10.3298129926	8.28191372841	10.0558390296	8.65469249771	8.22356808405	0.0	8.86426214586
sample12	9.76594523881	8.51631561716	9.75576797806	9.50917881474	8.00880475457	9.52155144643	9.20320855615	9.21113971182	8.25902223781	8.86426214586	0.0
