	MCT.f.0209	MCT.f.0211	MCT.f.0213	MCT.f.0214	MCT.f.0215	MCT.f.0216	MCT.f.0218	MCT.f.0219	MCT.f.0220	MCT.f.0221
MCT.f.0209	0.0	0.380794701987	0.704871060172	0.708571428571	0.75	0.74006116208	0.732704402516	0.737804878049	0.738170347003	0.744548286604
MCT.f.0211	0.380794701987	0.0	0.476666666667	0.549206349206	0.688271604938	0.692789968652	0.700636942675	0.706790123457	0.710191082803	0.671009771987
MCT.f.0213	0.704871060172	0.476666666667	0.0	0.197424892704	0.409836065574	0.576779026217	0.720689655172	0.730897009967	0.708771929825	0.650909090909
MCT.f.0214	0.708571428571	0.549206349206	0.197424892704	0.0	0.244343891403	0.44262295082	0.702797202797	0.713804713805	0.690391459075	0.630996309963
MCT.f.0215	0.75	0.688271604938	0.409836065574	0.244343891403	0.0	0.326923076923	0.725563909774	0.776223776224	0.760147601476	0.725563909774
MCT.f.0216	0.74006116208	0.692789968652	0.576779026217	0.44262295082	0.326923076923	0.0	0.573275862069	0.6640625	0.748091603053	0.70703125
MCT.f.0218	0.732704402516	0.700636942675	0.720689655172	0.702797202797	0.725563909774	0.573275862069	0.0	0.2	0.329842931937	0.522935779817
MCT.f.0219	0.737804878049	0.706790123457	0.730897009967	0.713804713805	0.776223776224	0.6640625	0.2	0.0	0.17679558011	0.406698564593
MCT.f.0220	0.738170347003	0.710191082803	0.708771929825	0.690391459075	0.760147601476	0.748091603053	0.329842931937	0.17679558011	0.0	0.347150259067
MCT.f.0221	0.744548286604	0.671009771987	0.650909090909	0.630996309963	0.725563909774	0.70703125	0.522935779817	0.406698564593	0.347150259067	0.0
