	sample1	sample2	sample3	sample5	sample6	sample7	sample10	sample11	sample12	sample13	sample14	sample16
sample1	0.0	9.83087531124	8.45277361319	8.30862204775	9.7000680219	9.87227265488	10.0933797909	10.2297775531	9.47953133823	9.31055900621	10.0260869565	10.0192768829
sample2	9.83087531124	0.0	9.66694009823	9.68454119996	8.88291587248	8.89298220135	9.90746749758	8.64260833931	10.0185365295	9.41697904981	10.5553849381	9.81876934053
sample3	8.45277361319	9.66694009823	0.0	9.34813009296	8.49486782641	10.2486547935	6.5839641155	9.29840951617	7.74023734886	8.02133219105	9.49832512315	10.3699201247
sample5	8.30862204775	9.68454119996	9.34813009296	0.0	7.88325488864	8.98782298782	9.21027331271	9.86320891553	9.42503442503	6.63833542094	9.66784278784	8.3018350815
sample6	9.7000680219	8.88291587248	8.49486782641	7.88325488864	0.0	7.65629582865	8.27819766169	8.0573880005	8.14671011215	7.20125190034	10.1905514234	8.92721635612
sample7	9.87227265488	8.89298220135	10.2486547935	8.98782298782	7.65629582865	0.0	10.4519074422	6.01132975552	10.357975358	9.72941551202	10.6933333333	8.17462386954
sample10	10.0933797909	9.90746749758	6.5839641155	9.21027331271	8.27819766169	10.4519074422	0.0	10.0085649461	8.43047196706	8.68321971418	9.85858304297	10.6623857425
sample11	10.2297775531	8.64260833931	9.29840951617	9.86320891553	8.0573880005	6.01132975552	10.0085649461	0.0	9.37201751737	8.88711541239	10.6227906977	9.12209302326
sample12	9.47953133823	10.0185365295	7.74023734886	9.42503442503	8.14671011215	10.357975358	8.43047196706	9.37201751737	0.0	7.39883305101	9.10506493506	9.7759373395
sample13	9.31055900621	9.41697904981	8.02133219105	6.63833542094	7.20125190034	9.72941551202	8.68321971418	8.88711541239	7.39883305101	0.0	8.91180124224	9.1440502509
sample14	10.0260869565	10.5553849381	9.49832512315	9.66784278784	10.1905514234	10.6933333333	9.85858304297	10.6227906977	9.10506493506	8.91180124224	0.0	10.1164810331
sample16	10.0192768829	9.81876934053	10.3699201247	8.3018350815	8.92721635612	8.17462386954	10.6623857425	9.12209302326	9.7759373395	9.1440502509	10.1164810331	0.0
