	sample1	sample2	sample3	sample5	sample6	sample7	sample10	sample11	sample12	sample13	sample14	sample16
sample1	0.0	0.791946308725	0.755102040816	0.7125	0.7875	0.748251748252	0.795918367347	0.807407407407	0.723404255319	0.779069767442	0.815789473684	0.782608695652
sample2	0.791946308725	0.0	0.798701298701	0.776470588235	0.684563758389	0.751724137931	0.790540540541	0.685483870968	0.833333333333	0.760233918129	0.833333333333	0.819444444444
sample3	0.755102040816	0.798701298701	0.0	0.787356321839	0.75625	0.781456953642	0.631578947368	0.761194029851	0.678571428571	0.735294117647	0.814102564103	0.815068493151
sample5	0.7125	0.776470588235	0.787356321839	0.0	0.621118012422	0.745454545455	0.786982248521	0.803797468354	0.844444444444	0.760416666667	0.824858757062	0.759493670886
sample6	0.7875	0.684563758389	0.75625	0.621118012422	0.0	0.725490196078	0.678082191781	0.735714285714	0.782608695652	0.737430167598	0.819277108434	0.773333333333
sample7	0.748251748252	0.751724137931	0.781456953642	0.745454545455	0.725490196078	0.0	0.772413793103	0.627118644068	0.785234899329	0.713414634146	0.801324503311	0.637096774194
sample10	0.795918367347	0.790540540541	0.631578947368	0.786982248521	0.678082191781	0.772413793103	0.0	0.730158730159	0.730496453901	0.763313609467	0.739436619718	0.807142857143
sample11	0.807407407407	0.685483870968	0.761194029851	0.803797468354	0.735714285714	0.627118644068	0.730158730159	0.0	0.7265625	0.721854304636	0.81884057971	0.731092436975
sample12	0.723404255319	0.833333333333	0.678571428571	0.844444444444	0.782608695652	0.785234899329	0.730496453901	0.7265625	0.0	0.632258064516	0.761904761905	0.759124087591
sample13	0.779069767442	0.760233918129	0.735294117647	0.760416666667	0.737430167598	0.713414634146	0.763313609467	0.721854304636	0.632258064516	0.0	0.683229813665	0.726114649682
sample14	0.815789473684	0.833333333333	0.814102564103	0.824858757062	0.819277108434	0.801324503311	0.739436619718	0.81884057971	0.761904761905	0.683229813665	0.0	0.75
sample16	0.782608695652	0.819444444444	0.815068493151	0.759493670886	0.773333333333	0.637096774194	0.807142857143	0.731092436975	0.759124087591	0.726114649682	0.75	0.0
