	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample9	sample10	sample11	sample12	sample13	sample15
sample1	0.0	7.86611959329	7.28428137283	7.48655607416	7.36172744205	8.16322428984	6.10591995877	7.23952040679	7.24571642499	7.67543141692	9.8833831658	9.65680882709	8.14860901091
sample2	7.86611959329	0.0	8.65001404188	8.88258317025	7.84844112028	8.15097675696	8.54062048808	9.98743953498	9.11405932236	8.45655520903	9.8552477466	9.76529680365	8.8480079473
sample3	7.28428137283	8.65001404188	0.0	8.3538943187	8.44218381404	8.68186411359	7.89293264079	8.39458440075	7.95917638126	8.14087558178	7.80892701391	9.16888844871	9.41376132431
sample4	7.48655607416	8.88258317025	8.3538943187	0.0	5.43741503559	6.59191081151	8.50578089582	7.79550072357	9.28397565923	8.10313595775	9.35861702712	10.0273291925	9.3424961456
sample5	7.36172744205	7.84844112028	8.44218381404	5.43741503559	0.0	7.67832043016	8.13968709237	9.00890207715	8.74629495715	7.45063665672	9.75043296968	8.73162172623	9.18288898453
sample6	8.16322428984	8.15097675696	8.68186411359	6.59191081151	7.67832043016	0.0	6.59825656687	6.66122278991	7.50081085066	9.29450427221	9.38647734578	10.4125967092	10.5616522222
sample7	6.10591995877	8.54062048808	7.89293264079	8.50578089582	8.13968709237	6.59825656687	0.0	6.63625060072	4.01301908938	7.13123874858	9.14897602278	9.88189709772	8.69573578759
sample9	7.23952040679	9.98743953498	8.39458440075	7.79550072357	9.00890207715	6.66122278991	6.63625060072	0.0	8.09626877457	8.84466260187	8.19438959549	8.75456930289	9.38143022176
sample10	7.24571642499	9.11405932236	7.95917638126	9.28397565923	8.74629495715	7.50081085066	4.01301908938	8.09626877457	0.0	8.17232945051	10.6793081545	10.3504567044	9.75223982723
sample11	7.67543141692	8.45655520903	8.14087558178	8.10313595775	7.45063665672	9.29450427221	7.13123874858	8.84466260187	8.17232945051	0.0	9.0181374072	9.41519442008	7.88721209055
sample12	9.8833831658	9.8552477466	7.80892701391	9.35861702712	9.75043296968	9.38647734578	9.14897602278	8.19438959549	10.6793081545	9.0181374072	0.0	7.6816766338	8.16041885411
sample13	9.65680882709	9.76529680365	9.16888844871	10.0273291925	8.73162172623	10.4125967092	9.88189709772	8.75456930289	10.3504567044	9.41519442008	7.6816766338	0.0	8.57867020688
sample15	8.14860901091	8.8480079473	9.41376132431	9.3424961456	9.18288898453	10.5616522222	8.69573578759	9.38143022176	9.75223982723	7.88721209055	8.16041885411	8.57867020688	0.0
