	sample1	sample2	sample3	sample4	sample5	sample7	sample8	sample9	sample10	sample12	sample13
sample1	0.0	3.82521154803	4.53048780488	8.32974910394	8.34680922152	9.91304347826	11.3378378378	11.6124031008	11.0598290598	9.64667106131	11.2256637168
sample2	3.82521154803	0.0	4.09795918367	8.32974910394	8.49315068493	9.70947809954	11.1500827358	11.4246479987	10.8720739578	10.1698841699	11.203539823
sample3	4.53048780488	4.09795918367	0.0	8.7311827957	8.67397260274	9.91304347826	11.3378378378	11.6124031008	11.0598290598	9.67567567568	11.6504424779
sample4	8.32974910394	8.32974910394	8.7311827957	0.0	4.26487946187	9.27690651253	9.71138477187	10.2188880553	9.91838985387	8.07197520101	9.47549719288
sample5	8.34680922152	8.49315068493	8.67397260274	4.26487946187	0.0	8.89214359196	10.2190392447	10.4893844466	10.2067673575	8.34824139208	10.1571463208
sample7	9.91304347826	9.70947809954	9.91304347826	9.27690651253	8.89214359196	0.0	7.96920734964	8.13121099774	8.13383556862	9.38019442367	9.63171149743
sample8	11.3378378378	11.1500827358	11.3378378378	9.71138477187	10.2190392447	7.96920734964	0.0	3.12149067672	2.98205898206	5.45135135135	9.15552499402
sample9	11.6124031008	11.4246479987	11.6124031008	10.2188880553	10.4893844466	8.13121099774	3.12149067672	0.0	2.42204995693	5.66095397723	9.40264343372
sample10	11.0598290598	10.8720739578	11.0598290598	9.91838985387	10.2067673575	8.13383556862	2.98205898206	2.42204995693	0.0	5.66591206591	9.29704006253
sample12	9.64667106131	10.1698841699	9.67567567568	8.07197520101	8.34824139208	9.38019442367	5.45135135135	5.66095397723	5.66591206591	0.0	8.97235111217
sample13	11.2256637168	11.203539823	11.6504424779	9.47549719288	10.1571463208	9.63171149743	9.15552499402	9.40264343372	9.29704006253	8.97235111217	0.0
