	sample1	sample2	sample3	sample4	sample5	sample7	sample8	sample9	sample10	sample12	sample13
sample1	0.0	0.540540540541	0.677419354839	0.905882352941	0.907894736842	0.957264957265	0.980392156863	0.978723404255	0.976744186047	0.913978494624	0.963414634146
sample2	0.540540540541	0.0	0.566666666667	0.908045977011	0.9375	0.912280701754	0.970873786408	0.968421052632	0.965517241379	0.948979591837	0.898734177215
sample3	0.677419354839	0.566666666667	0.0	0.921052631579	0.941176470588	0.952830188679	0.978021978022	0.975903614458	0.973333333333	0.915662650602	0.986301369863
sample4	0.905882352941	0.908045977011	0.921052631579	0.0	0.45	0.765151515152	0.760683760684	0.776785714286	0.759615384615	0.720720720721	0.727272727273
sample5	0.907894736842	0.9375	0.941176470588	0.45	0.0	0.776	0.805309734513	0.790476190476	0.773195876289	0.730769230769	0.752688172043
sample7	0.957264957265	0.912280701754	0.952830188679	0.765151515152	0.776	0.0	0.596774193548	0.490909090909	0.537037037037	0.653543307087	0.564814814815
sample8	0.980392156863	0.970873786408	0.978021978022	0.760683760684	0.805309734513	0.596774193548	0.0	0.298850574713	0.227848101266	0.556603773585	0.557894736842
sample9	0.978723404255	0.968421052632	0.975903614458	0.776785714286	0.790476190476	0.490909090909	0.298850574713	0.0	0.114285714286	0.473684210526	0.5
sample10	0.976744186047	0.965517241379	0.973333333333	0.759615384615	0.773195876289	0.537037037037	0.227848101266	0.114285714286	0.0	0.460674157303	0.448717948718
sample12	0.913978494624	0.948979591837	0.915662650602	0.720720720721	0.730769230769	0.653543307087	0.556603773585	0.473684210526	0.460674157303	0.0	0.54347826087
sample13	0.963414634146	0.898734177215	0.986301369863	0.727272727273	0.752688172043	0.564814814815	0.557894736842	0.5	0.448717948718	0.54347826087	0.0
