	MCT.f.0394	MCT.f.0395	MCT.f.0396	MCT.f.0397	MCT.f.0398	MCT.f.0399	MCT.f.0400	MCT.f.0402	MCT.f.0403	MCT.f.0404	MCT.f.0405	MCT.f.0406	MCT.f.0407	MCT.f.0408
MCT.f.0394	0.0	0.268656716418	0.408163265306	0.589595375723	0.612565445026	0.681415929204	0.745192307692	0.676470588235	0.674157303371	0.698113207547	0.703703703704	0.785365853659	0.777292576419	0.759259259259
MCT.f.0395	0.268656716418	0.0	0.231884057971	0.451219512195	0.618090452261	0.625	0.715639810427	0.687150837989	0.705263157895	0.730994152047	0.718592964824	0.778301886792	0.771186440678	0.775330396476
MCT.f.0396	0.408163265306	0.231884057971	0.0	0.379746835443	0.572164948454	0.652173913043	0.712264150943	0.690607734807	0.708333333333	0.719298245614	0.733990147783	0.786046511628	0.778242677824	0.755555555556
MCT.f.0397	0.589595375723	0.451219512195	0.379746835443	0.0	0.331395348837	0.511627906977	0.719457013575	0.752525252525	0.753623188406	0.727777777778	0.630769230769	0.665024630542	0.657777777778	0.705357142857
MCT.f.0398	0.612565445026	0.618090452261	0.572164948454	0.331395348837	0.0	0.320197044335	0.545454545455	0.686274509804	0.714285714286	0.743718592965	0.622009569378	0.609523809524	0.60775862069	0.635964912281
MCT.f.0399	0.681415929204	0.625	0.652173913043	0.511627906977	0.320197044335	0.0	0.253886010363	0.740585774059	0.771653543307	0.805907172996	0.69512195122	0.673469387755	0.656603773585	0.681992337165
MCT.f.0400	0.745192307692	0.715639810427	0.712264150943	0.719457013575	0.545454545455	0.253886010363	0.0	0.705882352941	0.75	0.788177339901	0.748898678414	0.742358078603	0.724	0.699152542373
MCT.f.0402	0.676470588235	0.687150837989	0.690607734807	0.752525252525	0.686274509804	0.740585774059	0.705882352941	0.0	0.161538461538	0.5	0.644808743169	0.701030927835	0.671361502347	0.631313131313
MCT.f.0403	0.674157303371	0.705263157895	0.708333333333	0.753623188406	0.714285714286	0.771653543307	0.75	0.161538461538	0.0	0.362962962963	0.544943820225	0.69801980198	0.675675675676	0.617647058824
MCT.f.0404	0.698113207547	0.730994152047	0.719298245614	0.727777777778	0.743718592965	0.805907172996	0.788177339901	0.5	0.362962962963	0.0	0.445945945946	0.655172413793	0.694581280788	0.654255319149
MCT.f.0405	0.703703703704	0.718592964824	0.733990147783	0.630769230769	0.622009569378	0.69512195122	0.748898678414	0.644808743169	0.544943820225	0.445945945946	0.0	0.310559006211	0.421875	0.573529411765
MCT.f.0406	0.785365853659	0.778301886792	0.786046511628	0.665024630542	0.609523809524	0.673469387755	0.742358078603	0.701030927835	0.69801980198	0.655172413793	0.310559006211	0.0	0.235632183908	0.447368421053
MCT.f.0407	0.777292576419	0.771186440678	0.778242677824	0.657777777778	0.60775862069	0.656603773585	0.724	0.671361502347	0.675675675676	0.694581280788	0.421875	0.235632183908	0.0	0.237837837838
MCT.f.0408	0.759259259259	0.775330396476	0.755555555556	0.705357142857	0.635964912281	0.681992337165	0.699152542373	0.631313131313	0.617647058824	0.654255319149	0.573529411765	0.447368421053	0.237837837838	0.0
