	sample1	sample2	sample3	sample4	sample5	sample8	sample9	sample11	sample12	sample13	sample14	sample15	sample16	sample17
sample1	0.0	0.630303030303	0.8125	0.790419161677	0.789189189189	0.732026143791	0.821656050955	0.757575757576	0.83950617284	0.940397350993	0.889705882353	0.886666666667	0.824324324324	0.801418439716
sample2	0.630303030303	0.0	0.601351351351	0.677777777778	0.706467661692	0.654970760234	0.707602339181	0.751295336788	0.802139037433	0.905027932961	0.83850931677	0.798816568047	0.806818181818	0.815028901734
sample3	0.8125	0.601351351351	0.0	0.624060150376	0.71875	0.722627737226	0.713178294574	0.708333333333	0.738805970149	0.8984375	0.810810810811	0.735042735043	0.7890625	0.790322580645
sample4	0.790419161677	0.677777777778	0.624060150376	0.0	0.578313253012	0.704402515723	0.737179487179	0.715976331361	0.809523809524	0.868421052632	0.843971631206	0.730496453901	0.652173913043	0.809210526316
sample5	0.789189189189	0.706467661692	0.71875	0.578313253012	0.0	0.780748663102	0.726744186047	0.657303370787	0.759776536313	0.872093023256	0.836477987421	0.781818181818	0.776470588235	0.84
sample8	0.732026143791	0.654970760234	0.722627737226	0.704402515723	0.780748663102	0.0	0.568181818182	0.633986928105	0.657342657343	0.906666666667	0.834586466165	0.760869565217	0.763888888889	0.806896551724
sample9	0.821656050955	0.707602339181	0.713178294574	0.737179487179	0.726744186047	0.568181818182	0.0	0.611111111111	0.68345323741	0.908450704225	0.850393700787	0.714285714286	0.818181818182	0.876712328767
sample11	0.757575757576	0.751295336788	0.708333333333	0.715976331361	0.657303370787	0.633986928105	0.611111111111	0.0	0.655629139073	0.885350318471	0.847222222222	0.744827586207	0.788461538462	0.820512820513
sample12	0.83950617284	0.802139037433	0.738805970149	0.809523809524	0.759776536313	0.657342657343	0.68345323741	0.655629139073	0.0	0.838235294118	0.853846153846	0.740458015267	0.829931972789	0.832167832168
sample13	0.940397350993	0.905027932961	0.8984375	0.868421052632	0.872093023256	0.906666666667	0.908450704225	0.885350318471	0.838235294118	0.0	0.858490566038	0.776785714286	0.809917355372	0.9140625
sample14	0.889705882353	0.83850931677	0.810810810811	0.843971631206	0.836477987421	0.834586466165	0.850393700787	0.847222222222	0.853846153846	0.858490566038	0.0	0.707070707071	0.68932038835	0.818181818182
sample15	0.886666666667	0.798816568047	0.735042735043	0.730496453901	0.781818181818	0.760869565217	0.714285714286	0.744827586207	0.740458015267	0.776785714286	0.707070707071	0.0	0.675438596491	0.832
sample16	0.824324324324	0.806818181818	0.7890625	0.652173913043	0.776470588235	0.763888888889	0.818181818182	0.788461538462	0.829931972789	0.809917355372	0.68932038835	0.675438596491	0.0	0.735537190083
sample17	0.801418439716	0.815028901734	0.790322580645	0.809210526316	0.84	0.806896551724	0.876712328767	0.820512820513	0.832167832168	0.9140625	0.818181818182	0.832	0.735537190083	0.0
