	sample1	sample2	sample3	sample4	sample5	sample8	sample9	sample11	sample12	sample13	sample14	sample15	sample16	sample17
sample1	0.0	8.31608071436	10.6106761146	9.84619402813	8.90765881308	8.68440442079	9.32264345015	8.40681404639	9.5207092851	10.9692570403	10.7367097482	10.7744352285	9.68140940169	9.68659993302
sample2	8.31608071436	0.0	7.74649419894	7.21287430671	7.50426284051	6.31594860166	6.3374033374	7.47626771714	9.00998199967	9.48484848485	10.2364066194	9.73383458647	8.98775210854	9.66378066378
sample3	10.6106761146	7.74649419894	0.0	5.86883257407	8.50291307911	9.1937070458	8.94923428471	7.24005967013	9.99575210786	10.6799823427	5.87813816113	6.61870924097	7.35038305887	7.7398813697
sample4	9.84619402813	7.21287430671	5.86883257407	0.0	7.7832749921	7.99377633091	8.14847276644	6.71109175946	9.56139568124	9.2014190159	8.30330557298	7.33887963878	6.57777187906	8.46757889117
sample5	8.90765881308	7.50426284051	8.50291307911	7.7832749921	0.0	8.27802780501	8.22255813086	7.22482708061	8.34524184679	9.71241674386	9.92776177646	9.41207998161	9.25076743482	9.58437777652
sample8	8.68440442079	6.31594860166	9.1937070458	7.99377633091	8.27802780501	0.0	5.93118785976	7.12639654402	8.07800336629	9.85110286539	9.80015197568	8.98401718582	9.10636492221	10.0282931354
sample9	9.32264345015	6.3374033374	8.94923428471	8.14847276644	8.22255813086	5.93118785976	0.0	6.86546259904	7.81347003512	9.96083916084	10.3167394072	7.84666666667	9.46132690192	10.2010767011
sample11	8.40681404639	7.47626771714	7.24005967013	6.71109175946	7.22482708061	7.12639654402	6.86546259904	0.0	7.55656665556	10.2603553786	8.45748563442	7.34372646946	7.70233432102	8.23804784024
sample12	9.5207092851	9.00998199967	9.99575210786	9.56139568124	8.34524184679	8.07800336629	7.81347003512	7.55656665556	0.0	9.7367965368	10.9493623288	9.68936981629	10.2274865484	10.2972731736
sample13	10.9692570403	9.48484848485	10.6799823427	9.2014190159	9.71241674386	9.85110286539	9.96083916084	10.2603553786	9.7367965368	0.0	9.42030947776	8.81186602871	8.61922192219	10.7411255411
sample14	10.7367097482	10.2364066194	5.87813816113	8.30330557298	9.92776177646	9.80015197568	10.3167394072	8.45748563442	10.9493623288	9.42030947776	0.0	4.92008958567	6.00519275332	7.98015105462
sample15	10.7744352285	9.73383458647	6.61870924097	7.33887963878	9.41207998161	8.98401718582	7.84666666667	7.34372646946	9.68936981629	8.81186602871	4.92008958567	0.0	5.57052631579	8.02766917293
sample16	9.68140940169	8.98775210854	7.35038305887	6.57777187906	9.25076743482	9.10636492221	9.46132690192	7.70233432102	10.2274865484	8.61922192219	6.00519275332	5.57052631579	0.0	7.40750075008
sample17	9.68659993302	9.66378066378	7.7398813697	8.46757889117	9.58437777652	10.0282931354	10.2010767011	8.23804784024	10.2972731736	10.7411255411	7.98015105462	8.02766917293	7.40750075008	0.0
