wc -l	Sample	seq count
660684	MCT.f.0596.S464.R1.001.fastq	165171
2756768	MCT.f.0597.S41.R1.001.fastq	689192
3316500	MCT.f.0598.S38.R1.001.fastq	829125
1763676	MCT.f.0599.S522.R1.001.fastq	440919
1208772	MCT.f.0600.S261.R1.001.fastq	302193
2222120	MCT.f.0601.S72.R1.001.fastq	555530
1652516	MCT.f.0602.S244.R1.001.fastq	413129
1129048	MCT.f.0603.S266.R1.001.fastq	282262
3358584	MCT.f.0604.S530.R1.001.fastq	839646
3130344	MCT.f.0605.S457.R1.001.fastq	782586
2657664	MCT.f.0606.S218.R1.001.fastq	664416
983240	MCT.f.0607.S232.R1.001.fastq	245810
2625384	MCT.f.0608.S51.R1.001.fastq	656346
882948	MCT.f.0609.S25.R1.001.fastq	220737
822336	MCT.f.0610.S190.R1.001.fastq	205584
3082200	MCT.f.0611.S7.R1.001.fastq	770550
41584	MCT.f.0612.S163.R1.001.fastq	10396
2852120	MCT.f.0613.S409.R1.001.fastq	713030
1754812	MCT.f.0614.S453.R1.001.fastq	438703
2546912	MCT.f.0615.S498.R1.001.fastq	636728
521604	MCT.f.0616.S278.R1.001.fastq	130401
277664	MCT.f.0617.S253.R1.001.fastq	69416
2384216	MCT.f.0618.S500.R1.001.fastq	596054
229676	MCT.f.0619.S230.R1.001.fastq	57419
4451980	MCT.f.0620.S390.R1.001.fastq	1112995
1008936	MCT.f.0621.S398.R1.001.fastq	252234
1821120	MCT.f.0622.S527.R1.001.fastq	455280
2746804	MCT.f.0623.S50.R1.001.fastq	686701
2530456	MCT.f.0624.S411.R1.001.fastq	632614
304828	MCT.f.0625.S192.R1.001.fastq	76207
41608	MCT.f.0626.S439.R1.001.fastq	10402
3577772	MCT.f.0627.S382.R1.001.fastq	894443
1279536	MCT.f.0628.S130.R1.001.fastq	319884
164280	MCT.f.0629.S353.R1.001.fastq	41070
