	MCT.f.0157	MCT.f.0158	MCT.f.0159	MCT.f.0160	MCT.f.0161	MCT.f.0162	MCT.f.0163	MCT.f.0166	MCT.f.0167	MCT.f.0168	MCT.f.0169	MCT.f.0170
MCT.f.0157	0.0	0.254054054054	0.52358490566	0.727272727273	0.8046875	0.765690376569	0.733905579399	0.622317596567	0.745098039216	0.755102040816	0.651340996169	0.624
MCT.f.0158	0.254054054054	0.0	0.347826086957	0.623188405797	0.757322175732	0.751091703057	0.717488789238	0.637554585153	0.698744769874	0.724137931034	0.576763485477	0.556034482759
MCT.f.0159	0.52358490566	0.347826086957	0.0	0.401162790698	0.6	0.710280373832	0.710280373832	0.752066115702	0.708154506438	0.723214285714	0.588983050847	0.645833333333
MCT.f.0160	0.727272727273	0.623188405797	0.401162790698	0.0	0.395209580838	0.587912087912	0.764423076923	0.758771929825	0.688372093023	0.658291457286	0.718367346939	0.795275590551
MCT.f.0161	0.8046875	0.757322175732	0.6	0.395209580838	0.0	0.29746835443	0.538043478261	0.775933609959	0.71615720524	0.708333333333	0.736434108527	0.781609195402
MCT.f.0162	0.765690376569	0.751091703057	0.710280373832	0.587912087912	0.29746835443	0.0	0.3875	0.781115879828	0.747787610619	0.753488372093	0.759842519685	0.772
MCT.f.0163	0.733905579399	0.717488789238	0.710280373832	0.764423076923	0.538043478261	0.3875	0.0	0.720720720721	0.713636363636	0.717703349282	0.698347107438	0.676724137931
MCT.f.0166	0.622317596567	0.637554585153	0.752066115702	0.758771929825	0.775933609959	0.781115879828	0.720720720721	0.0	0.283333333333	0.46875	0.590909090909	0.588983050847
MCT.f.0167	0.745098039216	0.698744769874	0.708154506438	0.688372093023	0.71615720524	0.747787610619	0.713636363636	0.283333333333	0.0	0.266272189349	0.447488584475	0.633744855967
MCT.f.0168	0.755102040816	0.724137931034	0.723214285714	0.658291457286	0.708333333333	0.753488372093	0.717703349282	0.46875	0.266272189349	0.0	0.391089108911	0.615720524017
MCT.f.0169	0.651340996169	0.576763485477	0.588983050847	0.718367346939	0.736434108527	0.759842519685	0.698347107438	0.590909090909	0.447488584475	0.391089108911	0.0	0.291079812207
MCT.f.0170	0.624	0.556034482759	0.645833333333	0.795275590551	0.781609195402	0.772	0.676724137931	0.588983050847	0.633744855967	0.615720524017	0.291079812207	0.0
