	MCT.f.0362	MCT.f.0363	MCT.f.0364	MCT.f.0365	MCT.f.0366	MCT.f.0368	MCT.f.0369	MCT.f.0370	MCT.f.0371	MCT.f.0372	MCT.f.0374
MCT.f.0362	0.0	1.79073628206	2.50268346481	3.04642570996	3.66578284288	5.44746590276	5.25776164499	5.84210473538	6.24430380044	6.70989495237	6.59482387004
MCT.f.0363	1.79073628206	0.0	1.61736006297	2.13872250318	3.1526096125	5.37450361267	5.39005013321	5.91793046114	6.42620190494	7.22305759236	7.11220142216
MCT.f.0364	2.50268346481	1.61736006297	0.0	1.20160323644	2.04127749925	4.17786935214	4.54851896187	5.09426239884	5.90147845547	7.14766851701	6.92011922838
MCT.f.0365	3.04642570996	2.13872250318	1.20160323644	0.0	1.62065357941	3.78998122302	4.33042206918	5.35344262713	6.15724383313	7.15957446809	6.98482446526
MCT.f.0366	3.66578284288	3.1526096125	2.04127749925	1.62065357941	0.0	2.87394308678	3.68841976961	4.69566319859	5.90675446919	6.95358985411	6.77223778912
MCT.f.0368	5.44746590276	5.37450361267	4.17786935214	3.78998122302	2.87394308678	0.0	1.80578316241	3.28912473633	4.53367097999	6.01150538792	6.77540921896
MCT.f.0369	5.25776164499	5.39005013321	4.54851896187	4.33042206918	3.68841976961	1.80578316241	0.0	2.15271278438	3.74826829679	5.07403844921	6.34488909205
MCT.f.0370	5.84210473538	5.91793046114	5.09426239884	5.35344262713	4.69566319859	3.28912473633	2.15271278438	0.0	1.98877262069	3.45436318232	5.2556986337
MCT.f.0371	6.24430380044	6.42620190494	5.90147845547	6.15724383313	5.90675446919	4.53367097999	3.74826829679	1.98877262069	0.0	1.90942522148	4.12513224533
MCT.f.0372	6.70989495237	7.22305759236	7.14766851701	7.15957446809	6.95358985411	6.01150538792	5.07403844921	3.45436318232	1.90942522148	0.0	3.43986445853
MCT.f.0374	6.59482387004	7.11220142216	6.92011922838	6.98482446526	6.77223778912	6.77540921896	6.34488909205	5.2556986337	4.12513224533	3.43986445853	0.0
