	MCT.f.0362	MCT.f.0363	MCT.f.0364	MCT.f.0365	MCT.f.0366	MCT.f.0368	MCT.f.0369	MCT.f.0370	MCT.f.0371	MCT.f.0372	MCT.f.0374
MCT.f.0362	0.0	0.124481327801	0.276	0.362595419847	0.429602888087	0.561872909699	0.577557755776	0.58785942492	0.630434782609	0.624223602484	0.688427299703
MCT.f.0363	0.124481327801	0.0	0.198312236287	0.293172690763	0.37358490566	0.546075085324	0.56228956229	0.57328990228	0.621451104101	0.645061728395	0.711764705882
MCT.f.0364	0.276	0.198312236287	0.0	0.138248847926	0.240343347639	0.460076045627	0.518248175182	0.552083333333	0.613333333333	0.647249190939	0.712962962963
MCT.f.0365	0.362595419847	0.293172690763	0.138248847926	0.0	0.178571428571	0.413385826772	0.492537313433	0.597972972973	0.655844155844	0.679365079365	0.738601823708
MCT.f.0366	0.429602888087	0.37358490566	0.240343347639	0.178571428571	0.0	0.316872427984	0.410852713178	0.527972027972	0.636363636364	0.647435897436	0.704615384615
MCT.f.0368	0.561872909699	0.546075085324	0.460076045627	0.413385826772	0.316872427984	0.0	0.150684931507	0.342629482072	0.485401459854	0.521276595745	0.666666666667
MCT.f.0369	0.577557755776	0.56228956229	0.518248175182	0.492537313433	0.410852713178	0.150684931507	0.0	0.225531914894	0.387596899225	0.428571428571	0.667731629393
MCT.f.0370	0.58785942492	0.57328990228	0.552083333333	0.597972972973	0.527972027972	0.342629482072	0.225531914894	0.0	0.198312236287	0.277108433735	0.554054054054
MCT.f.0371	0.630434782609	0.621451104101	0.613333333333	0.655844155844	0.636363636364	0.485401459854	0.387596899225	0.198312236287	0.0	0.139130434783	0.458483754513
MCT.f.0372	0.624223602484	0.645061728395	0.647249190939	0.679365079365	0.647435897436	0.521276595745	0.428571428571	0.277108433735	0.139130434783	0.0	0.393258426966
MCT.f.0374	0.688427299703	0.711764705882	0.712962962963	0.738601823708	0.704615384615	0.666666666667	0.667731629393	0.554054054054	0.458483754513	0.393258426966	0.0
