	MCT.f.0545	MCT.f.0546	MCT.f.0547	MCT.f.0548	MCT.f.0549	MCT.f.0550	MCT.f.0551	MCT.f.0552	MCT.f.0553	MCT.f.0554	MCT.f.0555	MCT.f.0556	MCT.f.0557	MCT.f.0558	MCT.f.0559	MCT.f.0560	MCT.f.0561
MCT.f.0545	0.0	0.28431372549	0.537974683544	0.574074074074	0.685279187817	0.764192139738	0.803846153846	0.802371541502	0.80658436214	0.830708661417	0.813492063492	0.861111111111	0.835294117647	0.847826086957	0.831325301205	0.817777777778	0.818584070796
MCT.f.0546	0.28431372549	0.0	0.354430379747	0.395061728395	0.53807106599	0.64347826087	0.697318007663	0.713178294574	0.75390625	0.75572519084	0.752851711027	0.784615384615	0.783582089552	0.807560137457	0.787878787879	0.795918367347	0.771784232365
MCT.f.0547	0.537974683544	0.354430379747	0.0	0.141176470588	0.377358490566	0.497959183673	0.56	0.652777777778	0.724489795918	0.709459459459	0.684931506849	0.71724137931	0.696245733788	0.720634920635	0.694444444444	0.73285198556	0.705882352941
MCT.f.0548	0.574074074074	0.395061728395	0.141176470588	0.0	0.28	0.420600858369	0.5	0.599277978339	0.693379790941	0.678200692042	0.652631578947	0.699300699301	0.678200692042	0.695792880259	0.680701754386	0.71897810219	0.671698113208
MCT.f.0549	0.685279187817	0.53807106599	0.377358490566	0.28	0.0	0.20814479638	0.330708661417	0.441947565543	0.555555555556	0.566433566434	0.559440559441	0.620689655172	0.595890410959	0.627388535032	0.611683848797	0.665492957746	0.637992831541
MCT.f.0550	0.764192139738	0.64347826087	0.497959183673	0.420600858369	0.20814479638	0.0	0.16393442623	0.314176245211	0.435897435897	0.460992907801	0.496551724138	0.577181208054	0.52380952381	0.546325878594	0.56856187291	0.62925170068	0.602076124567
MCT.f.0551	0.803846153846	0.697318007663	0.56	0.5	0.330708661417	0.16393442623	0.0	0.164705882353	0.30223880597	0.338129496403	0.383275261324	0.522875816993	0.514469453376	0.504643962848	0.561514195584	0.61858974359	0.574257425743
MCT.f.0552	0.802371541502	0.713178294574	0.652777777778	0.599277978339	0.441947565543	0.314176245211	0.164705882353	0.0	0.19028340081	0.253846153846	0.335766423358	0.458333333333	0.516339869281	0.520249221184	0.564102564103	0.580536912752	0.532871972318
MCT.f.0553	0.80658436214	0.75390625	0.724489795918	0.693379790941	0.555555555556	0.435897435897	0.30223880597	0.19028340081	0.0	0.170124481328	0.32196969697	0.466192170819	0.505084745763	0.528662420382	0.573770491803	0.619528619529	0.57785467128
MCT.f.0554	0.830708661417	0.75572519084	0.709459459459	0.678200692042	0.566433566434	0.460992907801	0.338129496403	0.253846153846	0.170124481328	0.0	0.207171314741	0.365671641791	0.460481099656	0.51582278481	0.560260586319	0.61	0.587837837838
MCT.f.0555	0.813492063492	0.752851711027	0.684931506849	0.652631578947	0.559440559441	0.496551724138	0.383275261324	0.335766423358	0.32196969697	0.207171314741	0.0	0.225806451613	0.398576512456	0.465798045603	0.534653465347	0.603333333333	0.590604026846
MCT.f.0556	0.861111111111	0.784615384615	0.71724137931	0.699300699301	0.620689655172	0.577181208054	0.522875816993	0.458333333333	0.466192170819	0.365671641791	0.225806451613	0.0	0.261904761905	0.411764705882	0.484210526316	0.556737588652	0.568421052632
MCT.f.0557	0.835294117647	0.783582089552	0.696245733788	0.678200692042	0.595890410959	0.52380952381	0.514469453376	0.516339869281	0.505084745763	0.460481099656	0.398576512456	0.261904761905	0.0	0.216730038023	0.319391634981	0.432330827068	0.474452554745
MCT.f.0558	0.847826086957	0.807560137457	0.720634920635	0.695792880259	0.627388535032	0.546325878594	0.504643962848	0.520249221184	0.528662420382	0.51582278481	0.465798045603	0.411764705882	0.216730038023	0.0	0.110204081633	0.233870967742	0.318007662835
MCT.f.0559	0.831325301205	0.787878787879	0.694444444444	0.680701754386	0.611683848797	0.56856187291	0.561514195584	0.564102564103	0.573770491803	0.560260586319	0.534653465347	0.484210526316	0.319391634981	0.110204081633	0.0	0.140271493213	0.261603375527
MCT.f.0560	0.817777777778	0.795918367347	0.73285198556	0.71897810219	0.665492957746	0.62925170068	0.61858974359	0.580536912752	0.619528619529	0.61	0.603333333333	0.556737588652	0.432330827068	0.233870967742	0.140271493213	0.0	0.191588785047
MCT.f.0561	0.818584070796	0.771784232365	0.705882352941	0.671698113208	0.637992831541	0.602076124567	0.574257425743	0.532871972318	0.57785467128	0.587837837838	0.590604026846	0.568421052632	0.474452554745	0.318007662835	0.261603375527	0.191588785047	0.0
