	MCT.f.0158	MCT.f.0159	MCT.f.0160	MCT.f.0161	MCT.f.0162	MCT.f.0163	MCT.f.0166	MCT.f.0167	MCT.f.0168	MCT.f.0169	MCT.f.0170
MCT.f.0158	0.0	1.28954527887	2.66513633081	4.36883740782	5.67381970953	6.89076776533	5.93773769717	6.44012285391	6.62987532695	6.39689648352	6.2798377567
MCT.f.0159	1.28954527887	0.0	1.62719298246	3.42200129532	4.61238338778	6.21665944914	6.39754690175	6.79871105332	6.97282049701	6.6820645878	6.59799682356
MCT.f.0160	2.66513633081	1.62719298246	0.0	2.48239551147	3.9747124371	5.73016892048	6.65318898727	6.96921673217	7.14886947411	6.59010268536	6.57326661434
MCT.f.0161	4.36883740782	3.42200129532	2.48239551147	0.0	2.20252761257	3.79157274267	6.40569962635	7.03732388389	7.46929259076	6.89011614273	7.00427147603
MCT.f.0162	5.67381970953	4.61238338778	3.9747124371	2.20252761257	0.0	2.42231202912	6.40439554898	7.2359301453	7.65733455973	7.26233817632	7.24493133702
MCT.f.0163	6.89076776533	6.21665944914	5.73016892048	3.79157274267	2.42231202912	0.0	5.75183075695	6.68988264479	7.48908961823	7.15720414154	7.24182984051
MCT.f.0166	5.93773769717	6.39754690175	6.65318898727	6.40569962635	6.40439554898	5.75183075695	0.0	1.54119186403	2.78757422884	3.51872957352	4.62544576584
MCT.f.0167	6.44012285391	6.79871105332	6.96921673217	7.03732388389	7.2359301453	6.68988264479	1.54119186403	0.0	1.34760368427	2.29096268146	3.40244922787
MCT.f.0168	6.62987532695	6.97282049701	7.14886947411	7.46929259076	7.65733455973	7.48908961823	2.78757422884	1.34760368427	0.0	1.41902570015	2.52341578694
MCT.f.0169	6.39689648352	6.6820645878	6.59010268536	6.89011614273	7.26233817632	7.15720414154	3.51872957352	2.29096268146	1.41902570015	0.0	1.70811276646
MCT.f.0170	6.2798377567	6.59799682356	6.57326661434	7.00427147603	7.24493133702	7.24182984051	4.62544576584	3.40244922787	2.52341578694	1.70811276646	0.0
