	MCT.f.0616	MCT.f.0617	MCT.f.0618	MCT.f.0619	MCT.f.0620	MCT.f.0621	MCT.f.0622	MCT.f.0623	MCT.f.0624	MCT.f.0625	MCT.f.0627	MCT.f.0628
MCT.f.0616	0.0	0.315789473684	0.470297029703	0.619469026549	0.646090534979	0.658436213992	0.642857142857	0.617283950617	0.656	0.687258687259	0.739622641509	0.772200772201
MCT.f.0617	0.315789473684	0.0	0.252688172043	0.438095238095	0.506493506494	0.653543307087	0.6015625	0.635658914729	0.640926640927	0.686346863469	0.736462093863	0.758364312268
MCT.f.0618	0.470297029703	0.252688172043	0.0	0.24861878453	0.370731707317	0.548245614035	0.633858267717	0.657480314961	0.662745098039	0.703007518797	0.730337078652	0.748062015504
MCT.f.0619	0.619469026549	0.438095238095	0.24861878453	0.0	0.16847826087	0.431924882629	0.577235772358	0.687022900763	0.676923076923	0.715867158672	0.679536679537	0.711462450593
MCT.f.0620	0.646090534979	0.506493506494	0.370731707317	0.16847826087	0.0	0.304347826087	0.470833333333	0.58984375	0.682481751825	0.710247349823	0.694545454545	0.700757575758
MCT.f.0621	0.658436213992	0.653543307087	0.548245614035	0.431924882629	0.304347826087	0.0	0.266666666667	0.41592920354	0.538775510204	0.639097744361	0.630769230769	0.63453815261
MCT.f.0622	0.642857142857	0.6015625	0.633858267717	0.577235772358	0.470833333333	0.266666666667	0.0	0.210526315789	0.359649122807	0.488	0.580152671756	0.592885375494
MCT.f.0623	0.617283950617	0.635658914729	0.657480314961	0.687022900763	0.58984375	0.41592920354	0.210526315789	0.0	0.222222222222	0.375545851528	0.547619047619	0.553719008264
MCT.f.0624	0.656	0.640926640927	0.662745098039	0.676923076923	0.682481751825	0.538775510204	0.359649122807	0.222222222222	0.0	0.202898550725	0.429184549356	0.553719008264
MCT.f.0625	0.687258687259	0.686346863469	0.703007518797	0.715867158672	0.710247349823	0.639097744361	0.488	0.375545851528	0.202898550725	0.0	0.310502283105	0.447368421053
MCT.f.0627	0.739622641509	0.736462093863	0.730337078652	0.679536679537	0.694545454545	0.630769230769	0.580152671756	0.547619047619	0.429184549356	0.310502283105	0.0	0.178010471204
MCT.f.0628	0.772200772201	0.758364312268	0.748062015504	0.711462450593	0.700757575758	0.63453815261	0.592885375494	0.553719008264	0.553719008264	0.447368421053	0.178010471204	0.0
