	MCT.f.0124	MCT.f.0125	MCT.f.0126	MCT.f.0127	MCT.f.0128	MCT.f.0129	MCT.f.0130	MCT.f.0131	MCT.f.0132	MCT.f.0133	MCT.f.0134	MCT.f.0135	MCT.f.0136
MCT.f.0124	0.0	0.178743961353	0.294605809129	0.374531835206	0.416974169742	0.558823529412	0.569343065693	0.543726235741	0.575971731449	0.630094043887	0.640127388535	0.658064516129	0.665562913907
MCT.f.0125	0.178743961353	0.0	0.196428571429	0.292	0.305220883534	0.46	0.530534351145	0.53125	0.56	0.617363344051	0.627450980392	0.659016393443	0.657627118644
MCT.f.0126	0.294605809129	0.196428571429	0.0	0.118367346939	0.168674698795	0.324	0.400763358779	0.566433566434	0.590163934426	0.623145400593	0.64880952381	0.665662650602	0.664596273292
MCT.f.0127	0.374531835206	0.292	0.118367346939	0.0	0.0528455284553	0.210526315789	0.293436293436	0.469964664311	0.557324840764	0.592485549133	0.617391304348	0.649275362319	0.64776119403
MCT.f.0128	0.416974169742	0.305220883534	0.168674698795	0.0528455284553	0.0	0.163865546218	0.252	0.43795620438	0.531147540984	0.578171091445	0.603550295858	0.636094674556	0.634146341463
MCT.f.0129	0.558823529412	0.46	0.324	0.210526315789	0.163865546218	0.0	0.11320754717	0.384297520661	0.494505494505	0.569131832797	0.601286173633	0.636655948553	0.606779661017
MCT.f.0130	0.569343065693	0.530534351145	0.400763358779	0.293436293436	0.252	0.11320754717	0.0	0.3	0.425287356322	0.511705685619	0.545150501672	0.605263157895	0.58275862069
MCT.f.0131	0.543726235741	0.53125	0.566433566434	0.469964664311	0.43795620438	0.384297520661	0.3	0.0	0.19730941704	0.360902255639	0.398496240602	0.468634686347	0.532846715328
MCT.f.0132	0.575971731449	0.56	0.590163934426	0.557324840764	0.531147540984	0.494505494505	0.425287356322	0.19730941704	0.0	0.204724409449	0.244094488189	0.320463320463	0.389312977099
MCT.f.0133	0.630094043887	0.617363344051	0.623145400593	0.592485549133	0.578171091445	0.569131832797	0.511705685619	0.360902255639	0.204724409449	0.0	0.0408163265306	0.138888888889	0.211764705882
MCT.f.0134	0.640127388535	0.627450980392	0.64880952381	0.617391304348	0.603550295858	0.601286173633	0.545150501672	0.398496240602	0.244094488189	0.0408163265306	0.0	0.126530612245	0.201612903226
MCT.f.0135	0.658064516129	0.659016393443	0.665662650602	0.649275362319	0.636094674556	0.636655948553	0.605263157895	0.468634686347	0.320463320463	0.138888888889	0.126530612245	0.0	0.0837004405286
MCT.f.0136	0.665562913907	0.657627118644	0.664596273292	0.64776119403	0.634146341463	0.606779661017	0.58275862069	0.532846715328	0.389312977099	0.211764705882	0.201612903226	0.0837004405286	0.0
