	sample1	sample2	sample3	sample4	sample5	sample6	sample8	sample9	sample10	sample11	sample12	sample14
sample1	0.0	7.86611959329	7.28428137283	7.48655607416	7.36172744205	8.16322428984	9.12959783422	7.23952040679	7.24571642499	7.67543141692	9.8833831658	7.05080423799
sample2	7.86611959329	0.0	8.65001404188	8.88258317025	7.84844112028	8.15097675696	8.22367613985	9.98743953498	9.11405932236	8.45655520903	9.8552477466	9.03433729475
sample3	7.28428137283	8.65001404188	0.0	8.3538943187	8.44218381404	8.68186411359	5.41385101826	8.39458440075	7.95917638126	8.14087558178	7.80892701391	9.21115117139
sample4	7.48655607416	8.88258317025	8.3538943187	0.0	5.43741503559	6.59191081151	8.85492243217	7.79550072357	9.28397565923	8.10313595775	9.35861702712	8.77435596298
sample5	7.36172744205	7.84844112028	8.44218381404	5.43741503559	0.0	7.67832043016	8.61487222641	9.00890207715	8.74629495715	7.45063665672	9.75043296968	8.76907658145
sample6	8.16322428984	8.15097675696	8.68186411359	6.59191081151	7.67832043016	0.0	9.82424718513	6.66122278991	7.50081085066	9.29450427221	9.38647734578	8.87101860612
sample8	9.12959783422	8.22367613985	5.41385101826	8.85492243217	8.61487222641	9.82424718513	0.0	10.9751893352	8.81677327647	7.88815002796	8.6045164512	10.5354815327
sample9	7.23952040679	9.98743953498	8.39458440075	7.79550072357	9.00890207715	6.66122278991	10.9751893352	0.0	8.09626877457	8.84466260187	8.19438959549	8.35460268176
sample10	7.24571642499	9.11405932236	7.95917638126	9.28397565923	8.74629495715	7.50081085066	8.81677327647	8.09626877457	0.0	8.17232945051	10.6793081545	8.4841671768
sample11	7.67543141692	8.45655520903	8.14087558178	8.10313595775	7.45063665672	9.29450427221	7.88815002796	8.84466260187	8.17232945051	0.0	9.0181374072	6.07883402994
sample12	9.8833831658	9.8552477466	7.80892701391	9.35861702712	9.75043296968	9.38647734578	8.6045164512	8.19438959549	10.6793081545	9.0181374072	0.0	9.02183707132
sample14	7.05080423799	9.03433729475	9.21115117139	8.77435596298	8.76907658145	8.87101860612	10.5354815327	8.35460268176	8.4841671768	6.07883402994	9.02183707132	0.0
