	MCT.f.0122	MCT.f.0123	MCT.f.0124	MCT.f.0125	MCT.f.0126	MCT.f.0127	MCT.f.0128	MCT.f.0129	MCT.f.0130	MCT.f.0131	MCT.f.0132	MCT.f.0133	MCT.f.0134	MCT.f.0135	MCT.f.0136
MCT.f.0122	0.0	0.15	0.4	0.458536585366	0.569037656904	0.564444444444	0.538116591928	0.462365591398	0.443243243243	0.509803921569	0.588744588745	0.683397683398	0.668016194332	0.618181818182	0.563157894737
MCT.f.0123	0.15	0.0	0.323529411765	0.394594594595	0.525114155251	0.517073170732	0.487684729064	0.39156626506	0.389221556886	0.484042553191	0.572093023256	0.680327868852	0.646288209607	0.575	0.505882352941
MCT.f.0124	0.4	0.323529411765	0.0	0.1	0.280373831776	0.545833333333	0.508474576271	0.463054187192	0.460784313725	0.53982300885	0.608695652174	0.660583941606	0.660377358491	0.589743589744	0.527093596059
MCT.f.0125	0.458536585366	0.394594594595	0.1	0.0	0.199052132701	0.476793248945	0.489626556017	0.471698113208	0.462264150943	0.538461538462	0.6	0.665492957746	0.665454545455	0.598360655738	0.546728971963
MCT.f.0126	0.569037656904	0.525114155251	0.280373831776	0.199052132701	0.0	0.310043668122	0.354430379747	0.529411764706	0.521008403361	0.584615384615	0.636363636364	0.676470588235	0.676767676768	0.600760456274	0.559829059829
MCT.f.0127	0.564444444444	0.517073170732	0.545833333333	0.476793248945	0.310043668122	0.0	0.13567839196	0.336683417085	0.429245283019	0.508547008547	0.578544061303	0.6735395189	0.644927536232	0.569672131148	0.514018691589
MCT.f.0128	0.538116591928	0.487684729064	0.508474576271	0.489626556017	0.354430379747	0.13567839196	0.0	0.223404255319	0.32	0.469565217391	0.561538461538	0.649305555556	0.629090909091	0.539419087137	0.464114832536
MCT.f.0129	0.462365591398	0.39156626506	0.463054187192	0.471698113208	0.529411764706	0.336683417085	0.223404255319	0.0	0.16149068323	0.357894736842	0.502242152466	0.63137254902	0.607438016529	0.5	0.412429378531
MCT.f.0130	0.443243243243	0.389221556886	0.460784313725	0.462264150943	0.521008403361	0.429245283019	0.32	0.16149068323	0.0	0.245810055866	0.407582938389	0.61811023622	0.575630252101	0.460784313725	0.364161849711
MCT.f.0131	0.509803921569	0.484042553191	0.53982300885	0.538461538462	0.584615384615	0.508547008547	0.469565217391	0.357894736842	0.245810055866	0.0	0.222222222222	0.495901639344	0.545081967213	0.53982300885	0.450777202073
MCT.f.0132	0.588744588745	0.572093023256	0.608695652174	0.6	0.636363636364	0.578544061303	0.561538461538	0.502242152466	0.407582938389	0.222222222222	0.0	0.337606837607	0.395744680851	0.563265306122	0.506976744186
MCT.f.0133	0.683397683398	0.680327868852	0.660583941606	0.665492957746	0.676470588235	0.6735395189	0.649305555556	0.63137254902	0.61811023622	0.495901639344	0.337606837607	0.0	0.133333333333	0.361607142857	0.519823788546
MCT.f.0134	0.668016194332	0.646288209607	0.660377358491	0.665454545455	0.676767676768	0.644927536232	0.629090909091	0.607438016529	0.575630252101	0.545081967213	0.395744680851	0.133333333333	0.0	0.259803921569	0.464454976303
MCT.f.0135	0.618181818182	0.575	0.589743589744	0.598360655738	0.600760456274	0.569672131148	0.539419087137	0.5	0.460784313725	0.53982300885	0.563265306122	0.361607142857	0.259803921569	0.0	0.261627906977
MCT.f.0136	0.563157894737	0.505882352941	0.527093596059	0.546728971963	0.559829059829	0.514018691589	0.464114832536	0.412429378531	0.364161849711	0.450777202073	0.506976744186	0.519823788546	0.464454976303	0.261627906977	0.0
