	MCTs01	MCTs03	MCTs04	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs26	5.07957345972	4.725	4.64116104869	5.50048192771	4.8750273224	5.29139664804	4.74930693069	4.9996969697	4.52965174129	5.10347826087	5.48641025641	4.82793103448	5.58214285714	5.42021276596	4.98523809524	5.10176470588	4.63324873096	4.81920634921	6.00349514563	6.59111111111	0.0	4.59621890547	5.85285714286	4.87444444444	5.14755102041	4.1703030303	6.14320987654	5.29111111111	4.17428571429	4.6225	6.37888888889
MCTs27	4.7707434392	3.9960199005	4.49315221645	5.88539231553	3.68991110024	4.55171072014	3.85596768632	4.04450474898	4.23880597015	4.08382003028	5.24087256028	5.54160233316	4.65938166311	5.28130623478	3.63105109374	4.79326894937	5.08119301967	4.3030087657	4.66058059218	6.56621653637	4.59621890547	0.0	5.5328713575	4.52798507463	4.71585947812	4.7446856626	6.10539893127	5.49274461028	4.24534470505	4.30472636816	5.4232172471
MCTs28	5.34377115775	5.89047619048	5.38188871054	5.9148020654	5.21448087432	5.63188347965	5.89957567185	4.98116883117	4.98773987207	5.41977225673	5.48058608059	5.42159277504	6.16071428571	6.12613981763	5.9417989418	4.94201680672	5.92947788252	5.49206349206	4.98890429958	7.61507936508	5.85285714286	5.5328713575	0.0	6.24007936508	5.93367346939	5.57359307359	6.99514991182	5.78373015873	4.84047619048	5.25714285714	6.5253968254
MCTs29	4.7705371248	4.19166666667	4.02028714107	5.18875502008	5.04098360656	4.90696772191	4.49339933993	5.28232323232	4.39179104478	4.3768115942	5.4	4.96551724138	4.59325396825	4.61672576832	4.1164021164	5.31454248366	3.86985335589	5.02182539683	6.16127292341	5.43055555556	4.87444444444	4.52798507463	6.24007936508	0.0	4.40646258503	4.54545454545	5.77932098765	4.79166666667	5.12063492063	5.00555555556	5.23611111111
MCTs31	4.27768643002	4.15833333333	2.92784529542	4.67605114335	4.00975800156	3.87025424695	4.59203879572	4.24836116265	3.91222459133	4.16681455191	5.32276295133	4.27820783486	4.74744897959	4.62244897959	3.62055933485	4.00900360144	3.39656065472	4.45238095238	6.42341985338	5.7380952381	5.14755102041	4.71585947812	5.93367346939	4.40646258503	0.0	4.22047000618	4.7174351222	3.58900226757	5.36530612245	5.44362244898	4.19047619048
MCTs32	3.45583800086	3.75833333333	3.54988083078	4.87714494341	4.83383010432	4.2374301676	4.12511251125	4.32727272727	3.80710085934	4.04018445323	4.94568764569	3.82183908046	4.3382034632	3.33526756931	4.09042809043	4.43386809269	3.34579295493	3.90764790765	6.30097087379	5.08441558442	4.1703030303	4.7446856626	5.57359307359	4.54545454545	4.22047000618	0.0	5.20650953984	4.15277777778	5.07229437229	4.54393939394	5.0797979798
MCTs33	5.44859867767	4.97222222222	4.73463725898	4.60806187714	4.7245496863	4.54789985516	4.90771299352	4.7088664422	5.90381426202	5.34272678476	6.24691358025	5.62707535121	4.79365079365	5.536643026	5.66490299824	5.39883805374	5.20950053268	5.22574955908	6.62735227137	6.37389770723	6.14320987654	6.10539893127	6.99514991182	5.77932098765	4.7174351222	5.20650953984	0.0	3.50308641975	5.4455026455	5.28765432099	4.83209876543
MCTs34	4.03798051606	4.09722222222	3.26248439451	4.15177376171	3.74453551913	3.39990689013	4.85286028603	3.6952020202	4.48030679934	4.01509661836	4.87863247863	4.27059386973	5.18452380952	4.99793144208	4.50925925926	4.12173202614	4.50824873096	4.5	6.54247572816	6.26388888889	5.29111111111	5.49274461028	5.78373015873	4.79166666667	3.58900226757	4.15277777778	3.50308641975	0.0	5.25555555556	4.70833333333	4.33055555556
MCTs35	5.02044685173	4.20833333333	5.03777421081	5.59357429719	4.54894613583	4.58994413408	4.18953323904	4.44155844156	4.26325515281	4.32960662526	5.03736263736	5.44170771757	3.98452380952	5.4524822695	5.3037037037	5.26218487395	4.93410684071	4.4126984127	4.26352288488	6.80634920635	4.17428571429	4.24534470505	4.84047619048	5.12063492063	5.36530612245	5.07229437229	5.4455026455	5.25555555556	0.0	3.57321428571	5.28571428571
MCTs36	4.44875592417	3.44583333333	4.71020599251	5.06024096386	4.96632513661	4.38177374302	4.31782178218	4.00227272727	3.66299751244	3.81612318841	4.37435897436	5.26034482759	4.26964285714	5.08244680851	4.76911375661	4.8125	4.83020304569	4.20337301587	4.46444174757	6.44861111111	4.6225	4.30472636816	5.25714285714	5.00555555556	5.44362244898	4.54393939394	5.28765432099	4.70833333333	3.57321428571	0.0	4.90138888889
MCTs37	4.8813059505	4.35555555556	4.4329588015	4.9030789826	4.77486338798	4.47436374922	5.46930693069	5.76565656566	4.56650082919	3.75555555556	5.58632478632	5.33180076628	3.76150793651	5.1938534279	4.79576719577	4.92679738562	4.16570783982	5.29206349206	5.60733549083	5.53968253968	6.37888888889	5.4232172471	6.5253968254	5.23611111111	4.19047619048	5.0797979798	4.83209876543	4.33055555556	5.28571428571	4.90138888889	0.0
