	MCTs01	MCTs03	MCTs04	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	0.631944444444	0.542635658915	0.727272727273	0.744186046512	0.618644067797	0.591836734694	0.649572649573	0.560344827586	0.607407407407	0.666666666667	0.613636363636	0.723214285714	0.577235772358	0.651162790698	0.666666666667	0.547826086957	0.611111111111	0.818181818182	0.666666666667	0.723076923077	0.664	0.731182795699	0.603174603175	0.648	0.572727272727	0.745283018868	0.627272727273	0.723214285714	0.672268907563	0.765765765766
MCTs03	0.631944444444	0.0	0.607843137255	0.762295081967	0.673758865248	0.647482014388	0.674796747967	0.702127659574	0.618705035971	0.607843137255	0.743055555556	0.754237288136	0.645161290323	0.648648648649	0.646258503401	0.748148148148	0.588235294118	0.674242424242	0.834586466165	0.735537190083	0.700680272109	0.647887323944	0.818181818182	0.54347826087	0.671232876712	0.631578947368	0.736	0.656488549618	0.677165354331	0.624060150376	0.693548387097
MCTs04	0.542635658915	0.607843137255	0.0	0.732142857143	0.630769230769	0.612403100775	0.649122807018	0.629921259843	0.581395348837	0.56338028169	0.753623188406	0.733944954128	0.696721311475	0.645390070922	0.602941176471	0.677685950413	0.512195121951	0.593220338983	0.773109243697	0.725663716814	0.68115942029	0.644444444444	0.792792792793	0.618705035971	0.587786259542	0.581967213115	0.704347826087	0.642276422764	0.728	0.681818181818	0.714285714286
MCTs06	0.727272727273	0.762295081967	0.732142857143	0.0	0.778947368421	0.7	0.666666666667	0.741573033708	0.609195402299	0.775862068966	0.705882352941	0.642857142857	0.723684210526	0.759615384615	0.780952380952	0.693333333333	0.684782608696	0.666666666667	0.8	0.757575757576	0.75	0.765306122449	0.758620689655	0.73786407767	0.757575757576	0.709302325581	0.739130434783	0.670886075949	0.772151898734	0.682352941176	0.736111111111
MCTs07	0.744186046512	0.673758865248	0.630769230769	0.778947368421	0.0	0.657894736842	0.666666666667	0.654545454545	0.680672268908	0.651515151515	0.84126984127	0.755555555556	0.585106382979	0.7109375	0.633333333333	0.711538461538	0.598214285714	0.653846153846	0.811881188119	0.731182795699	0.72131147541	0.634782608696	0.863157894737	0.703125	0.605263157895	0.675675675676	0.691489361702	0.657142857143	0.683168316832	0.745762711864	0.604395604396
MCTs08	0.618644067797	0.647482014388	0.612403100775	0.7	0.657894736842	0.0	0.642105263158	0.645454545455	0.649572649573	0.590551181102	0.795081967213	0.701149425287	0.646464646465	0.628099173554	0.613445378151	0.59375	0.563636363636	0.575757575758	0.889908256881	0.647727272727	0.733870967742	0.661016949153	0.788888888889	0.685039370079	0.58407079646	0.62962962963	0.694736842105	0.58	0.686274509804	0.669642857143	0.745098039216
MCTs09	0.591836734694	0.674796747967	0.649122807018	0.666666666667	0.666666666667	0.642105263158	0.0	0.637362637363	0.642857142857	0.612612612613	0.742268041237	0.646153846154	0.584415584416	0.657142857143	0.640776699029	0.658536585366	0.585106382979	0.512820512821	0.753246753247	0.617647058824	0.742857142857	0.585106382979	0.782608695652	0.594059405941	0.676470588235	0.633333333333	0.662162162162	0.714285714286	0.620253164557	0.666666666667	0.696202531646
MCTs10	0.649572649573	0.702127659574	0.629921259843	0.741573033708	0.654545454545	0.645454545455	0.637362637363	0.0	0.657894736842	0.681818181818	0.786324786325	0.729411764706	0.69696969697	0.732283464567	0.666666666667	0.686868686869	0.646017699115	0.626262626263	0.851485148515	0.747252747253	0.743801652893	0.681034482759	0.790697674419	0.682926829268	0.616071428571	0.650943396226	0.677777777778	0.616161616162	0.747572815534	0.666666666667	0.794117647059
MCTs13	0.560344827586	0.618705035971	0.581395348837	0.609195402299	0.680672268908	0.649572649573	0.642857142857	0.657894736842	0.0	0.581395348837	0.709401709402	0.7	0.606060606061	0.617886178862	0.614754098361	0.650485436893	0.471698113208	0.632075471698	0.774509803922	0.61797752809	0.722222222222	0.578947368421	0.758241758242	0.609756097561	0.610169491525	0.592592592593	0.780952380952	0.684684684685	0.710280373832	0.633928571429	0.639175257732
MCTs14	0.607407407407	0.607843137255	0.56338028169	0.775862068966	0.651515151515	0.590551181102	0.612612612613	0.681818181818	0.581395348837	0.0	0.762589928058	0.710280373832	0.617391304348	0.615942028986	0.560606060606	0.69918699187	0.581395348837	0.639344262295	0.773109243697	0.678899082569	0.761904761905	0.613636363636	0.792792792793	0.567164179104	0.639705882353	0.6484375	0.758333333333	0.664	0.696721311475	0.671755725191	0.633928571429
