	sample1	sample3	sample4	sample5	sample8	sample10	sample11	sample13
sample1	0.0	0.605633802817	0.65671641791	0.620689655172	0.618181818182	0.772151898734	0.72	0.688524590164
sample3	0.605633802817	0.0	0.705263157895	0.715909090909	0.747126436782	0.785046728972	0.683673469388	0.744444444444
sample4	0.65671641791	0.705263157895	0.0	0.375	0.630136986301	0.609195402299	0.695652173913	0.776470588235
sample5	0.620689655172	0.715909090909	0.375	0.0	0.615384615385	0.62962962963	0.641975308642	0.763157894737
sample8	0.618181818182	0.747126436782	0.630136986301	0.615384615385	0.0	0.710843373494	0.795454545455	0.831168831169
sample10	0.772151898734	0.785046728972	0.609195402299	0.62962962963	0.710843373494	0.0	0.73	0.806451612903
sample11	0.72	0.683673469388	0.695652173913	0.641975308642	0.795454545455	0.73	0.0	0.705882352941
sample13	0.688524590164	0.744444444444	0.776470588235	0.763157894737	0.831168831169	0.806451612903	0.705882352941	0.0
