	sample1	sample3	sample4	sample5	sample8	sample10	sample11	sample13
sample1	0.0	5.4907658881	6.1406602073	6.95998435871	6.22792709867	8.95945945946	8.39191729323	8.01186083289
sample3	5.4907658881	0.0	7.0687409291	8.33196414199	7.36114617224	9.16154557599	8.33227436462	8.99455614328
sample4	6.1406602073	7.0687409291	0.0	3.75440373944	6.96689973658	6.12490408389	7.76129005479	8.42152560327
sample5	6.95998435871	8.33196414199	3.75440373944	0.0	8.11531341711	6.29512724403	7.85824049174	8.70199585208
sample8	6.22792709867	7.36114617224	6.96689973658	8.11531341711	0.0	8.19577876846	8.46985892566	8.82786168068
sample10	8.95945945946	9.16154557599	6.12490408389	6.29512724403	8.19577876846	0.0	7.38993598862	8.68664605565
sample11	8.39191729323	8.33227436462	7.76129005479	7.85824049174	8.46985892566	7.38993598862	0.0	7.14866964459
sample13	8.01186083289	8.99455614328	8.42152560327	8.70199585208	8.82786168068	8.68664605565	7.14866964459	0.0
