	MCT.f.0427	MCT.f.0428	MCT.f.0429	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
MCT.f.0427	0.0	0.433333333333	0.719457013575	0.842553191489	0.807511737089	0.763285024155	0.71511627907	0.737373737374	0.748792270531	0.79679144385	0.813559322034	0.798913043478	0.804347826087	0.779005524862	0.777777777778	0.75
MCT.f.0428	0.433333333333	0.0	0.516129032258	0.800904977376	0.806763285024	0.723076923077	0.645569620253	0.664835164835	0.673684210526	0.732558139535	0.762195121951	0.733727810651	0.747058823529	0.741176470588	0.739644970414	0.675159235669
MCT.f.0429	0.719457013575	0.516129032258	0.0	0.41116751269	0.683035714286	0.674107142857	0.683417085427	0.677272727273	0.654708520179	0.721153846154	0.769607843137	0.721951219512	0.701492537313	0.696517412935	0.745192307692	0.745098039216
MCT.f.0430	0.842553191489	0.800904977376	0.41116751269	0.0	0.464864864865	0.650943396226	0.751243781095	0.727272727273	0.680365296804	0.692307692308	0.762886597938	0.719387755102	0.724489795918	0.732323232323	0.780487804878	0.793103448276
MCT.f.0431	0.807511737089	0.806763285024	0.683035714286	0.464864864865	0.0	0.404761904762	0.705555555556	0.683417085427	0.684466019417	0.661016949153	0.66265060241	0.66091954023	0.778947368421	0.773684210526	0.75935828877	0.811518324607
MCT.f.0432	0.763285024155	0.723076923077	0.674107142857	0.650943396226	0.404761904762	0.0	0.422818791946	0.588235294118	0.592783505155	0.602339181287	0.582278481013	0.60119047619	0.707182320442	0.743315508021	0.774869109948	0.819587628866
MCT.f.0433	0.71511627907	0.645569620253	0.683417085427	0.751243781095	0.705555555556	0.422818791946	0.0	0.512987012987	0.624277456647	0.666666666667	0.65	0.675496688742	0.724358974359	0.692810457516	0.75625	0.75641025641
MCT.f.0434	0.737373737374	0.664835164835	0.677272727273	0.727272727273	0.683417085427	0.588235294118	0.512987012987	0.0	0.195945945946	0.561728395062	0.611464968153	0.612121212121	0.682080924855	0.668604651163	0.740331491713	0.718390804598
MCT.f.0435	0.748792270531	0.673684210526	0.654708520179	0.680365296804	0.684466019417	0.592783505155	0.624277456647	0.195945945946	0.0	0.407894736842	0.572327044025	0.574850299401	0.645714285714	0.64	0.697802197802	0.674285714286
MCT.f.0436	0.79679144385	0.732558139535	0.721153846154	0.692307692308	0.661016949153	0.602339181287	0.666666666667	0.561728395062	0.407894736842	0.0	0.321739130435	0.5	0.707006369427	0.675324675325	0.619047619048	0.595744680851
MCT.f.0437	0.813559322034	0.762195121951	0.769607843137	0.762886597938	0.66265060241	0.582278481013	0.65	0.611464968153	0.572327044025	0.321739130435	0.0	0.297297297297	0.647482014388	0.659574468085	0.63768115942	0.673913043478
MCT.f.0438	0.798913043478	0.733727810651	0.721951219512	0.719387755102	0.66091954023	0.60119047619	0.675496688742	0.612121212121	0.574850299401	0.5	0.297297297297	0.0	0.4453125	0.639455782313	0.699346405229	0.723684210526
MCT.f.0439	0.804347826087	0.747058823529	0.701492537313	0.724489795918	0.778947368421	0.707182320442	0.724358974359	0.682080924855	0.645714285714	0.707006369427	0.647482014388	0.4453125	0.0	0.382113821138	0.68	0.801242236025
MCT.f.0440	0.779005524862	0.741176470588	0.696517412935	0.732323232323	0.773684210526	0.743315508021	0.692810457516	0.668604651163	0.64	0.675324675325	0.659574468085	0.639455782313	0.382113821138	0.0	0.480916030534	0.689189189189
MCT.f.0441	0.777777777778	0.739644970414	0.745192307692	0.780487804878	0.75935828877	0.774869109948	0.75625	0.740331491713	0.697802197802	0.619047619048	0.63768115942	0.699346405229	0.68	0.480916030534	0.0	0.350427350427
MCT.f.0442	0.75	0.675159235669	0.745098039216	0.793103448276	0.811518324607	0.819587628866	0.75641025641	0.718390804598	0.674285714286	0.595744680851	0.673913043478	0.723684210526	0.801242236025	0.689189189189	0.350427350427	0.0
