	MCT.f.0427	MCT.f.0428	MCT.f.0429	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
MCT.f.0427	0.0	3.99003018865	8.0956394811	9.14429133858	8.93985229739	8.34442137292	7.88536040433	6.05302925217	6.8585107896	8.51343987502	9.19935754299	9.1566627942	9.60039512415	9.25935457946	9.32773445692	8.72796489646
MCT.f.0428	3.99003018865	0.0	5.202073741	9.17631414268	8.97978069953	8.08832406914	7.28107300596	6.80588818925	7.52278032269	8.42322649433	8.73060728896	8.83835326946	8.92332878137	8.97308147943	9.26639837327	8.47381087593
MCT.f.0429	8.0956394811	5.202073741	0.0	4.89759791123	8.17171216003	8.30287206266	8.17132499592	7.77440170998	7.50102766595	7.66566008831	9.07209903485	9.32612311286	8.44463638097	8.26128695564	9.02552804102	8.6726515683
MCT.f.0430	9.14429133858	9.17631414268	4.89759791123	0.0	5.56094073377	8.12966927763	8.86130460449	8.27334196891	8.01584975369	7.65791255289	9.22945273632	9.17508196721	8.5898626175	8.87324119077	9.25741525424	9.33563876652
MCT.f.0431	8.93985229739	8.97978069953	8.17171216003	5.56094073377	0.0	3.41280036549	6.45801406325	7.9194770885	8.26012632711	7.88576917923	7.91152422272	7.32027688857	7.36661748731	9.27261733168	9.58512729517	9.520470284
MCT.f.0432	8.34442137292	8.08832406914	8.30287206266	8.12966927763	3.41280036549	0.0	4.37830750624	6.89808213495	7.75377518253	8.01667728484	7.28553576764	7.08618430037	7.50806227805	9.28732364875	9.85831452553	9.50485578342
MCT.f.0433	7.88536040433	7.28107300596	8.17132499592	8.86130460449	6.45801406325	4.37830750624	0.0	4.71544677649	7.35126816757	7.89472176753	6.82183650813	7.92419726324	8.78798635139	8.5032126826	9.10135473156	8.34361493532
MCT.f.0434	6.05302925217	6.80588818925	7.77440170998	8.27334196891	7.9194770885	6.89808213495	4.71544677649	0.0	2.95907501468	6.2028574143	7.65586574898	8.63496377911	8.97029585754	8.7657993314	8.93121730294	7.95695829814
MCT.f.0435	6.8585107896	7.52278032269	7.50102766595	8.01584975369	8.26012632711	7.75377518253	7.35126816757	2.95907501468	0.0	4.6543372682	8.02377276181	9.37297908423	9.38545676031	8.49921170295	8.26322117392	7.28251991059
MCT.f.0436	8.51343987502	8.42322649433	7.66566008831	7.65791255289	7.88576917923	8.01667728484	7.89472176753	6.2028574143	4.6543372682	0.0	6.6596916686	9.262960663	9.05437883141	7.82250427159	7.70875666372	7.30868071305
MCT.f.0437	9.19935754299	8.73060728896	9.07209903485	9.22945273632	7.91152422272	7.28553576764	6.82183650813	7.65586574898	8.02377276181	6.6596916686	0.0	5.12321297494	8.65543864193	8.54930451026	8.28846084348	8.47945514717
MCT.f.0438	9.1566627942	8.83835326946	9.32612311286	9.17508196721	7.32027688857	7.08618430037	7.92419726324	8.63496377911	9.37297908423	9.262960663	5.12321297494	0.0	4.12332251275	9.56175072065	9.46411701663	9.55104251566
MCT.f.0439	9.60039512415	8.92332878137	8.44463638097	8.5898626175	7.36661748731	7.50806227805	8.78798635139	8.97029585754	9.38545676031	9.05437883141	8.65543864193	4.12332251275	0.0	6.99987260688	9.32907897524	9.62244338904
MCT.f.0440	9.25935457946	8.97308147943	8.26128695564	8.87324119077	9.27261733168	9.28732364875	8.5032126826	8.7657993314	8.49921170295	7.82250427159	8.54930451026	9.56175072065	6.99987260688	0.0	4.8833741788	6.04894524705
MCT.f.0441	9.32773445692	9.26639837327	9.02552804102	9.25741525424	9.58512729517	9.85831452553	9.10135473156	8.93121730294	8.26322117392	7.70875666372	8.28846084348	9.46411701663	9.32907897524	4.8833741788	0.0	3.77979968214
MCT.f.0442	8.72796489646	8.47381087593	8.6726515683	9.33563876652	9.520470284	9.50485578342	8.34361493532	7.95695829814	7.28251991059	7.30868071305	8.47945514717	9.55104251566	9.62244338904	6.04894524705	3.77979968214	0.0
