	sample1	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample12	sample13	sample14	sample15	sample16
sample1	0.0	8.72218293697	9.81151999272	8.59863736751	7.34516103253	8.68137609211	9.13603218506	9.40579710145	6.93367697595	8.59330462697	8.99135524055	8.07307600096	5.91978918847
sample3	8.72218293697	0.0	10.3741921088	7.3314670656	9.16067314061	8.85385056017	10.041198282	8.47564484906	8.22267148014	8.68704678125	8.00265117329	7.7678784317	8.10533532352
sample4	9.81151999272	10.3741921088	0.0	7.1384264813	10.4303780139	10.8884110033	10.7528850123	9.35056147423	8.72014128035	10.5138629051	10.3468543046	9.63902664408	7.76996306673
sample5	8.59863736751	7.3314670656	7.1384264813	0.0	7.67527779381	10.2924377135	10.9405609689	9.42090121193	7.99020347395	8.89129621427	8.07953370554	7.92507357609	7.58715880893
sample6	7.34516103253	9.16067314061	10.4303780139	7.67527779381	0.0	8.65261210752	9.92159828575	8.68447365465	9.46019638243	9.12013936471	8.25258397933	10.0015503876	7.71936493739
sample7	8.68137609211	8.85385056017	10.8884110033	10.2924377135	8.65261210752	0.0	10.095800958	10.5450291459	9.21334317343	7.65252259108	8.47753305658	9.38237363769	8.93434217996
sample8	9.13603218506	10.041198282	10.7528850123	10.9405609689	9.92159828575	10.095800958	0.0	7.07346529987	10.5647154472	10.3715508212	10.3235518293	9.4886620029	10.0213544924
sample9	9.40579710145	8.47564484906	9.35056147423	9.42090121193	8.68447365465	10.5450291459	7.07346529987	0.0	9.62811594203	10.626842991	9.47803442029	10.2291540276	9.44753344482
sample12	6.93367697595	8.22267148014	8.72014128035	7.99020347395	9.46019638243	9.21334317343	10.5647154472	9.62811594203	0.0	8.79035701906	8.485125	7.268	6.36
sample13	8.59330462697	8.68704678125	10.5138629051	8.89129621427	9.12013936471	7.65252259108	10.3715508212	10.626842991	8.79035701906	0.0	5.9620252022	7.2544113498	7.49003466205
sample14	8.99135524055	8.00265117329	10.3468543046	8.07953370554	8.25258397933	8.47753305658	10.3235518293	9.47803442029	8.485125	5.9620252022	0.0	8.40123546512	7.95072115385
sample15	8.07307600096	7.7678784317	9.63902664408	7.92507357609	10.0015503876	9.38237363769	9.4886620029	10.2291540276	7.268	7.2544113498	8.40123546512	0.0	7.06592128801
sample16	5.91978918847	8.10533532352	7.76996306673	7.58715880893	7.71936493739	8.93434217996	10.0213544924	9.44753344482	6.36	7.49003466205	7.95072115385	7.06592128801	0.0
