	sample1	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample12	sample13	sample14	sample15	sample16
sample1	0.0	0.758333333333	0.813559322034	0.74	0.807692307692	0.834951456311	0.837837837838	0.778846153846	0.637168141593	0.745283018868	0.769911504425	0.727272727273	0.716417910448
sample3	0.758333333333	0.0	0.81954887218	0.638095238095	0.81512605042	0.787610619469	0.885496183206	0.838709677419	0.69465648855	0.695652173913	0.689075630252	0.713114754098	0.731543624161
sample4	0.813559322034	0.81954887218	0.0	0.781818181818	0.821428571429	0.857142857143	0.877049180328	0.772727272727	0.753846153846	0.825	0.824	0.806451612903	0.56
sample5	0.74	0.638095238095	0.781818181818	0.0	0.744680851064	0.824742268041	0.921052631579	0.836538461538	0.713043478261	0.73	0.745283018868	0.72380952381	0.779411764706
sample6	0.807692307692	0.81512605042	0.821428571429	0.744680851064	0.0	0.821052631579	0.847619047619	0.81	0.773109243697	0.831775700935	0.69	0.852173913043	0.828571428571
sample7	0.834951456311	0.787610619469	0.857142857143	0.824742268041	0.821052631579	0.0	0.864077669903	0.904761904762	0.854838709677	0.712765957447	0.754901960784	0.836363636364	0.840579710145
sample8	0.837837837838	0.885496183206	0.877049180328	0.921052631579	0.847619047619	0.864077669903	0.0	0.637362637363	0.913669064748	0.879310344828	0.876033057851	0.858333333333	0.865771812081
sample9	0.778846153846	0.838709677419	0.772727272727	0.836538461538	0.81	0.904761904762	0.637362637363	0.0	0.798387096774	0.886956521739	0.834782608696	0.90243902439	0.798561151079
sample12	0.637168141593	0.69465648855	0.753846153846	0.713043478261	0.773109243697	0.854838709677	0.913669064748	0.798387096774	0.0	0.739837398374	0.7421875	0.591304347826	0.633802816901
sample13	0.745283018868	0.695652173913	0.825	0.73	0.831775700935	0.712765957447	0.879310344828	0.886956521739	0.739837398374	0.0	0.571428571429	0.631067961165	0.746376811594
sample14	0.769911504425	0.689075630252	0.824	0.745283018868	0.69	0.754901960784	0.876033057851	0.834782608696	0.7421875	0.571428571429	0.0	0.754237288136	0.77397260274
sample15	0.727272727273	0.713114754098	0.806451612903	0.72380952381	0.852173913043	0.836363636364	0.858333333333	0.90243902439	0.591304347826	0.631067961165	0.754237288136	0.0	0.75
sample16	0.716417910448	0.731543624161	0.56	0.779411764706	0.828571428571	0.840579710145	0.865771812081	0.798561151079	0.633802816901	0.746376811594	0.77397260274	0.75	0.0
