	MCT.f.0138	MCT.f.0139	MCT.f.0141	MCT.f.0142	MCT.f.0143	MCT.f.0144	MCT.f.0145	MCT.f.0146	MCT.f.0147	MCT.f.0148	MCT.f.0149	MCT.f.0150	MCT.f.0151	MCT.f.0152	MCT.f.0153
MCT.f.0138	0.0	4.6445907433	6.58336020639	7.33701932161	7.97066384116	5.33105113856	5.64171697552	7.45104521707	7.15182633715	7.55289024774	7.34470241541	8.19585114645	8.02173637355	6.18044829908	6.06438273527
MCT.f.0139	4.6445907433	0.0	6.03626688937	7.82732118638	8.51615930382	6.86483519483	6.64774749773	7.16143928279	6.98522883253	7.18707138757	8.34414311556	9.06417054847	7.03443190046	6.31375874053	6.97681775163
MCT.f.0141	6.58336020639	6.03626688937	0.0	4.56330625108	7.71553924941	5.84077943957	6.49125138427	8.865686912	8.23367626145	6.79617814983	7.0744700043	7.85342162444	7.5613964687	6.669042691	7.00943709526
MCT.f.0142	7.33701932161	7.82732118638	4.56330625108	0.0	4.61417483293	6.43490494396	6.76193013011	8.63543031619	8.34282105712	7.60139593673	8.15414270419	7.68242276584	7.18979029517	6.97476621068	6.73762279103
MCT.f.0143	7.97066384116	8.51615930382	7.71553924941	4.61417483293	0.0	4.97201981174	7.9717133365	7.89999421865	7.61262909309	7.00251011797	7.95141249583	8.12623312991	8.59978980356	7.60717866094	7.01549085151
MCT.f.0144	5.33105113856	6.86483519483	5.84077943957	6.43490494396	4.97201981174	0.0	3.56119500015	6.44606585052	6.88061504632	6.86908706352	6.78061730791	7.82327369595	8.51818168839	6.20617657549	5.47596448758
MCT.f.0145	5.64171697552	6.64774749773	6.49125138427	6.76193013011	7.9717133365	3.56119500015	0.0	5.49198673606	6.81627103667	7.11825139829	7.44916113755	8.15204765822	8.02380454664	6.60768053856	5.82998529805
MCT.f.0146	7.45104521707	7.16143928279	8.865686912	8.63543031619	7.89999421865	6.44606585052	5.49198673606	0.0	2.79924114547	5.74978484599	6.62802981444	7.2148875509	6.40162173346	6.12726131902	6.68685283775
MCT.f.0147	7.15182633715	6.98522883253	8.23367626145	8.34282105712	7.61262909309	6.88061504632	6.81627103667	2.79924114547	0.0	3.76111694104	6.73912589031	7.17489129167	5.97307446003	5.7068902827	6.36769698053
MCT.f.0148	7.55289024774	7.18707138757	6.79617814983	7.60139593673	7.00251011797	6.86908706352	7.11825139829	5.74978484599	3.76111694104	0.0	4.81866267829	6.23931580447	6.03086331958	5.35787252942	6.27752618944
MCT.f.0149	7.34470241541	8.34414311556	7.0744700043	8.15414270419	7.95141249583	6.78061730791	7.44916113755	6.62802981444	6.73912589031	4.81866267829	0.0	3.64989760649	7.39155036752	6.34970802366	5.87165855113
MCT.f.0150	8.19585114645	9.06417054847	7.85342162444	7.68242276584	8.12623312991	7.82327369595	8.15204765822	7.2148875509	7.17489129167	6.23931580447	3.64989760649	0.0	5.59442176379	7.08919303887	5.56052500277
MCT.f.0151	8.02173637355	7.03443190046	7.5613964687	7.18979029517	8.59978980356	8.51818168839	8.02380454664	6.40162173346	5.97307446003	6.03086331958	7.39155036752	5.59442176379	0.0	4.2233885275	6.82223459899
MCT.f.0152	6.18044829908	6.31375874053	6.669042691	6.97476621068	7.60717866094	6.20617657549	6.60768053856	6.12726131902	5.7068902827	5.35787252942	6.34970802366	7.08919303887	4.2233885275	0.0	4.27835753176
MCT.f.0153	6.06438273527	6.97681775163	7.00943709526	6.73762279103	7.01549085151	5.47596448758	5.82998529805	6.68685283775	6.36769698053	6.27752618944	5.87165855113	5.56052500277	6.82223459899	4.27835753176	0.0
