	MCT.f.0392	MCT.f.0393	MCT.f.0394	MCT.f.0395	MCT.f.0396	MCT.f.0397	MCT.f.0398	MCT.f.0399	MCT.f.0400	MCT.f.0402	MCT.f.0403	MCT.f.0404	MCT.f.0405	MCT.f.0406	MCT.f.0407	MCT.f.0408
MCT.f.0392	0.0	0.494845360825	0.542056074766	0.623076923077	0.671532846715	0.753086419753	0.777202072539	0.810572687225	0.798122065728	0.859090909091	0.835748792271	0.820809248555	0.828877005348	0.842639593909	0.852791878173	0.843137254902
MCT.f.0393	0.494845360825	0.0	0.162162162162	0.305970149254	0.368794326241	0.466257668712	0.58	0.641025641026	0.689655172414	0.738396624473	0.721238938053	0.694300518135	0.703883495146	0.722222222222	0.782222222222	0.786324786325
MCT.f.0394	0.542056074766	0.162162162162	0.0	0.176923076923	0.321678321678	0.470588235294	0.565853658537	0.627615062762	0.669491525424	0.717842323651	0.7	0.670050761421	0.735159817352	0.740088105727	0.781115879828	0.785123966942
MCT.f.0395	0.623076923077	0.305970149254	0.176923076923	0.0	0.160839160839	0.335294117647	0.453658536585	0.531380753138	0.584033613445	0.661290322581	0.663900414938	0.692660550459	0.744769874477	0.748987854251	0.786561264822	0.790076335878
MCT.f.0396	0.671532846715	0.368794326241	0.321678321678	0.160839160839	0.0	0.234567901235	0.358974358974	0.506329113924	0.534482758621	0.638211382114	0.657024793388	0.696832579186	0.7375	0.731707317073	0.755020080321	0.769230769231
MCT.f.0397	0.753086419753	0.466257668712	0.470588235294	0.335294117647	0.234567901235	0.0	0.238341968912	0.394849785408	0.461538461538	0.624031007752	0.65234375	0.742857142857	0.659751037344	0.666666666667	0.700787401575	0.721804511278
MCT.f.0398	0.777202072539	0.58	0.565853658537	0.453658536585	0.358974358974	0.238341968912	0.0	0.218340611354	0.301724137931	0.548507462687	0.575187969925	0.709433962264	0.677777777778	0.634328358209	0.656826568266	0.664285714286
MCT.f.0399	0.810572687225	0.641025641026	0.627615062762	0.531380753138	0.506329113924	0.394849785408	0.218340611354	0.0	0.131004366812	0.403773584906	0.519713261649	0.652329749104	0.679054054054	0.684210526316	0.695081967213	0.700636942675
MCT.f.0400	0.798122065728	0.689655172414	0.669491525424	0.584033613445	0.534482758621	0.461538461538	0.301724137931	0.131004366812	0.0	0.316872427984	0.447470817121	0.596899224806	0.667844522968	0.668965517241	0.662020905923	0.668918918919
MCT.f.0402	0.859090909091	0.738396624473	0.717842323651	0.661290322581	0.638211382114	0.624031007752	0.548507462687	0.403773584906	0.316872427984	0.0	0.192660550459	0.42731277533	0.574712643678	0.604395604396	0.641577060932	0.644599303136
MCT.f.0403	0.835748792271	0.721238938053	0.7	0.663900414938	0.657024793388	0.65234375	0.575187969925	0.519713261649	0.447470817121	0.192660550459	0.0	0.273631840796	0.466101694915	0.504032258065	0.591603053435	0.585820895522
MCT.f.0404	0.820809248555	0.694300518135	0.670050761421	0.692660550459	0.696832579186	0.742857142857	0.709433962264	0.652329749104	0.596899224806	0.42731277533	0.273631840796	0.0	0.391089108911	0.481818181818	0.605042016807	0.609756097561
MCT.f.0405	0.828877005348	0.703883495146	0.735159817352	0.744769874477	0.7375	0.659751037344	0.677777777778	0.679054054054	0.667844522968	0.574712643678	0.466101694915	0.391089108911	0.0	0.237373737374	0.457777777778	0.467811158798
MCT.f.0406	0.842639593909	0.722222222222	0.740088105727	0.748987854251	0.731707317073	0.666666666667	0.634328358209	0.684210526316	0.668965517241	0.604395604396	0.504032258065	0.481818181818	0.237373737374	0.0	0.288461538462	0.351351351351
MCT.f.0407	0.852791878173	0.782222222222	0.781115879828	0.786561264822	0.755020080321	0.700787401575	0.656826568266	0.695081967213	0.662020905923	0.641577060932	0.591603053435	0.605042016807	0.457777777778	0.288461538462	0.0	0.133333333333
MCT.f.0408	0.843137254902	0.786324786325	0.785123966942	0.790076335878	0.769230769231	0.721804511278	0.664285714286	0.700636942675	0.668918918919	0.644599303136	0.585820895522	0.609756097561	0.467811158798	0.351351351351	0.133333333333	0.0
