	MCT.f.0392	MCT.f.0393	MCT.f.0394	MCT.f.0395	MCT.f.0396	MCT.f.0397	MCT.f.0398	MCT.f.0399	MCT.f.0400	MCT.f.0402	MCT.f.0403	MCT.f.0404	MCT.f.0405	MCT.f.0406	MCT.f.0407	MCT.f.0408
MCT.f.0392	0.0	5.60501066098	7.32782674166	7.3580720252	7.62570868834	8.57876630386	9.43311863495	9.67388435971	7.48574028811	7.65661642899	7.45499333108	9.24139410763	9.91716947179	10.1929312147	8.99008184882	8.66521178256
MCT.f.0393	5.60501066098	0.0	2.3769541145	4.17596218393	4.8472639361	6.82018277477	7.29602508801	7.98923242468	6.86036585366	6.83191520603	6.80140004956	8.62465485504	8.86351842242	8.86000788195	7.53453973249	7.73285419375
MCT.f.0394	7.32782674166	2.3769541145	0.0	4.43386736722	4.98419550038	6.83951101475	7.41472797922	7.75810787223	7.25737859159	7.41921374387	7.38761719776	8.60070358136	8.67698928804	8.55354298409	7.39425672442	7.91923946308
MCT.f.0395	7.3580720252	4.17596218393	4.43386736722	0.0	3.39829424836	6.43949186666	7.36319060856	7.75398273071	7.22820541508	7.65515226567	7.63669591617	9.06152270498	9.20162339775	9.26270732792	7.93119266055	8.36466451928
MCT.f.0396	7.62570868834	4.8472639361	4.98419550038	3.39829424836	0.0	5.65423720806	6.67793084881	7.18670381278	7.14875738473	7.86311444061	7.69199738398	8.84412047557	9.07525983935	8.98793313299	7.6686411454	7.66374113964
MCT.f.0397	8.57876630386	6.82018277477	6.83951101475	6.43949186666	5.65423720806	0.0	4.19926127464	6.83158574153	7.97600510918	8.40487817212	8.58306338653	9.0292664565	8.07543198741	7.92319918337	8.12110851903	8.68458164932
MCT.f.0398	9.43311863495	7.29602508801	7.41472797922	7.36319060856	6.67793084881	4.19926127464	0.0	5.06836074352	6.83378476958	7.54178471539	8.38905633954	8.95963474577	7.47488679228	6.11835651234	6.73305507781	7.66443005002
MCT.f.0399	9.67388435971	7.98923242468	7.75810787223	7.75398273071	7.18670381278	6.83158574153	5.06836074352	0.0	4.59477761836	7.61789010661	8.2702467344	9.03437661857	8.30360450563	7.3137268983	7.08064516129	7.3657532731
MCT.f.0400	7.48574028811	6.86036585366	7.25737859159	7.22820541508	7.14875738473	7.97600510918	6.83378476958	4.59477761836	0.0	3.99211413027	4.88197104322	7.51770210155	7.92501297353	7.60607785611	6.63894571204	6.48077070112
MCT.f.0402	7.65661642899	6.83191520603	7.41921374387	7.65515226567	7.86311444061	8.40487817212	7.54178471539	7.61789010661	3.99211413027	0.0	3.01656852844	6.50686323744	6.99073699539	7.27393946841	6.36674843616	6.51205247705
MCT.f.0403	7.45499333108	6.80140004956	7.38761719776	7.63669591617	7.69199738398	8.58306338653	8.38905633954	8.2702467344	4.88197104322	3.01656852844	0.0	5.0442670537	6.77682734768	7.66333744166	6.56450208343	6.03885054438
MCT.f.0404	9.24139410763	8.62465485504	8.60070358136	9.06152270498	8.84412047557	9.0292664565	8.95963474577	9.03437661857	7.51770210155	6.50686323744	5.0442670537	0.0	4.05754047906	6.53939003873	6.84301075269	6.82556534769
MCT.f.0405	9.91716947179	8.86351842242	8.67698928804	9.20162339775	9.07525983935	8.07543198741	7.47488679228	8.30360450563	7.92501297353	6.99073699539	6.77682734768	4.05754047906	0.0	3.49873308122	6.06369251887	7.08310544921
MCT.f.0406	10.1929312147	8.86000788195	8.55354298409	9.26270732792	8.98793313299	7.92319918337	6.11835651234	7.3137268983	7.60607785611	7.27393946841	7.66333744166	6.53939003873	3.49873308122	0.0	4.72031041872	6.67098146699
MCT.f.0407	8.99008184882	7.53453973249	7.39425672442	7.93119266055	7.6686411454	8.12110851903	6.73305507781	7.08064516129	6.63894571204	6.36674843616	6.56450208343	6.84301075269	6.06369251887	4.72031041872	0.0	3.30188087774
MCT.f.0408	8.66521178256	7.73285419375	7.91923946308	8.36466451928	7.66374113964	8.68458164932	7.66443005002	7.3657532731	6.48077070112	6.51205247705	6.03885054438	6.82556534769	7.08310544921	6.67098146699	3.30188087774	0.0
