	MCT.f.0579	MCT.f.0580	MCT.f.0581	MCT.f.0582	MCT.f.0583	MCT.f.0585	MCT.f.0586	MCT.f.0587	MCT.f.0590	MCT.f.0592	MCT.f.0593	MCT.f.0595
MCT.f.0579	0.0	6.21173469388	5.4907658881	6.1406602073	6.95998435871	6.91522556391	6.22792709867	7.63873626374	8.74374165554	6.07789269554	8.94164388243	7.67205422315
MCT.f.0580	6.21173469388	0.0	6.0048110499	6.80128758128	6.68327126471	8.11772287863	7.69779086892	8.32543171115	8.40793438871	7.33297626743	8.45372522215	7.57837032623
MCT.f.0581	5.4907658881	6.0048110499	0.0	7.0687409291	8.33196414199	7.14976986192	7.36114617224	8.41183721222	10.1366689172	7.01228429365	9.0470646024	7.69517915129
MCT.f.0582	6.1406602073	6.80128758128	7.0687409291	0.0	3.75440373944	6.10612651503	6.96689973658	7.23284916976	8.70019752941	5.77041551879	6.07530225046	6.44189366552
MCT.f.0583	6.95998435871	6.68327126471	8.33196414199	3.75440373944	0.0	7.76690997567	8.11531341711	8.1827223871	8.17722900607	7.19308385903	6.92840428876	6.42335766423
MCT.f.0585	6.91522556391	8.11772287863	7.14976986192	6.10612651503	7.76690997567	0.0	5.82159522518	7.73674571043	10.4548286604	6.58518694927	7.32631578947	8.15146625688
MCT.f.0586	6.22792709867	7.69779086892	7.36114617224	6.96689973658	8.11531341711	5.82159522518	0.0	6.30469015521	9.87235764525	6.34338760088	7.88126079021	8.31894047709
MCT.f.0587	7.63873626374	8.32543171115	8.41183721222	7.23284916976	8.1827223871	7.73674571043	6.30469015521	0.0	8.76691999589	8.38752424047	7.00262895	5.8989331836
MCT.f.0590	8.74374165554	8.40793438871	10.1366689172	8.70019752941	8.17722900607	10.4548286604	9.87235764525	8.76691999589	0.0	9.55330485897	9.10691767652	8.49648679992
MCT.f.0592	6.07789269554	7.33297626743	7.01228429365	5.77041551879	7.19308385903	6.58518694927	6.34338760088	8.38752424047	9.55330485897	0.0	8.09519582585	8.69181226674
MCT.f.0593	8.94164388243	8.45372522215	9.0470646024	6.07530225046	6.92840428876	7.32631578947	7.88126079021	7.00262895	9.10691767652	8.09519582585	0.0	5.63681765795
MCT.f.0595	7.67205422315	7.57837032623	7.69517915129	6.44189366552	6.42335766423	8.15146625688	8.31894047709	5.8989331836	8.49648679992	8.69181226674	5.63681765795	0.0
