	sample2	sample4	sample6	sample7	sample8	sample9	sample11	sample12	sample13	sample14
sample2	0.0	0.918918918919	0.827272727273	0.785123966942	0.847619047619	0.873134328358	0.862068965517	0.825242718447	0.857142857143	0.848484848485
sample4	0.918918918919	0.0	0.9	0.851239669421	0.84693877551	0.837398373984	0.929411764706	0.835051546392	0.883720930233	0.884210526316
sample6	0.827272727273	0.9	0.0	0.870229007634	0.929824561404	0.764227642276	0.924731182796	0.849056603774	0.891304347826	0.861386138614
sample7	0.785123966942	0.851239669421	0.870229007634	0.0	0.823529411765	0.881578947368	0.87619047619	0.793103448276	0.778571428571	0.67
sample8	0.847619047619	0.84693877551	0.929824561404	0.823529411765	0.0	0.892307692308	0.904761904762	0.882352941176	0.858267716535	0.940594059406
sample9	0.873134328358	0.837398373984	0.764227642276	0.881578947368	0.892307692308	0.0	0.826923076923	0.883720930233	0.856209150327	0.867768595041
sample11	0.862068965517	0.929411764706	0.924731182796	0.87619047619	0.904761904762	0.826923076923	0.0	0.878048780488	0.805825242718	0.881578947368
sample12	0.825242718447	0.835051546392	0.849056603774	0.793103448276	0.882352941176	0.883720930233	0.878048780488	0.0	0.739130434783	0.873684210526
sample13	0.857142857143	0.883720930233	0.891304347826	0.778571428571	0.858267716535	0.856209150327	0.805825242718	0.739130434783	0.0	0.887096774194
sample14	0.848484848485	0.884210526316	0.861386138614	0.67	0.940594059406	0.867768595041	0.881578947368	0.873684210526	0.887096774194	0.0
