	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample11	sample13	sample14	sample15	sample16
sample1	0.0	8.52335279399	8.2508797654	8.61400199435	9.2734006734	9.91773009599	9.70426814565	10.1642191142	8.98381231672	10.3373889269	10.7539978094	9.85593952484	8.35330196606	8.92911956695
sample2	8.52335279399	0.0	8.72650105322	9.0646830921	8.97549439348	9.63234372329	10.7226583603	10.6528816749	10.2689789879	10.9746706215	10.3057367083	11.0189153308	8.04904271736	10.347319205
sample3	8.2508797654	8.72650105322	0.0	8.49350433102	8.90539039989	8.64796633941	9.06261356258	8.70903517735	6.62861480076	10.3929177783	9.69526988409	8.38725251126	8.11008498564	8.92341742075
sample4	8.61400199435	9.0646830921	8.49350433102	0.0	8.03878935608	9.25768638272	10.0000242461	8.93513336146	10.0928041517	9.88683317068	9.71124865091	10.3130130577	8.30692028777	10.1811761015
sample5	9.2734006734	8.97549439348	8.90539039989	8.03878935608	0.0	10.3734253508	9.40934079969	9.31236467236	8.08783751493	10.3577053745	9.36842481035	8.83568354532	8.78493325118	9.05627294545
sample6	9.91773009599	9.63234372329	8.64796633941	9.25768638272	10.3734253508	0.0	8.87469452087	11.1903487817	10.3604033928	8.79263375831	10.2036768191	10.3171592235	7.81147556668	10.264575243
sample7	9.70426814565	10.7226583603	9.06261356258	10.0000242461	9.40934079969	8.87469452087	0.0	10.0597701149	9.33202361598	8.91829042101	9.82980409702	7.70069492584	9.33558544203	9.13328099523
sample8	10.1642191142	10.6528816749	8.70903517735	8.93513336146	9.31236467236	11.1903487817	10.0597701149	0.0	9.28191894127	10.9729708888	10.365832561	8.25413966883	10.5490212806	10.0387803673
sample9	8.98381231672	10.2689789879	6.62861480076	10.0928041517	8.08783751493	10.3604033928	9.33202361598	9.28191894127	0.0	9.54543778802	10.0689312087	8.6568215704	9.8770162781	7.61705214395
sample11	10.3373889269	10.9746706215	10.3929177783	9.88683317068	10.3577053745	8.79263375831	8.91829042101	10.9729708888	9.54543778802	0.0	9.41922275568	10.205004953	9.47834002752	8.40070842606
sample13	10.7539978094	10.3057367083	9.69526988409	9.71124865091	9.36842481035	10.2036768191	9.82980409702	10.365832561	10.0689312087	9.41922275568	0.0	9.40181633662	8.96589537447	7.15142742599
sample14	9.85593952484	11.0189153308	8.38725251126	10.3130130577	8.83568354532	10.3171592235	7.70069492584	8.25413966883	8.6568215704	10.205004953	9.40181633662	0.0	10.5747455915	8.96829857815
sample15	8.35330196606	8.04904271736	8.11008498564	8.30692028777	8.78493325118	7.81147556668	9.33558544203	10.5490212806	9.8770162781	9.47834002752	8.96589537447	10.5747455915	0.0	10.309331814
sample16	8.92911956695	10.347319205	8.92341742075	10.1811761015	9.05627294545	10.264575243	9.13328099523	10.0387803673	7.61705214395	8.40070842606	7.15142742599	8.96829857815	10.309331814	0.0
