	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample11	sample13	sample14	sample15	sample16
sample1	0.0	0.804347826087	0.891156462585	0.835616438356	0.886666666667	0.829268292683	0.87417218543	0.888888888889	0.838028169014	0.86	0.893442622951	0.92700729927	0.832369942197	0.790697674419
sample2	0.804347826087	0.0	0.700636942675	0.780346820809	0.769230769231	0.732876712329	0.821229050279	0.905797101449	0.766467065868	0.900709219858	0.751773049645	0.925714285714	0.65	0.791411042945
sample3	0.891156462585	0.700636942675	0.0	0.798850574713	0.77380952381	0.763513513514	0.78488372093	0.888059701493	0.80701754386	0.914893617021	0.739130434783	0.872727272727	0.718085106383	0.839285714286
sample4	0.835616438356	0.780346820809	0.798850574713	0.0	0.82967032967	0.834355828221	0.838709677419	0.8	0.821229050279	0.848920863309	0.847133757962	0.921787709497	0.741116751269	0.877777777778
sample5	0.886666666667	0.769230769231	0.77380952381	0.82967032967	0.0	0.880239520958	0.796610169492	0.891304347826	0.708074534161	0.902097902098	0.737588652482	0.827160493827	0.81067961165	0.748427672956
sample6	0.829268292683	0.732876712329	0.763513513514	0.834355828221	0.880239520958	0.0	0.848484848485	0.925619834711	0.84375	0.770642201835	0.807692307692	0.908496732026	0.686390532544	0.826666666667
sample7	0.87417218543	0.821229050279	0.78488372093	0.838709677419	0.796610169492	0.848484848485	0.0	0.893617021277	0.744047619048	0.823529411765	0.839743589744	0.713333333333	0.78431372549	0.768292682927
sample8	0.888888888889	0.905797101449	0.888059701493	0.8	0.891304347826	0.925619834711	0.893617021277	0.0	0.921428571429	0.913043478261	0.889908256881	0.872881355932	0.894117647059	0.916030534351
sample9	0.838028169014	0.766467065868	0.80701754386	0.821229050279	0.708074534161	0.84375	0.744047619048	0.921428571429	0.0	0.825757575758	0.818791946309	0.880952380952	0.778894472362	0.695364238411
sample11	0.86	0.900709219858	0.914893617021	0.848920863309	0.902097902098	0.770642201835	0.823529411765	0.913043478261	0.825757575758	0.0	0.820754716981	0.886178861789	0.822085889571	0.752136752137
sample13	0.893442622951	0.751773049645	0.739130434783	0.847133757962	0.737588652482	0.807692307692	0.839743589744	0.889908256881	0.818791946309	0.820754716981	0.0	0.846715328467	0.71686746988	0.715384615385
sample14	0.92700729927	0.925714285714	0.872727272727	0.921787709497	0.827160493827	0.908496732026	0.713333333333	0.872881355932	0.880952380952	0.886178861789	0.846715328467	0.0	0.913043478261	0.859872611465
sample15	0.832369942197	0.65	0.718085106383	0.741116751269	0.81067961165	0.686390532544	0.78431372549	0.894117647059	0.778894472362	0.822085889571	0.71686746988	0.913043478261	0.0	0.847290640394
sample16	0.790697674419	0.791411042945	0.839285714286	0.877777777778	0.748427672956	0.826666666667	0.768292682927	0.916030534351	0.695364238411	0.752136752137	0.715384615385	0.859872611465	0.847290640394	0.0
