	MCT.f.0036	MCT.f.0037	MCT.f.0038	MCT.f.0039	MCT.f.0042	MCT.f.0043	MCT.f.0044	MCT.f.0045	MCT.f.0048	MCT.f.0049	MCT.f.0050
MCT.f.0036	0.0	0.302521008403	0.638376383764	0.661354581673	0.695970695971	0.696428571429	0.682352941176	0.676923076923	0.888888888889	0.805970149254	0.707865168539
MCT.f.0037	0.302521008403	0.0	0.403921568627	0.644927536232	0.691029900332	0.695792880259	0.710344827586	0.696245733788	0.89219330855	0.798657718121	0.719063545151
MCT.f.0038	0.638376383764	0.403921568627	0.0	0.423255813953	0.665427509294	0.695035460993	0.725563909774	0.705223880597	0.876068376068	0.781132075472	0.715867158672
MCT.f.0039	0.661354581673	0.644927536232	0.423255813953	0.0	0.652892561983	0.701550387597	0.719665271967	0.749003984064	0.894230769231	0.781512605042	0.676470588235
MCT.f.0042	0.695970695971	0.691029900332	0.665427509294	0.652892561983	0.0	0.386363636364	0.690763052209	0.739622641509	0.853211009174	0.76	0.686274509804
MCT.f.0043	0.696428571429	0.695792880259	0.695035460993	0.701550387597	0.386363636364	0.0	0.412322274882	0.670542635659	0.838565022422	0.729083665339	0.65625
MCT.f.0044	0.682352941176	0.710344827586	0.725563909774	0.719665271967	0.690763052209	0.412322274882	0.0	0.445544554455	0.838383838384	0.711111111111	0.692946058091
MCT.f.0045	0.676923076923	0.696245733788	0.705223880597	0.749003984064	0.739622641509	0.670542635659	0.445544554455	0.0	0.872037914692	0.753138075314	0.713147410359
MCT.f.0048	0.888888888889	0.89219330855	0.876068376068	0.894230769231	0.853211009174	0.838565022422	0.838383838384	0.872037914692	0.0	0.645569620253	0.903669724771
MCT.f.0049	0.805970149254	0.798657718121	0.781132075472	0.781512605042	0.76	0.729083665339	0.711111111111	0.753138075314	0.645569620253	0.0	0.482233502538
MCT.f.0050	0.707865168539	0.719063545151	0.715867158672	0.676470588235	0.686274509804	0.65625	0.692946058091	0.713147410359	0.903669724771	0.482233502538	0.0
