	MCT.f.0107	MCT.f.0108	MCT.f.0109	MCT.f.0110	MCT.f.0111	MCT.f.0112	MCT.f.0113	MCT.f.0114	MCT.f.0115	MCT.f.0116	MCT.f.0117	MCT.f.0118	MCT.f.0119
MCT.f.0107	0.0	0.111111111111	0.215328467153	0.27304964539	0.342281879195	0.508196721311	0.562111801242	0.605263157895	0.627906976744	0.66757493188	0.673024523161	0.63661971831	0.677777777778
MCT.f.0108	0.111111111111	0.0	0.111111111111	0.172661870504	0.248299319728	0.423841059603	0.550898203593	0.593220338983	0.615168539326	0.657894736842	0.65963060686	0.627717391304	0.678191489362
MCT.f.0109	0.215328467153	0.111111111111	0.0	0.112359550562	0.181494661922	0.378006872852	0.513931888545	0.57225433526	0.586705202312	0.636118598383	0.634146341463	0.608333333333	0.663956639566
MCT.f.0110	0.27304964539	0.172661870504	0.112359550562	0.0	0.121771217712	0.327402135231	0.472843450479	0.535714285714	0.580174927114	0.630434782609	0.643243243243	0.617728531856	0.676549865229
MCT.f.0111	0.342281879195	0.248299319728	0.181494661922	0.121771217712	0.0	0.220149253731	0.383333333333	0.455108359133	0.50303030303	0.596153846154	0.609289617486	0.582633053221	0.643051771117
MCT.f.0112	0.508196721311	0.423841059603	0.378006872852	0.327402135231	0.220149253731	0.0	0.271317829457	0.351254480287	0.409090909091	0.538699690402	0.605341246291	0.576219512195	0.637982195846
MCT.f.0113	0.562111801242	0.550898203593	0.513931888545	0.472843450479	0.383333333333	0.271317829457	0.0	0.19305019305	0.259398496241	0.415841584158	0.492113564669	0.538461538462	0.580547112462
MCT.f.0114	0.605263157895	0.593220338983	0.57225433526	0.535714285714	0.455108359133	0.351254480287	0.19305019305	0.0	0.0766129032258	0.266666666667	0.36	0.417475728155	0.572700296736
MCT.f.0115	0.627906976744	0.615168539326	0.586705202312	0.580174927114	0.50303030303	0.409090909091	0.259398496241	0.0766129032258	0.0	0.208791208791	0.309027777778	0.402640264026	0.561933534743
MCT.f.0116	0.66757493188	0.657894736842	0.636118598383	0.630434782609	0.596153846154	0.538699690402	0.415841584158	0.266666666667	0.208791208791	0.0	0.133333333333	0.242105263158	0.424920127796
MCT.f.0117	0.673024523161	0.65963060686	0.634146341463	0.643243243243	0.609289617486	0.605341246291	0.492113564669	0.36	0.309027777778	0.133333333333	0.0	0.131086142322	0.335593220339
MCT.f.0118	0.63661971831	0.627717391304	0.608333333333	0.617728531856	0.582633053221	0.576219512195	0.538461538462	0.417475728155	0.402640264026	0.242105263158	0.131086142322	0.0	0.269503546099
MCT.f.0119	0.677777777778	0.678191489362	0.663956639566	0.676549865229	0.643051771117	0.637982195846	0.580547112462	0.572700296736	0.561933534743	0.424920127796	0.335593220339	0.269503546099	0.0
