	MCT.f.0583	MCT.f.0585	MCT.f.0586	MCT.f.0587	MCT.f.0590	MCT.f.0592	MCT.f.0593	MCT.f.0595
MCT.f.0583	0.0	2.05274100247	3.86453168941	4.84514674164	5.639150503	5.95702850549	6.00122791209	5.86464727371
MCT.f.0585	2.05274100247	0.0	2.26562000639	3.30624522536	5.15300826918	5.63996404054	5.75734610918	5.44193168433
MCT.f.0586	3.86453168941	2.26562000639	0.0	1.54173396021	3.72757742599	5.51036729155	5.60952395125	5.10607648808
MCT.f.0587	4.84514674164	3.30624522536	1.54173396021	0.0	2.79781470926	5.08388773997	5.29447208299	5.19001950496
MCT.f.0590	5.639150503	5.15300826918	3.72757742599	2.79781470926	0.0	3.08177329551	3.5722923491	5.08959607287
MCT.f.0592	5.95702850549	5.63996404054	5.51036729155	5.08388773997	3.08177329551	0.0	1.54861278328	3.74356154636
MCT.f.0593	6.00122791209	5.75734610918	5.60952395125	5.29447208299	3.5722923491	1.54861278328	0.0	2.58739488556
MCT.f.0595	5.86464727371	5.44193168433	5.10607648808	5.19001950496	5.08959607287	3.74356154636	2.58739488556	0.0
