	MCT.f.0209	MCT.f.0211	MCT.f.0213	MCT.f.0214	MCT.f.0215	MCT.f.0216	MCT.f.0218	MCT.f.0219	MCT.f.0220	MCT.f.0221
MCT.f.0209	0.0	3.04755356367	5.24919672625	6.01730425535	5.90857032353	5.98827056462	7.11679568938	7.21360196704	6.50273528889	6.60885753214
MCT.f.0211	3.04755356367	0.0	3.08349664457	3.90521818498	5.09538063119	6.41399058212	7.11241802591	7.23936696074	6.70651273764	6.25988898699
MCT.f.0213	5.24919672625	3.08349664457	0.0	1.37178797155	3.00183965609	4.42683322477	7.40031572105	7.77487363669	7.39907153207	6.96669183284
MCT.f.0214	6.01730425535	3.90521818498	1.37178797155	0.0	1.89573207131	3.53388331397	6.78891404166	7.76813625919	7.35032075427	6.83854646902
MCT.f.0215	5.90857032353	5.09538063119	3.00183965609	1.89573207131	0.0	2.0484907819	5.29392810357	6.34368794586	6.23992112704	6.31547374279
MCT.f.0216	5.98827056462	6.41399058212	4.42683322477	3.53388331397	2.0484907819	0.0	4.62788011775	5.66555831266	6.25566886227	7.02881060034
MCT.f.0218	7.11679568938	7.11241802591	7.40031572105	6.78891404166	5.29392810357	4.62788011775	0.0	2.19978963186	3.1530690336	4.26765317567
MCT.f.0219	7.21360196704	7.23936696074	7.77487363669	7.76813625919	6.34368794586	5.66555831266	2.19978963186	0.0	1.60491265674	2.89414764758
MCT.f.0220	6.50273528889	6.70651273764	7.39907153207	7.35032075427	6.23992112704	6.25566886227	3.1530690336	1.60491265674	0.0	1.71189841503
MCT.f.0221	6.60885753214	6.25988898699	6.96669183284	6.83854646902	6.31547374279	7.02881060034	4.26765317567	2.89414764758	1.71189841503	0.0
