	MCT.f.0209	MCT.f.0211	MCT.f.0213	MCT.f.0214	MCT.f.0215	MCT.f.0216	MCT.f.0218	MCT.f.0219	MCT.f.0220	MCT.f.0221
MCT.f.0209	0.0	0.314641744548	0.5	0.684350132626	0.698924731183	0.702479338843	0.72905027933	0.730878186969	0.724137931034	0.736842105263
MCT.f.0211	0.314641744548	0.0	0.273846153846	0.497058823529	0.578347578348	0.653739612188	0.683473389356	0.699438202247	0.684813753582	0.669491525424
MCT.f.0213	0.5	0.273846153846	0.0	0.285714285714	0.384615384615	0.507598784195	0.691460055096	0.72131147541	0.707520891365	0.699453551913
MCT.f.0214	0.684350132626	0.497058823529	0.285714285714	0.0	0.139344262295	0.348314606742	0.62012987013	0.725609756098	0.710280373832	0.66875
MCT.f.0215	0.698924731183	0.578347578348	0.384615384615	0.139344262295	0.0	0.241803278689	0.555944055944	0.673202614379	0.694805194805	0.668810289389
MCT.f.0216	0.702479338843	0.653739612188	0.507598784195	0.348314606742	0.241803278689	0.0	0.496240601504	0.625874125874	0.667808219178	0.710610932476
MCT.f.0218	0.72905027933	0.683473389356	0.691460055096	0.62012987013	0.555944055944	0.496240601504	0.0	0.25462962963	0.31981981982	0.422131147541
MCT.f.0219	0.730878186969	0.699438202247	0.72131147541	0.725609756098	0.673202614379	0.625874125874	0.25462962963	0.0	0.0837696335079	0.266055045872
MCT.f.0220	0.724137931034	0.684813753582	0.707520891365	0.710280373832	0.694805194805	0.667808219178	0.31981981982	0.0837696335079	0.0	0.210526315789
MCT.f.0221	0.736842105263	0.669491525424	0.699453551913	0.66875	0.668810289389	0.710610932476	0.422131147541	0.266055045872	0.210526315789	0.0
