	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	0.897260273973	0.699300699301	0.765625	0.734513274336	0.682170542636	0.724637681159	0.655737704918	0.827067669173	0.783216783217	0.814814814815	0.744680851064	0.820512820513
sample2	0.897260273973	0.0	0.756578947368	0.807407407407	0.832	0.846666666667	0.756944444444	0.705426356589	0.786259541985	0.744680851064	0.75572519084	0.767123287671	0.889763779528
sample3	0.699300699301	0.756578947368	0.0	0.652173913043	0.733333333333	0.754716981132	0.708860759494	0.675862068966	0.704225352113	0.679738562092	0.738255033557	0.685897435897	0.822695035461
sample4	0.765625	0.807407407407	0.652173913043	0.0	0.734513274336	0.759124087591	0.686567164179	0.655737704918	0.835820895522	0.729927007299	0.740157480315	0.726618705036	0.673076923077
sample5	0.734513274336	0.832	0.733333333333	0.734513274336	0.0	0.779527559055	0.833333333333	0.62037037037	0.81512605042	0.7578125	0.84	0.817518248175	0.817307692308
sample6	0.682170542636	0.846666666667	0.754716981132	0.759124087591	0.779527559055	0.0	0.553846153846	0.777777777778	0.857142857143	0.734693877551	0.762589928058	0.731543624161	0.770491803279
sample7	0.724637681159	0.756944444444	0.708860759494	0.686567164179	0.833333333333	0.553846153846	0.0	0.786666666667	0.808219178082	0.69387755102	0.789115646259	0.586956521739	0.72131147541
sample8	0.655737704918	0.705426356589	0.675862068966	0.655737704918	0.62037037037	0.777777777778	0.786666666667	0.0	0.724409448819	0.686131386861	0.814285714286	0.737931034483	0.829268292683
sample9	0.827067669173	0.786259541985	0.704225352113	0.835820895522	0.81512605042	0.857142857143	0.808219178082	0.724409448819	0.0	0.706766917293	0.77519379845	0.731884057971	0.9375
sample10	0.783216783217	0.744680851064	0.679738562092	0.729927007299	0.7578125	0.734693877551	0.69387755102	0.686131386861	0.706766917293	0.0	0.705882352941	0.65034965035	0.758064516129
sample11	0.814814814815	0.75572519084	0.738255033557	0.740157480315	0.84	0.762589928058	0.789115646259	0.814285714286	0.77519379845	0.705882352941	0.0	0.798657718121	0.813559322034
sample12	0.744680851064	0.767123287671	0.685897435897	0.726618705036	0.817518248175	0.731543624161	0.586956521739	0.737931034483	0.731884057971	0.65034965035	0.798657718121	0.0	0.634782608696
sample13	0.820512820513	0.889763779528	0.822695035461	0.673076923077	0.817307692308	0.770491803279	0.72131147541	0.829268292683	0.9375	0.758064516129	0.813559322034	0.634782608696	0.0
