	MCT.f.0545	MCT.f.0546	MCT.f.0547	MCT.f.0548	MCT.f.0549	MCT.f.0550	MCT.f.0551	MCT.f.0552	MCT.f.0553	MCT.f.0554	MCT.f.0555	MCT.f.0556	MCT.f.0557	MCT.f.0558	MCT.f.0559	MCT.f.0560	MCT.f.0561
MCT.f.0545	0.0	8.62464384523	9.15782326123	9.06723094511	9.26577967847	7.79378441674	9.86322778163	9.20128132655	9.54532064046	10.3695489125	10.277500594	9.65065056671	8.28391133309	8.66915167421	9.96174863388	9.79074102446	8.56401249024
MCT.f.0546	8.62464384523	0.0	7.35100035274	6.74621078434	10.5514628636	8.65451309532	10.0325896996	8.03067836359	9.52799071237	11.2663439851	9.07346506668	9.25127716183	6.96532346406	7.67969165493	7.78102636339	6.96540643612	6.71882371756
MCT.f.0547	9.15782326123	7.35100035274	0.0	4.74319223766	9.99144346302	8.78810171118	10.4162249677	9.65081956063	7.60573928397	10.7086668987	9.8051625075	10.0684836837	5.79719795104	6.1484140822	5.8067061144	5.6163892422	4.56316333239
MCT.f.0548	9.06723094511	6.74621078434	4.74319223766	0.0	10.2087834308	8.89495994486	10.4366508906	10.0071480574	8.48806691343	11.1039228231	11.0546528217	9.79887193131	5.75304531543	6.88529999866	4.35451947731	4.35496080507	4.24284800292
MCT.f.0549	9.26577967847	10.5514628636	9.99144346302	10.2087834308	0.0	9.67494824017	9.65570924274	7.574679327	9.10268178907	8.44690726532	7.96227283184	8.58709860756	8.55741116611	9.36390299308	9.44161252707	10.8300374735	9.93932597193
MCT.f.0550	7.79378441674	8.65451309532	8.78810171118	8.89495994486	9.67494824017	0.0	7.82181530064	8.62958327786	6.62299642167	11.0049461226	10.3177774047	10.3299627724	7.49877149877	8.45868905034	9.66023166023	9.60643019522	8.18221793222
MCT.f.0551	9.86322778163	10.0325896996	10.4162249677	10.4366508906	9.65570924274	7.82181530064	0.0	9.61826350668	8.44311055949	9.53958825658	10.4268652086	10.1786865716	9.60992084771	9.05137661827	10.9381107492	11.0501689549	8.77773900005
MCT.f.0552	9.20128132655	8.03067836359	9.65081956063	10.0071480574	7.574679327	8.62958327786	9.61826350668	0.0	7.78038900683	8.76970926302	6.94235739273	7.82839756592	8.56444971617	8.91911352908	8.3688155922	9.75249758298	8.88880678708
MCT.f.0553	9.54532064046	9.52799071237	7.60573928397	8.48806691343	9.10268178907	6.62299642167	8.44311055949	7.78038900683	0.0	9.4198557959	7.90176482949	9.33745547702	7.29854010719	8.15001679336	7.87021630616	8.54455969024	7.46047592637
MCT.f.0554	10.3695489125	11.2663439851	10.7086668987	11.1039228231	8.44690726532	11.0049461226	9.53958825658	8.76970926302	9.4198557959	0.0	9.65797913368	10.0252912759	10.3562974739	10.2354609284	9.77269208533	11.5658176043	10.4481792717
MCT.f.0555	10.277500594	9.07346506668	9.8051625075	11.0546528217	7.96227283184	10.3177774047	10.4268652086	6.94235739273	7.90176482949	9.65797913368	0.0	8.55048106199	10.5676947416	9.91112680319	9.6397515528	10.9291519127	10.2324016563
MCT.f.0556	9.65065056671	9.25127716183	10.0684836837	9.79887193131	8.58709860756	10.3299627724	10.1786865716	7.82839756592	9.33745547702	10.0252912759	8.55048106199	0.0	9.78373351263	9.27167534017	9.42199488491	9.30463465354	9.38397677912
MCT.f.0557	8.28391133309	6.96532346406	5.79719795104	5.75304531543	8.55741116611	7.49877149877	9.60992084771	8.56444971617	7.29854010719	10.3562974739	10.5676947416	9.78373351263	0.0	5.93208753998	6.37224139773	6.3329123516	4.90542490542
MCT.f.0558	8.66915167421	7.67969165493	6.1484140822	6.88529999866	9.36390299308	8.45868905034	9.05137661827	8.91911352908	8.15001679336	10.2354609284	9.91112680319	9.27167534017	5.93208753998	0.0	6.31090487239	7.0286011666	6.09340588517
MCT.f.0559	9.96174863388	7.78102636339	5.8067061144	4.35451947731	9.44161252707	9.66023166023	10.9381107492	8.3688155922	7.87021630616	9.77269208533	9.6397515528	9.42199488491	6.37224139773	6.31090487239	0.0	4.69665400944	5.77777777778
MCT.f.0560	9.79074102446	6.96540643612	5.6163892422	4.35496080507	10.8300374735	9.60643019522	11.0501689549	9.75249758298	8.54455969024	11.5658176043	10.9291519127	9.30463465354	6.3329123516	7.0286011666	4.69665400944	0.0	5.25979083222
MCT.f.0561	8.56401249024	6.71882371756	4.56316333239	4.24284800292	9.93932597193	8.18221793222	8.77773900005	8.88880678708	7.46047592637	10.4481792717	10.2324016563	9.38397677912	4.90542490542	6.09340588517	5.77777777778	5.25979083222	0.0
