	MCT.f.0545	MCT.f.0546	MCT.f.0547	MCT.f.0548	MCT.f.0549	MCT.f.0550	MCT.f.0551	MCT.f.0552	MCT.f.0553	MCT.f.0554	MCT.f.0555	MCT.f.0556	MCT.f.0557	MCT.f.0558	MCT.f.0559	MCT.f.0560	MCT.f.0561
MCT.f.0545	0.0	0.824742268041	0.768656716418	0.803738317757	0.75	0.804347826087	0.842465753425	0.838095238095	0.905109489051	0.836363636364	0.873949579832	0.868421052632	0.769230769231	0.76821192053	0.917647058824	0.886597938144	0.754237288136
MCT.f.0546	0.824742268041	0.0	0.84347826087	0.814814814815	0.911504424779	0.801801801802	0.867768595041	0.8	0.897196261682	0.843373493976	0.926315789474	0.885057471264	0.866141732283	0.859259259259	0.888888888889	0.71186440678	0.802083333333
MCT.f.0547	0.768656716418	0.84347826087	0.0	0.710526315789	0.808219178082	0.773333333333	0.825	0.915384615385	0.842465753425	0.824	0.858208955224	0.89552238806	0.673469387755	0.685897435897	0.90099009901	0.834862385321	0.672
MCT.f.0548	0.803738317757	0.814814814815	0.710526315789	0.0	0.776785714286	0.80487804878	0.829457364341	0.916666666667	0.821428571429	0.854166666667	0.851485148515	0.79347826087	0.694214876033	0.773722627737	0.825396825397	0.732394366197	0.582417582418
MCT.f.0549	0.75	0.911504424779	0.808219178082	0.776785714286	0.0	0.832214765101	0.828947368421	0.850877192982	0.895833333333	0.765765765766	0.734513274336	0.789473684211	0.687943262411	0.76582278481	0.925531914894	0.906542056075	0.741935483871
MCT.f.0550	0.804347826087	0.801801801802	0.773333333333	0.80487804878	0.832214765101	0.0	0.666666666667	0.872	0.6796875	0.902985074627	0.907142857143	0.89552238806	0.691275167785	0.757575757576	0.911764705882	0.834862385321	0.732824427481
MCT.f.0551	0.842465753425	0.867768595041	0.825	0.829457364341	0.828947368421	0.666666666667	0.0	0.849206349206	0.708955223881	0.881481481481	0.902097902098	0.848484848485	0.771604938272	0.733333333333	0.94495412844	0.850877192982	0.692307692308
MCT.f.0552	0.838095238095	0.8	0.915384615385	0.916666666667	0.850877192982	0.872	0.849206349206	0.0	0.811320754717	0.804597701149	0.804347826087	0.75	0.848484848485	0.826086956522	0.827586206897	0.782608695652	0.85046728972
MCT.f.0553	0.905109489051	0.897196261682	0.842465753425	0.821428571429	0.895833333333	0.6796875	0.708955223881	0.811320754717	0.0	0.881355932203	0.859504132231	0.936	0.741258741259	0.827160493827	0.843373493976	0.833333333333	0.762295081967
MCT.f.0554	0.836363636364	0.843373493976	0.824	0.854166666667	0.765765765766	0.902985074627	0.881481481481	0.804597701149	0.881355932203	0.0	0.884615384615	0.855670103093	0.855072463768	0.833333333333	0.89552238806	0.928571428571	0.816513761468
MCT.f.0555	0.873949579832	0.926315789474	0.858208955224	0.851485148515	0.734513274336	0.907142857143	0.902097902098	0.804347826087	0.859504132231	0.884615384615	0.0	0.741935483871	0.884353741497	0.84	0.904109589041	0.857142857143	0.836206896552
MCT.f.0556	0.868421052632	0.885057471264	0.89552238806	0.79347826087	0.789473684211	0.89552238806	0.848484848485	0.75	0.936	0.855670103093	0.741935483871	0.0	0.903448275862	0.826388888889	0.913043478261	0.786666666667	0.859649122807
MCT.f.0557	0.769230769231	0.866141732283	0.673469387755	0.694214876033	0.687943262411	0.691275167785	0.771604938272	0.848484848485	0.741258741259	0.855072463768	0.884353741497	0.903448275862	0.0	0.65	0.900900900901	0.810344827586	0.595238095238
MCT.f.0558	0.76821192053	0.859259259259	0.685897435897	0.773722627737	0.76582278481	0.757575757576	0.733333333333	0.826086956522	0.827160493827	0.833333333333	0.84	0.826388888889	0.65	0.0	0.871794871795	0.816	0.625
MCT.f.0559	0.917647058824	0.888888888889	0.90099009901	0.825396825397	0.925531914894	0.911764705882	0.94495412844	0.827586206897	0.843373493976	0.89552238806	0.904109589041	0.913043478261	0.900900900901	0.871794871795	0.0	0.714285714286	0.865853658537
MCT.f.0560	0.886597938144	0.71186440678	0.834862385321	0.732394366197	0.906542056075	0.834862385321	0.850877192982	0.782608695652	0.833333333333	0.928571428571	0.857142857143	0.786666666667	0.810344827586	0.816	0.714285714286	0.0	0.702380952381
MCT.f.0561	0.754237288136	0.802083333333	0.672	0.582417582418	0.741935483871	0.732824427481	0.692307692308	0.85046728972	0.762295081967	0.816513761468	0.836206896552	0.859649122807	0.595238095238	0.625	0.865853658537	0.702380952381	0.0
