	sample1	sample2	sample3	sample4	sample7	sample8	sample10	sample11	sample12	sample13	sample14	sample15	sample16
sample1	0.0	0.630303030303	0.8125	0.790419161677	0.820689655172	0.732026143791	0.828947368421	0.757575757576	0.83950617284	0.940397350993	0.889705882353	0.886666666667	0.824324324324
sample2	0.630303030303	0.0	0.601351351351	0.677777777778	0.843575418994	0.654970760234	0.755813953488	0.751295336788	0.802139037433	0.905027932961	0.83850931677	0.798816568047	0.806818181818
sample3	0.8125	0.601351351351	0.0	0.624060150376	0.874074074074	0.722627737226	0.663865546218	0.708333333333	0.738805970149	0.8984375	0.810810810811	0.735042735043	0.7890625
sample4	0.790419161677	0.677777777778	0.624060150376	0.0	0.803921568627	0.704402515723	0.680555555556	0.715976331361	0.809523809524	0.868421052632	0.843971631206	0.730496453901	0.652173913043
sample7	0.820689655172	0.843575418994	0.874074074074	0.803921568627	0.0	0.841059602649	0.880281690141	0.872727272727	0.834482758621	0.862903225806	0.842105263158	0.852713178295	0.686440677966
sample8	0.732026143791	0.654970760234	0.722627737226	0.704402515723	0.841059602649	0.0	0.651851851852	0.633986928105	0.657342657343	0.906666666667	0.834586466165	0.760869565217	0.763888888889
sample10	0.828947368421	0.755813953488	0.663865546218	0.680555555556	0.880281690141	0.651851851852	0.0	0.591240875912	0.705882352941	0.887218045113	0.811965811966	0.807692307692	0.808823529412
sample11	0.757575757576	0.751295336788	0.708333333333	0.715976331361	0.872727272727	0.633986928105	0.591240875912	0.0	0.655629139073	0.885350318471	0.847222222222	0.744827586207	0.788461538462
sample12	0.83950617284	0.802139037433	0.738805970149	0.809523809524	0.834482758621	0.657342657343	0.705882352941	0.655629139073	0.0	0.838235294118	0.853846153846	0.740458015267	0.829931972789
sample13	0.940397350993	0.905027932961	0.8984375	0.868421052632	0.862903225806	0.906666666667	0.887218045113	0.885350318471	0.838235294118	0.0	0.858490566038	0.776785714286	0.809917355372
sample14	0.889705882353	0.83850931677	0.810810810811	0.843971631206	0.842105263158	0.834586466165	0.811965811966	0.847222222222	0.853846153846	0.858490566038	0.0	0.707070707071	0.68932038835
sample15	0.886666666667	0.798816568047	0.735042735043	0.730496453901	0.852713178295	0.760869565217	0.807692307692	0.744827586207	0.740458015267	0.776785714286	0.707070707071	0.0	0.675438596491
sample16	0.824324324324	0.806818181818	0.7890625	0.652173913043	0.686440677966	0.763888888889	0.808823529412	0.788461538462	0.829931972789	0.809917355372	0.68932038835	0.675438596491	0.0
