	sample1	sample2	sample3	sample4	sample7	sample8	sample10	sample11	sample12	sample13	sample14	sample15	sample16
sample1	0.0	8.31608071436	10.6106761146	9.84619402813	8.77457020057	8.68440442079	9.96782281172	8.40681404639	9.5207092851	10.9692570403	10.7367097482	10.7744352285	9.68140940169
sample2	8.31608071436	0.0	7.74649419894	7.21287430671	9.62367724868	6.31594860166	7.92552056665	7.47626771714	9.00998199967	9.48484848485	10.2364066194	9.73383458647	8.98775210854
sample3	10.6106761146	7.74649419894	0.0	5.86883257407	10.7073264781	9.1937070458	5.65891657683	7.24005967013	9.99575210786	10.6799823427	5.87813816113	6.61870924097	7.35038305887
sample4	9.84619402813	7.21287430671	5.86883257407	0.0	9.5418230563	7.99377633091	4.61068710542	6.71109175946	9.56139568124	9.2014190159	8.30330557298	7.33887963878	6.57777187906
sample7	8.77457020057	9.62367724868	10.7073264781	9.5418230563	0.0	10.3804421769	10.8303763441	10.4748783455	9.95978154148	10.0237373737	10.5734042553	10.6005263158	8.49265676568
sample8	8.68440442079	6.31594860166	9.1937070458	7.99377633091	10.3804421769	0.0	7.80538183015	7.12639654402	8.07800336629	9.85110286539	9.80015197568	8.98401718582	9.10636492221
sample10	9.96782281172	7.92552056665	5.65891657683	4.61068710542	10.8303763441	7.80538183015	0.0	5.53090416765	8.86110979144	9.63435158032	7.36238846946	6.98685059423	7.52682050463
sample11	8.40681404639	7.47626771714	7.24005967013	6.71109175946	10.4748783455	7.12639654402	5.53090416765	0.0	7.55656665556	10.2603553786	8.45748563442	7.34372646946	7.70233432102
sample12	9.5207092851	9.00998199967	9.99575210786	9.56139568124	9.95978154148	8.07800336629	8.86110979144	7.55656665556	0.0	9.7367965368	10.9493623288	9.68936981629	10.2274865484
sample13	10.9692570403	9.48484848485	10.6799823427	9.2014190159	10.0237373737	9.85110286539	9.63435158032	10.2603553786	9.7367965368	0.0	9.42030947776	8.81186602871	8.61922192219
sample14	10.7367097482	10.2364066194	5.87813816113	8.30330557298	10.5734042553	9.80015197568	7.36238846946	8.45748563442	10.9493623288	9.42030947776	0.0	4.92008958567	6.00519275332
sample15	10.7744352285	9.73383458647	6.61870924097	7.33887963878	10.6005263158	8.98401718582	6.98685059423	7.34372646946	9.68936981629	8.81186602871	4.92008958567	0.0	5.57052631579
sample16	9.68140940169	8.98775210854	7.35038305887	6.57777187906	8.49265676568	9.10636492221	7.52682050463	7.70233432102	10.2274865484	8.61922192219	6.00519275332	5.57052631579	0.0
