	MCT.f.0377	MCT.f.0378	MCT.f.0379	MCT.f.0380	MCT.f.0381	MCT.f.0382	MCT.f.0383	MCT.f.0384	MCT.f.0385	MCT.f.0386	MCT.f.0387	MCT.f.0388	MCT.f.0389	MCT.f.0390	MCT.f.0391
MCT.f.0377	0.0	2.38325442081	4.06720332687	5.67709609662	6.39197076499	6.88847655049	6.74695604696	7.14694429976	6.65745339304	7.06503197307	6.04451410658	6.41872504672	5.32603336665	5.75385392084	5.10889184183
MCT.f.0378	2.38325442081	0.0	2.37441467556	4.91218424739	6.17822005818	6.66627392797	6.67925076412	7.28932942084	6.76734496317	7.68269420423	6.2090597181	6.69431852231	5.51139631239	6.42510919214	5.86197895166
MCT.f.0379	4.06720332687	2.37441467556	0.0	3.34663008715	5.12405834283	6.68531820243	7.50363311288	7.52631682299	7.03701726364	7.2196104883	6.16124458092	6.48380279038	5.95430304766	6.2720995432	6.37540088739
MCT.f.0380	5.67709609662	4.91218424739	3.34663008715	0.0	2.34854228405	4.55638499054	6.63722351793	7.05557419351	6.5084978265	6.47225179764	5.47335818528	5.90048198548	5.81684241958	6.36655544782	6.72997790092
MCT.f.0381	6.39197076499	6.17822005818	5.12405834283	2.34854228405	0.0	2.37462084281	4.87855590397	6.34867713854	6.2272243762	6.51555040518	5.19779005525	5.3536111561	5.40535134282	6.00883977901	6.02336838742
MCT.f.0382	6.88847655049	6.66627392797	6.68531820243	4.55638499054	2.37462084281	0.0	3.35820968027	5.42220673013	6.36636861074	7.22396964694	5.95214460784	6.22895509996	6.26057791538	6.89708636263	6.48334255961
MCT.f.0383	6.74695604696	6.67925076412	7.50363311288	6.63722351793	4.87855590397	3.35820968027	0.0	3.35583563799	5.25485241785	8.31946629052	6.83201951952	6.52186616584	6.0016139979	7.24756216891	6.22487725041
MCT.f.0384	7.14694429976	7.28932942084	7.52631682299	7.05557419351	6.34867713854	5.42220673013	3.35583563799	0.0	2.54357246589	5.88228140171	6.9951600139	6.75332824983	6.32372255166	6.6577741381	6.29721120613
MCT.f.0385	6.65745339304	6.76734496317	7.03701726364	6.5084978265	6.2272243762	6.36636861074	5.25485241785	2.54357246589	0.0	3.83866562499	5.17424490262	6.34483972078	5.98002973493	6.40152365842	6.10574744016
MCT.f.0386	7.06503197307	7.68269420423	7.2196104883	6.47225179764	6.51555040518	7.22396964694	8.31946629052	5.88228140171	3.83866562499	0.0	3.89664881832	5.78433787691	6.9322315259	6.95014909354	6.75539771834
MCT.f.0387	6.04451410658	6.2090597181	6.16124458092	5.47335818528	5.19779005525	5.95214460784	6.83201951952	6.9951600139	5.17424490262	3.89664881832	0.0	2.77064332248	4.5130998452	6.63340941011	6.33592982815
MCT.f.0388	6.41872504672	6.69431852231	6.48380279038	5.90048198548	5.3536111561	6.22895509996	6.52186616584	6.75332824983	6.34483972078	5.78433787691	2.77064332248	0.0	2.50668105404	4.68889580207	5.7402400081
MCT.f.0389	5.32603336665	5.51139631239	5.95430304766	5.81684241958	5.40535134282	6.26057791538	6.0016139979	6.32372255166	5.98002973493	6.9322315259	4.5130998452	2.50668105404	0.0	3.10127317633	3.78131064641
MCT.f.0390	5.75385392084	6.42510919214	6.2720995432	6.36655544782	6.00883977901	6.89708636263	7.24756216891	6.6577741381	6.40152365842	6.95014909354	6.63340941011	4.68889580207	3.10127317633	0.0	2.57703893047
MCT.f.0391	5.10889184183	5.86197895166	6.37540088739	6.72997790092	6.02336838742	6.48334255961	6.22487725041	6.29721120613	6.10574744016	6.75539771834	6.33592982815	5.7402400081	3.78131064641	2.57703893047	0.0
