	MCT.f.0549	MCT.f.0550	MCT.f.0551	MCT.f.0552	MCT.f.0553	MCT.f.0554	MCT.f.0555	MCT.f.0556	MCT.f.0557	MCT.f.0558	MCT.f.0559	MCT.f.0560	MCT.f.0561
MCT.f.0549	0.0	1.52423309254	3.29259533525	4.47139982873	5.98158301998	7.05075823416	7.51795152158	7.39125487691	6.50722094937	5.85011342035	4.9487546704	5.43296449727	5.44624765354
MCT.f.0550	1.52423309254	0.0	2.10283514935	3.24192764938	4.7100438588	5.84863269078	6.95475635476	7.06100015898	6.10013624026	5.85696379857	4.91070789584	5.39116374955	5.36095041506
MCT.f.0551	3.29259533525	2.10283514935	0.0	1.59620171005	3.0264148306	4.26434088175	5.59209937349	7.0280523578	6.02864305003	5.74613396939	5.74274162142	6.13514197524	5.98423352736
MCT.f.0552	4.47139982873	3.24192764938	1.59620171005	0.0	1.84824490588	3.40193474435	4.60734166881	6.20008074085	5.54284188928	5.72158255653	6.12324463171	6.50075198342	6.53437335075
MCT.f.0553	5.98158301998	4.7100438588	3.0264148306	1.84824490588	0.0	1.89905713839	3.2653572323	5.07155461539	4.98904816823	6.06925379755	6.6358038071	7.40055827467	7.51668724117
MCT.f.0554	7.05075823416	5.84863269078	4.26434088175	3.40193474435	1.89905713839	0.0	2.25689759615	4.61804906676	4.50892760095	5.70008013419	6.8959186324	7.5894844049	7.57606138846
MCT.f.0555	7.51795152158	6.95475635476	5.59209937349	4.60734166881	3.2653572323	2.25689759615	0.0	2.56541537233	3.16840654038	4.97211531372	6.27985135808	7.89815829642	8.02517759729
MCT.f.0556	7.39125487691	7.06100015898	7.0280523578	6.20008074085	5.07155461539	4.61804906676	2.56541537233	0.0	1.5882922122	3.95587015106	5.34088767608	6.94657066071	8.00894641249
MCT.f.0557	6.50722094937	6.10013624026	6.02864305003	5.54284188928	4.98904816823	4.50892760095	3.16840654038	1.5882922122	0.0	2.77131758061	4.22832985739	5.77388009068	6.72159472696
MCT.f.0558	5.85011342035	5.85696379857	5.74613396939	5.72158255653	6.06925379755	5.70008013419	4.97211531372	3.95587015106	2.77131758061	0.0	2.04128759985	3.69095010056	4.82277348632
MCT.f.0559	4.9487546704	4.91070789584	5.74274162142	6.12324463171	6.6358038071	6.8959186324	6.27985135808	5.34088767608	4.22832985739	2.04128759985	0.0	1.85503324978	3.08214783642
MCT.f.0560	5.43296449727	5.39116374955	6.13514197524	6.50075198342	7.40055827467	7.5894844049	7.89815829642	6.94657066071	5.77388009068	3.69095010056	1.85503324978	0.0	1.46574823712
MCT.f.0561	5.44624765354	5.36095041506	5.98423352736	6.53437335075	7.51668724117	7.57606138846	8.02517759729	8.00894641249	6.72159472696	4.82277348632	3.08214783642	1.46574823712	0.0
